kod_chu,DRUH,ID_IND,KLIC,ROK,POLE,NAZEV_LOK,ID_ND_AKCE,ID_ND_LOK,HOD_IND,TYP_IND,LIM_IND,JEDNOTKA,LIM_INDLIST,STAV_IND,UROVEN,IND_GRP,CILMON_CHU
CZ0424125,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,"2024, 2025, 2016, 2017, 2020, 2013, 2022, 2018, 2023, 2015, 2019, 2021, 2012","5644b, 5645a, 5644c, 5745b, 5645b, 5745c, 5743b, 5744a, 5645c, 5644a, 12,""5644b"", 7,""5644b"", 5845a, 5845b, 33,""5645c"", 5645d, 5743d","Boč – propustek, Brodce - štola, Damice, Údolí vlků - propustek pod tratí, Doupov - u Rašovických skal, Doupov, Lestkov - SV svahy Černého vrchu, Doupov, Mašťov - pod Radechovskými skalami, Doupov, Mašťov - u potoka Dubá, Doupov, Radonice - údolí Dubé, Horní Hrad, Horní Hrad - Nebesa, Horní Hrad - sklepy hradu, Jakubov, most přes Ohři, Kadaňská Jeseň - sklep, Klášterec nad Ohří - Šumburk - zřícenina hradu, Klášterec nad Ohří, Šumburk, Konice u Mašťova - Dobřenec, Krásný Les - Horní hrad - sklepy hradu, Krásný Les, Horní hrad - lesní rybníček, Krásný Les, u Hornohradského potoka, Krásný les - Horní Hrad - sklep u potoka, Kyselka - Mattoniho vila, Kyselka - sklep za spodní budovou, Kyselka - sklípek ve svahu za lázněmi 1, Kyselka - sklípek ve svahu za lázněmi 2, Kyselka - štolka za Ottovým pavilónem, Lestkov - sklep hradu, Lestkov u Klášterce - sklepení hradu, Lipová  ´rašeliniště ´, Malý Hrzín - Mufloní rokle, Malý Hrzín, cesta u Bočského potoka, Mašťov, Pyškovo jezírko, Mašťov, vrch Houština, Meziříčí, Nebesa, Nedíl - štola, Nová Kyselka, Nová Kyselka, cesta lesem podél Ohře, Nová Kyselka, cesta lesem u Ohře, Osvinov, Vrch, Pastviny - Brodce - štola, Peklo - Nebesa - zřícenina hradu, Peklo – zřícenina hradu Himlštejn (Nebesa), Pod Šumnou, Radošov u Kyselky, u Ohře, Rašovice, Rašovické skály, Smilov, svážnice nad Bočským potokem, Suchý Důl, Suchý důl u Klášterce - Nedíl - štola, Valeč, Valeč - sklepy v zámeckém parku, Valeč - Šibeniční vrch - štola, Valeč v Čechách - bučina v zámeckém parku, Vintířov, Vojkovice nad Ohří - propustek pod tratí, Vojkovice nad Ohří - propustek pod tratí II, Vrbička, rybník pod Linou, Zvoníčkov - sklep, Úhošť - sklepy, Úhošťany, Úhošťany - Kadaňská Jeseň - sklep, Úhošťany - Zvoníčkov, sklep stavení, Černýš - Lužný, Šemnice, Dubina - chata","14118929, 14119456, 15532847, 9791866, 10086022, 10086003, 10086004, 10086002, 9806287, 9806290, 11257378, 11257654, 8915796, 12062678, 8911258, 10261249, 12730176, 9644078, 15537525, 10085938, 10085984, 15537527, 15537716, 15537717, 15537715, 15537718, 15537714, 11223145, 8799510, 14980273, 9806258, 12729085, 10750664, 10853758, 12537248, 11198283, 15620665, 11954524, 12062681, 12062682, 12728752, 11101842, 8799454, 15620607, 13049656, 10853757, 11196675, 11205764, 12729084, 15259758, 15537526, 11642604, 11642606, 15537642, 10261132, 9655215, 11231977, 15537541, 15537542, 10853425, 10087465, 8195514, 8573775, 8799512, 8799486, 15537523, 10553334","5834885, 11876457, 12881438, 6050085, 6328832, 6328813, 6328814, 6328812, 6062187, 7629639, 5384707, 8781269, 5382149, 5177300, 9537008, 5912604, 5177156, 6328741, 6328791, 5177265, 5177290, 5177291, 5177163, 5177292, 5177162, 5384794, 5177315, 12136974, 6062178, 9535569, 7067120, 7166977, 9340705, 6635637, 5384797, 8614749, 8781276, 8781277, 9534923, 5177284, 5177280, 5384621, 10065389, 7166976, 7541299, 7053536, 9535567, 12604199, 5177158, 8157439, 5177172, 5177171, 5918892, 7591010, 5177161, 5679497, 7166595, 5382150, 1270690, 5091352, 5177317, 5177301, 5176981, 6841408",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0424127,Barbastella barbastellus,POP_PRESENCE,ano,"2014, 2015, 2022, 2021, 2013, 2017","99,""5348a"", 67,""5248d"", 5446d, 5446b, 5347d, 5348a, 5249c, 5349a, 5447a","Buky na Bouřňáku, Buky pod Mikulovem, Cínovec, Drmaly, Hovězí skály, Jezerka - jeskyně, Jezerka - rozsedlinová jeskyně, Loučná - štola, Mikulov - štola 3, Mikulov - štola 5, Mikulov - štola 8, NPR Jezerka, Unčín u Krupky, zámek Jezeří a okolí, Údolí Lomského potoka","10141040, 10141041, 10141085, 10141048, 10141078, 9545206, 12494782, 12494785, 12494786, 11777535, 12494789, 8998608, 8998625, 8998626, 12065832, 12065834, 12065840, 12065842, 12065853, 9929665, 10141021","6072419, 5836465, 1804537, 5836459, 5836460, 5399619, 10695474, 7581961, 7581962, 7581963, 7581965, 5396180, 8785480, 6178408, 6074121",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0424127,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,"2014, 2015, 2022, 2021, 2013, 2017","99,""5348a"", 67,""5248d"", 5446d, 5446b, 5347d, 5348a, 5249c, 5349a, 5447a","Buky na Bouřňáku, Buky pod Mikulovem, Cínovec, Drmaly, Hovězí skály, Jezerka - jeskyně, Jezerka - rozsedlinová jeskyně, Loučná - štola, Mikulov - štola 3, Mikulov - štola 5, Mikulov - štola 8, NPR Jezerka, Unčín u Krupky, zámek Jezeří a okolí, Údolí Lomského potoka","10141040, 10141041, 10141085, 10141048, 10141078, 9545206, 12494782, 12494785, 12494786, 11777535, 12494789, 8998608, 8998625, 8998626, 12065832, 12065834, 12065840, 12065842, 12065853, 9929665, 10141021","6072419, 5836465, 1804537, 5836459, 5836460, 5399619, 10695474, 7581961, 7581962, 7581963, 7581965, 5396180, 8785480, 6178408, 6074121",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0424138,Barbastella barbastellus,POP_PRESENCE,ano,2023,5550d,"PR Pístecký les - transekt č. 4, PR Pístecký les - transekt č. 5, PR Pístecký les - transekt č. 7","12560281, 12560282, 12560284","9358799, 9358801, 9358805",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0424138,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,2023,5550d,"PR Pístecký les - transekt č. 4, PR Pístecký les - transekt č. 5, PR Pístecký les - transekt č. 7","12560281, 12560282, 12560284","9358799, 9358801, 9358805",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0424140,Barbastella barbastellus,POP_PRESENCE,ano,2023,5550b,PR Loužek - transekt č. 1,12560288,9357781,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0424140,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,2023,5550b,PR Loužek - transekt č. 1,12560288,9357781,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0510028,Barbastella barbastellus,POP_PRESENCE,ano,2015,5354b,Ralsko - R9,9543689,5833997,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0510028,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,2015,5354b,Ralsko - R9,9543689,5833997,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0510191,Barbastella barbastellus,POP_PRESENCE,ano,"2023, 2015, 2024, 2025, 2017, 2021, 2016","5357c, 05,""5357c"", 5457a, 37,""5457a""","Betlémské skály - j. Rotunda a Třívchodová j., Frýdštejn, Jeskyně Husova kaple, Jeskyně Matěje Krocínovského - Kalich, Jeskyně pod Kalichem, Jislova jeskyně, Kalich a Pod Kalichem - transekt č. 1, Kalich a Pod Kalichem - transekt č. 3, Kalich a Pod Kalichem - transekt č. 6, Kalich a Pod Kalichem - transekt č. 7, Klokočské sklály - Sloupová jeskyně, Klokočské skály - Kristova jeskyně, Klokočské skály - j. Meta menardi a Svojsíkova j., Klokočské skály - jeskyně L20, Maloskalská drábovna - transekt č. 4/24, PP Podloučky - transekt č. 14, PP Podloučky - transekt č. 2, PP Podloučky - transekt č. 7, PR Klokočské skály - transekt č. B1, PR Klokočské skály - transekt č. B3, PR Klokočské skály - transekt č. K10, PR Klokočské skály - transekt č. K4, PR Klokočské skály - transekt č. K9, PR Na Hranicích - transekt č. 1, Postojná jeskyně, Rakousy, Sluj Českých bratří - Kalich, Třívhcodová jeskyně - Betlémské skály, jeskyně Hůsuv dóm, jeskyně Indiánské pohřebiště, jeskyně Meta Menardi, zřícenina hradu Zbyrohy","12712137, 9649136, 14118844, 15288660, 13122071, 10072869, 13116360, 13116361, 13116364, 13116365, 12712144, 13122076, 12712141, 12712143, 13116372, 11676771, 11676744, 11676745, 11676746, 11676756, 12541950, 12713104, 12541964, 12713115, 12541954, 12541970, 12713102, 9789930, 9649221, 13122067, 12256572, 9789931, 13122072, 13122075, 12712138","9496670, 5382014, 7050227, 10214470, 1337122, 6048105, 10205918, 10205922, 10205914, 10205916, 9496727, 9496725, 9496724, 9496726, 10205932, 8199706, 8199680, 8199692, 9357207, 9357219, 9357255, 9357237, 9357253, 9357311, 6048108, 5382010, 10214469, 9011184, 6048109, 10214486, 9011185, 9496719",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0510191,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,"2023, 2015, 2024, 2025, 2017, 2021, 2016","5357c, 05,""5357c"", 5457a, 37,""5457a""","Betlémské skály - j. Rotunda a Třívchodová j., Frýdštejn, Jeskyně Husova kaple, Jeskyně Matěje Krocínovského - Kalich, Jeskyně pod Kalichem, Jislova jeskyně, Kalich a Pod Kalichem - transekt č. 1, Kalich a Pod Kalichem - transekt č. 3, Kalich a Pod Kalichem - transekt č. 6, Kalich a Pod Kalichem - transekt č. 7, Klokočské sklály - Sloupová jeskyně, Klokočské skály - Kristova jeskyně, Klokočské skály - j. Meta menardi a Svojsíkova j., Klokočské skály - jeskyně L20, Maloskalská drábovna - transekt č. 4/24, PP Podloučky - transekt č. 14, PP Podloučky - transekt č. 2, PP Podloučky - transekt č. 7, PR Klokočské skály - transekt č. B1, PR Klokočské skály - transekt č. B3, PR Klokočské skály - transekt č. K10, PR Klokočské skály - transekt č. K4, PR Klokočské skály - transekt č. K9, PR Na Hranicích - transekt č. 1, Postojná jeskyně, Rakousy, Sluj Českých bratří - Kalich, Třívhcodová jeskyně - Betlémské skály, jeskyně Hůsuv dóm, jeskyně Indiánské pohřebiště, jeskyně Meta Menardi, zřícenina hradu Zbyrohy","12712137, 9649136, 14118844, 15288660, 13122071, 10072869, 13116360, 13116361, 13116364, 13116365, 12712144, 13122076, 12712141, 12712143, 13116372, 11676771, 11676744, 11676745, 11676746, 11676756, 12541950, 12713104, 12541964, 12713115, 12541954, 12541970, 12713102, 9789930, 9649221, 13122067, 12256572, 9789931, 13122072, 13122075, 12712138","9496670, 5382014, 7050227, 10214470, 1337122, 6048105, 10205918, 10205922, 10205914, 10205916, 9496727, 9496725, 9496724, 9496726, 10205932, 8199706, 8199680, 8199692, 9357207, 9357219, 9357255, 9357237, 9357253, 9357311, 6048108, 5382010, 10214469, 9011184, 6048109, 10214486, 9011185, 9496719",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0510400,Barbastella barbastellus,POP_PRESENCE,ano,"2017, 2023, 2014, 2022","5156b, 5156a","Loupežnická jeskyně, Loupežnická jeskyně (Oldřichov v Hájích), Loupežnická jeskyně - Jizerské hory, NPR - Jizerskohorské bučiny - Skalní hrad, NPR - Jizerskohorské bučiny - Viničná cesta, NPR Jizerskohorské bučiny - Oldřichovský Špičák, jeskyně Mrda","10087439, 10087557, 12956785, 9120784, 9120789, 9120772, 9120775, 9120774, 12036759","8979621, 7050216, 5475621, 5475608, 5475610, 5475609, 8737081",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0510400,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,"2017, 2023, 2014, 2022","5156b, 5156a","Loupežnická jeskyně, Loupežnická jeskyně (Oldřichov v Hájích), Loupežnická jeskyně - Jizerské hory, NPR - Jizerskohorské bučiny - Skalní hrad, NPR - Jizerskohorské bučiny - Viničná cesta, NPR Jizerskohorské bučiny - Oldřichovský Špičák, jeskyně Mrda","10087439, 10087557, 12956785, 9120784, 9120789, 9120772, 9120775, 9120774, 12036759","8979621, 7050216, 5475621, 5475608, 5475610, 5475609, 8737081",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0510509,Barbastella barbastellus,POP_PRESENCE,ano,"2015, 2022",5254a,"EVL Jezevčí vrch, Heřmanice v Podještědí","9823375, 12071585, 12071597","6079045, 8791167",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0510509,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,"2015, 2022",5254a,"EVL Jezevčí vrch, Heřmanice v Podještědí","9823375, 12071585, 12071597","6079045, 8791167",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0512100,Barbastella barbastellus,POP_PRESENCE,ano,2020,5452b,Tuhanec,"11277758, 11277763, 11277764, 11278019",7652164,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0512100,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,2020,5452b,Tuhanec,"11277758, 11277763, 11277764, 11278019",7652164,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0513505,Barbastella barbastellus,POP_PRESENCE,ano,"2023, 2024","5251d, 5353a","Malá Veleň, Ptačí park Mnišské louky","12714446, 13104350","9502633, 10183121",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0513505,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,"2023, 2024","5251d, 5353a","Malá Veleň, Ptačí park Mnišské louky","12714446, 13104350","9502633, 10183121",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0513506,Barbastella barbastellus,POP_PRESENCE,ano,"2017, 2022, 2018","5354c, 5353a, 91,""5354c""","Hradčany nad Ploučnicí, Niva Ploučnice, PR Hradčanské rybníky","10076836, 10076860, 11932502, 10446426, 10446431, 10448155, 10448170, 10448207","6320063, 8563762, 1011448",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0513506,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,"2017, 2022, 2018","5354c, 5353a, 91,""5354c""","Hradčany nad Ploučnicí, Niva Ploučnice, PR Hradčanské rybníky","10076836, 10076860, 11932502, 10446426, 10446431, 10448155, 10448170, 10448207","6320063, 8563762, 1011448",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0513662,Barbastella barbastellus,POP_PRESENCE,ano,2025,5254b,Lemberk - zámek,15620572,5062991,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0513662,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,2025,5254b,Lemberk - zámek,15620572,5062991,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0513665,Barbastella barbastellus,POP_PRESENCE,ano,2022,5253c,EVL Skalice u České Lípy,12495272,1215123,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0513665,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,2022,5253c,EVL Skalice u České Lípy,12495272,1215123,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0514041,Barbastella barbastellus,POP_PRESENCE,ano,2024,5153d,Trávník u Cvikova - jeskyně Milštejn,14119028,5067780,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0514041,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,2024,5153d,Trávník u Cvikova - jeskyně Milštejn,14119028,5067780,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0514042,Barbastella barbastellus,POP_PRESENCE,ano,"2017, 2020, 2022","5453b, 5354c, 5353d, 5353c","Doksy u Máchova jezera, Hradčany nad Ploučnicí, NPR Jestřebské slatiny - Detektor4, NPR Jestřebské slatiny - Detektor6, NPR Novozámecký rybník transekt č. 2, NPR Novozámecký rybník transekt č. 6, NPR Novozámecký rybník transekt č. 8, Pecopala - Ledové jámy","10076758, 10076844, 10076849, 11246089, 11246102, 12062725, 12062713, 12062716, 10072868","6320020, 6320071, 7612635, 7612639, 8781298, 8781307, 8781312, 6315862",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0514042,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,"2017, 2020, 2022","5453b, 5354c, 5353d, 5353c","Doksy u Máchova jezera, Hradčany nad Ploučnicí, NPR Jestřebské slatiny - Detektor4, NPR Jestřebské slatiny - Detektor6, NPR Novozámecký rybník transekt č. 2, NPR Novozámecký rybník transekt č. 6, NPR Novozámecký rybník transekt č. 8, Pecopala - Ledové jámy","10076758, 10076844, 10076849, 11246089, 11246102, 12062725, 12062713, 12062716, 10072868","6320020, 6320071, 7612635, 7612639, 8781298, 8781307, 8781312, 6315862",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0514113,Barbastella barbastellus,POP_PRESENCE,ano,"2015, 2020","5457c, 5457a, 5457c","Hrubá Skála, Karlovice","9649224, 11292666, 11294942, 11303891, 11303892","5382018, 7667859",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0514113,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,"2015, 2020","5457c, 5457a, 5457c","Hrubá Skála, Karlovice","9649224, 11292666, 11294942, 11303891, 11303892","5382018, 7667859",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0514243,Barbastella barbastellus,POP_PRESENCE,ano,"2024, 2016",5454c,"Bezděz - 2. Křížová cesta, Bezděz - 5.suťová bučina","13105561, 9789971","6048115, 6048118",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0514243,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,"2024, 2016",5454c,"Bezděz - 2. Křížová cesta, Bezděz - 5.suťová bučina","13105561, 9789971","6048115, 6048118",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0514668,Barbastella barbastellus,POP_PRESENCE,ano,2019,5256c,Vápenice - Basa transekt č.1,10767955,7084159,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0514668,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,2019,5256c,Vápenice - Basa transekt č.1,10767955,7084159,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0514670,Barbastella barbastellus,POP_PRESENCE,ano,"2023, 2020","5352c, 45,""5352d"", 56,""5352d""","PR Ronov - transekt 2, PR Vlhošť 1908, PR Vlhošť- Detektor 7, zřícenina hradu Ronov","12556382, 11234805, 11234810, 11246110, 12712139","9354729, 6159559, 7612662, 9496720",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0514670,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,"2023, 2020","5352c, 45,""5352d"", 56,""5352d""","PR Ronov - transekt 2, PR Vlhošť 1908, PR Vlhošť- Detektor 7, zřícenina hradu Ronov","12556382, 11234805, 11234810, 11246110, 12712139","9354729, 6159559, 7612662, 9496720",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0520028,Barbastella barbastellus,POP_PRESENCE,ano,2013,"75,""5562c""",NPP Babiččino údolí 2404,9015057,5382379,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0520028,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,2013,"75,""5562c""",NPP Babiččino údolí 2404,9015057,5382379,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0520178,Barbastella barbastellus,POP_PRESENCE,ano,"2022, 2013",5563c,"Běloves – bunkr NS-80-Jirásek, Běloves_bunkr NS-87-Jirásek_Náchod","12494572, 8572449","7050262, 5091307",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0520178,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,"2022, 2013",5563c,"Běloves – bunkr NS-80-Jirásek, Běloves_bunkr NS-87-Jirásek_Náchod","12494572, 8572449","7050262, 5091307",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0520508,Barbastella barbastellus,POP_PRESENCE,ano,2015,"68,""5463c""",EVL Metuje a Dřevíč,9827144,6083108,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0520508,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,2015,"68,""5463c""",EVL Metuje a Dřevíč,9827144,6083108,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0520518,Barbastella barbastellus,POP_PRESENCE,ano,2022,5463d,Martínkovice,12075008,8794849,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0520518,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,2022,5463d,Martínkovice,12075008,8794849,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0520519,Barbastella barbastellus,POP_PRESENCE,ano,"2012, 2015, 2013","5462b, 73,""5462b""","Jiráskovy skály 1, Jiráskovy skály 2, NPR Adršpašsko-teplické skály 2401, Teplické skály 1","8909991, 9649153, 8917494, 8909998","5381467, 5381472, 1262315, 5381478",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0520519,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,"2012, 2015, 2013","5462b, 73,""5462b""","Jiráskovy skály 1, Jiráskovy skály 2, NPR Adršpašsko-teplické skály 2401, Teplické skály 1","8909991, 9649153, 8917494, 8909998","5381467, 5381472, 1262315, 5381478",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0520600,Barbastella barbastellus,POP_PRESENCE,ano,2015,"4,""5664d""",EVL Trčkov,9823358,6079021,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0520600,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,2015,"4,""5664d""",EVL Trčkov,9823358,6079021,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0520604,Barbastella barbastellus,POP_PRESENCE,ano,2015,"51,""5864a""",EVL Zdobnice - Říčka,9823357,6079019,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0520604,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,2015,"51,""5864a""",EVL Zdobnice - Říčka,9823357,6079019,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0523009,Barbastella barbastellus,POP_PRESENCE,ano,"2016, 2012",5863c,"EVL Zámek v Kostelci nad Orlicí, Kostelec nad Orlicí - sklep pod zámeckým skleníkem","9807754, 8519649","9892831, 5061318",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0523009,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,"2016, 2012",5863c,"EVL Zámek v Kostelci nad Orlicí, Kostelec nad Orlicí - sklep pod zámeckým skleníkem","9807754, 8519649","9892831, 5061318",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0523265,Barbastella barbastellus,POP_PRESENCE,ano,2025,5559d,PP Červená Třemešná - rybník,15476543,12797153,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0523265,Barbastella barbastellus,CELKOVE_HODNOCENI,NA,2025,5559d,PP Červená Třemešná - rybník,15476543,12797153,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
