kod_chu,DRUH,POSLEDNI_NALEZ
CZ0213787,Triturus cristatus,2017-03-01
CZ0213789,Abramis brama,2025-09-26
CZ0213789,Blicca bjoerkna,2024-10-10
CZ0213789,Bombina bombina,2025-06-01
CZ0213789,Lemna trisulca,2009-09-26
CZ0213789,Lutra lutra,2016-05-20
CZ0213789,Lycaena dispar,2021-08-21
CZ0213789,Scardinius erythrophthalmus,2025-09-26
CZ0213789,Triturus cristatus,2025-07-01
CZ0213790,Scardinius erythrophthalmus,2025-09-05
CZ0213790,Triturus cristatus,2025-09-18
CZ0213791,Bombina bombina,2025-08-04
CZ0213791,Lemna trisulca,2023-08-11
CZ0213791,Triturus cristatus,2025-08-04
CZ0213792,Barbastella barbastellus,2023-06-01
CZ0213792,Bombina bombina,2020-06-16
CZ0213792,Cucujus cinnaberinus,2025-09-09
CZ0213792,Lemna trisulca,2023-05-24
CZ0213792,Leucorrhinia pectoralis,2020-06-15
CZ0213792,Lucanus cervus,2020-07-05
CZ0213792,Lycaena dispar,2022-07-21
CZ0213792,Osmoderma barnabita,2012-06-28
CZ0213792,Rhinolophus hipposideros,2023-06-01
CZ0213792,Sanguisorba officinalis,2023-05-24
CZ0213792,Triturus cristatus,2020-04-23
CZ0213794,Bombina bombina,2011-05-14
CZ0213794,Leucorrhinia pectoralis,2023-05-25
CZ0213794,Scardinius erythrophthalmus,2025-08-27
CZ0213794,Triturus cristatus,2025-07-09
CZ0213796,Spermophilus citellus,2025-07-01
CZ0213802,Euplagia quadripunctaria,2006-08-05
CZ0213802,Hipparchia semele,2004-01-01
CZ0213802,Lucanus cervus,2004-08-28
CZ0213814,Austropotamobius torrentium,2016-09-28
CZ0213814,Cottus gobio,2023-09-03
CZ0213814,Lampetra planeri,2016-07-12
CZ0213814,Lutra lutra,2015-05-10
CZ0213814,Myotis myotis,2015-05-10
CZ0213814,Salmo trutta,2016-07-12
CZ0213817,Hipparchia semele,1995-01-01
CZ0213817,Lampetra planeri,2023-09-03
CZ0213817,Lutra lutra,2015-05-25
CZ0213817,Myotis myotis,2015-05-25
CZ0213817,Salmo trutta,2008-11-15
CZ0213818,Abramis brama,2021-07-26
CZ0213818,Austropotamobius torrentium,2016-11-25
CZ0213818,Hipparchia semele,1995-01-01
CZ0213818,Lampetra planeri,2023-09-03
CZ0213818,Lutra lutra,2017-08-17
CZ0213818,Myotis myotis,2017-08-15
CZ0213818,Salmo trutta,2021-07-26
CZ0213818,Scardinius erythrophthalmus,2021-07-26
CZ0213822,Bombina variegata,2025-08-03
CZ0213822,Scardinius erythrophthalmus,2016-11-10
CZ0213822,Triturus cristatus,2025-08-03
CZ0214002,Adenophora liliifolia,2024-07-22
CZ0214002,Austropotamobius torrentium,2024-09-22
CZ0214002,Barbastella barbastellus,2020-08-24
CZ0214002,Dracocephalum austriacum,2025-05-05
CZ0214002,Euplagia quadripunctaria,2021-08-11
CZ0214002,Hipparchia semele,2009-08-01
CZ0214002,Lucanus cervus,2025-10-11
CZ0214002,Lutra lutra,2016-10-16
CZ0214002,Myotis alcathoe/emarginatus,2020-07-15
CZ0214002,Myotis myotis,2020-07-15
CZ0214002,Rhinolophus hipposideros,2018-09-27
CZ0214002,Salmo trutta,2022-11-05
CZ0214002,Sanguisorba officinalis,2018-09-14
CZ0214003,Adenophora liliifolia,2024-07-22
CZ0214003,Barbastella barbastellus,2026-01-20
CZ0214003,Dracocephalum austriacum,2023-05-22
CZ0214003,Euplagia quadripunctaria,2023-07-16
CZ0214003,Hipparchia semele,2010-07-20
CZ0214003,Lucanus cervus,2024-04-01
CZ0214003,Myotis emarginatus,2026-01-20
CZ0214003,Myotis myotis,2026-01-31
CZ0214003,Myotis sp.,2007-02-07
CZ0214003,Rhinolophus ferrumequinum,2024-01-30
CZ0214003,Rhinolophus hipposideros,2026-01-20
CZ0214003,Sanguisorba officinalis,2001-07-09
CZ0214003,Spermophilus citellus,2000-01-01
CZ0214004,Abramis brama,2019-04-25
CZ0214004,Ameiurus nebulosus,2004-01-01
CZ0214004,Blicca bjoerkna,2004-01-01
CZ0214004,Castor fiber,2024-10-27
CZ0214004,Leuciscus aspius,2019-04-08
CZ0214004,Lucanus cervus,2012-05-29
CZ0214004,Ophiogomphus cecilia,2012-08-20
CZ0214004,Phengaris nausithous,2023-07-28
CZ0214004,Phengaris teleius,2023-07-28
CZ0214004,Salmo trutta,2004-01-01
CZ0214004,Sanguisorba officinalis,2022-07-29
CZ0214004,Scardinius erythrophthalmus,2004-01-01
CZ0214005,Euplagia quadripunctaria,2013-01-01
CZ0214005,Phengaris nausithous,2020-07-29
CZ0214005,Phengaris teleius,2024-07-25
CZ0214005,Rumex sp.,2021-09-09
CZ0214005,Salmo trutta,2016-11-30
CZ0214005,Sanguisorba officinalis,2023-09-18
CZ0214005,Scardinius erythrophthalmus,2025-05-11
CZ0214005,Succisa pratensis,2023-08-16
CZ0214005,Vertigo angustior,2007-08-16
CZ0214006,Barbastella barbastellus,2021-12-28
CZ0214006,Canis lupus,2023-09-22
CZ0214006,Cucujus cinnaberinus,2025-05-02
CZ0214006,Epidalea calamita,2019-06-17
CZ0214006,Euplagia quadripunctaria,2021-08-09
CZ0214006,Hipparchia semele,1995-01-01
CZ0214006,Lucanus cervus,2024-06-25
CZ0214006,Lycaena dispar,2022-06-08
CZ0214006,Myotis alcathoe/emarginatus,2019-07-24
CZ0214006,Myotis bechsteinii,2024-06-11
CZ0214006,Myotis myotis,2019-07-24
CZ0214006,Myotis sp.,2019-07-24
CZ0214006,Succisa pratensis,2022-07-27
CZ0214006,Triturus cristatus,2025-07-18
CZ0214007,Abramis brama,2004-01-01
CZ0214007,Ameiurus nebulosus,2004-01-01
CZ0214007,Anisus vorticulus,2025-08-03
CZ0214007,Blicca bjoerkna,2014-09-16
CZ0214007,Cucujus cinnaberinus,2022-07-20
CZ0214007,Lemna trisulca,2021-07-16
CZ0214007,Leuciscus aspius,2004-01-01
CZ0214007,Lucanus cervus,2023-06-28
CZ0214007,Misgurnus fossilis,2014-09-16
CZ0214007,Myotis alcathoe/emarginatus,2023-08-01
CZ0214007,Myotis sp.,2023-08-01
CZ0214007,Osmoderma barnabita,2019-12-04
CZ0214007,Phengaris nausithous,2019-07-09
CZ0214007,Phengaris teleius,2017-07-16
CZ0214007,Rhodeus amarus,2004-01-01
CZ0214007,Sanguisorba officinalis,2024-06-24
CZ0214007,Scardinius erythrophthalmus,2024-10-16
CZ0214007,Triturus cristatus,2025-08-16
CZ0214007,Vertigo angustior,2010-02-28
CZ0214008,Abramis brama,2020-08-17
CZ0214008,Austropotamobius torrentium,2024-09-22
CZ0214008,Barbastella barbastellus,2011-12-21
CZ0214008,Blicca bjoerkna,2007-01-01
CZ0214008,Bombina variegata,2002-05-27
CZ0214008,Cerambyx cerdo,2024-07-09
CZ0214008,Cottus gobio,2024-07-11
CZ0214008,Euplagia quadripunctaria,2024-07-31
CZ0214008,Lampetra planeri,2024-07-11
CZ0214008,Lemna trisulca,2009-06-25
CZ0214008,Leuciscus aspius,2020-08-17
CZ0214008,Limoniscus violaceus,2009-06-23
CZ0214008,Lucanus cervus,2025-08-07
CZ0214008,Lutra lutra,2024-04-01
CZ0214008,Myotis bechsteinii,2011-12-21
CZ0214008,Myotis myotis,2012-06-21
CZ0214008,Osmoderma barnabita,2024-07-31
CZ0214008,Phengaris nausithous,2003-06-21
CZ0214008,Rumex sp.,2015-07-16
CZ0214008,Salmo trutta,2015-07-21
CZ0214008,Sanguisorba officinalis,2011-09-29
CZ0214008,Scardinius erythrophthalmus,2024-10-21
CZ0214008,Spermophilus citellus,2002-01-01
CZ0214008,Triturus cristatus,2006-07-11
CZ0214008,Unio crassus,2024-08-29
CZ0214009,Abramis brama,2012-07-23
CZ0214009,Ameiurus nebulosus,2012-07-23
CZ0214009,Blicca bjoerkna,2012-07-23
CZ0214009,Bombina bombina,2025-08-28
CZ0214009,Castor fiber,2025-08-04
CZ0214009,Cucujus cinnaberinus,2025-11-04
CZ0214009,Euphydryas maturna,2023-06-15
CZ0214009,Lampetra planeri,1900-01-01
CZ0214009,Lemna trisulca,2025-08-04
CZ0214009,Leuciscus aspius,2012-07-23
CZ0214009,Lucanus cervus,2024-06-06
CZ0214009,Lutra lutra,2025-04-02
CZ0214009,Lycaena dispar,2021-08-30
CZ0214009,Misgurnus fossilis,2004-01-01
CZ0214009,Osmoderma barnabita,2021-01-01
CZ0214009,Phengaris nausithous,2021-08-04
CZ0214009,Phengaris teleius,2021-08-04
CZ0214009,Rhodeus amarus,2012-07-23
CZ0214009,Rumex sp.,2016-04-14
CZ0214009,Sanguisorba officinalis,2021-08-04
CZ0214009,Scardinius erythrophthalmus,2014-03-27
CZ0214009,Succisa pratensis,2015-07-07
CZ0214009,Triturus cristatus,2025-08-27
CZ0214010,Adenophora liliifolia,2008-01-01
CZ0214010,Cypripedium calceolus,2024-05-23
CZ0214010,Euphydryas maturna,2025-06-12
CZ0214010,Lucanus cervus,2025-08-27
CZ0214010,Lycaena dispar,2024-05-26
CZ0214010,Phengaris teleius,2000-01-01
CZ0214010,Sanguisorba officinalis,2019-07-16
CZ0214010,Succisa pratensis,2019-07-16
CZ0214011,Austropotamobius torrentium,2025-10-01
CZ0214011,Barbastella barbastellus,2024-12-30
CZ0214011,Bombina variegata,2021-08-03
CZ0214011,Buxbaumia viridis,2024-10-19
CZ0214011,Castor fiber,2026-01-15
CZ0214011,Cerambyx cerdo,2025-09-07
CZ0214011,Cottus gobio,2022-11-05
CZ0214011,Dicranum viride,2021-11-23
CZ0214011,Euplagia quadripunctaria,2024-07-15
CZ0214011,Limoniscus violaceus,2025-11-22
CZ0214011,Lucanus cervus,2025-11-22
CZ0214011,Lutra lutra,2021-02-19
CZ0214011,Lynx lynx,2010-01-01
CZ0214011,Myotis bechsteinii,2015-07-01
CZ0214011,Myotis myotis,2015-07-01
CZ0214011,Myotis sp.,2012-01-29
CZ0214011,Rumex sp.,2007-07-02
CZ0214011,Salmo trutta,2022-11-05
CZ0214011,Sanguisorba officinalis,2024-10-11
CZ0214011,Scardinius erythrophthalmus,2006-01-01
CZ0214012,Barbastella barbastellus,2021-09-09
CZ0214012,Canis lupus,2022-10-20
CZ0214012,Cucujus cinnaberinus,2021-07-12
CZ0214012,Myotis alcathoe/emarginatus,2021-06-14
CZ0214012,Myotis bechsteinii,2015-08-22
CZ0214012,Myotis emarginatus,2018-01-14
CZ0214012,Myotis myotis,2023-01-06
CZ0214012,Myotis sp.,2025-01-16
CZ0214012,Rhinolophus hipposideros,2025-01-16
CZ0214012,Trichomanes speciosum,2022-07-23
CZ0214013,Abramis brama,2024-11-09
CZ0214013,Ameiurus nebulosus,2024-10-22
CZ0214013,Barbastella barbastellus,2025-01-28
CZ0214013,Blicca bjoerkna,2022-08-30
CZ0214013,Canis lupus,2026-01-19
CZ0214013,Castor fiber,2025-11-20
CZ0214013,Cobitis elongatoides,2017-09-26
CZ0214013,Cobitis sp.,2024-12-04
CZ0214013,Cottus gobio,2014-09-23
CZ0214013,Cucujus cinnaberinus,2025-06-19
CZ0214013,Cypripedium calceolus,2025-05-28
CZ0214013,Euplagia quadripunctaria,2023-08-10
CZ0214013,Hamatocaulis vernicosus,2001-01-01
CZ0214013,Lampetra planeri,2014-09-23
CZ0214013,Lemna trisulca,2023-05-21
CZ0214013,Leuciscus aspius,2021-11-20
CZ0214013,Leucorrhinia pectoralis,2022-05-26
CZ0214013,Lucanus cervus,2021-08-10
CZ0214013,Lutra lutra,2024-12-31
CZ0214013,Lycaena dispar,2019-08-17
CZ0214013,Lynx lynx,2004-04-01
CZ0214013,Misgurnus fossilis,2023-09-10
CZ0214013,Myotis alcathoe/emarginatus,2019-07-26
CZ0214013,Myotis emarginatus,2020-01-29
CZ0214013,Myotis myotis,2026-01-12
CZ0214013,Myotis sp.,2025-02-01
CZ0214013,Ophiogomphus cecilia,2018-06-27
CZ0214013,Phengaris nausithous,2023-07-21
CZ0214013,Phengaris teleius,2023-07-21
CZ0214013,Rhinolophus hipposideros,2026-01-23
CZ0214013,Rhodeus amarus,2024-12-04
CZ0214013,Rumex sp.,2012-08-26
CZ0214013,Salmo trutta,2023-09-22
CZ0214013,Sanguisorba officinalis,2023-07-24
CZ0214013,Scardinius erythrophthalmus,2024-11-09
CZ0214013,Succisa pratensis,2023-07-24
CZ0214013,Trichomanes speciosum,2026-01-14
CZ0214013,Vertigo angustior,2024-08-07
CZ0214013,Vertigo moulinsiana,2025-10-21
CZ0214014,Bombina bombina,2025-07-31
CZ0214014,Coleanthus subtilis,2024-03-18
CZ0214014,Leucorrhinia pectoralis,2024-06-28
CZ0214014,Lycaena dispar,2023-06-20
CZ0214014,Sanguisorba officinalis,2013-05-17
CZ0214014,Scardinius erythrophthalmus,2025-05-25
CZ0214014,Succisa pratensis,2025-07-31
CZ0214014,Triturus cristatus,2025-08-01
CZ0214014,Vertigo angustior,2023-10-25
CZ0214015,Bombina variegata,2024-06-29
CZ0214015,Castor fiber,2025-03-13
CZ0214015,Dicranum viride,2020-01-01
CZ0214015,Euplagia quadripunctaria,2022-08-14
CZ0214015,Lucanus cervus,2023-06-06
CZ0214015,Myotis bechsteinii,2008-09-03
CZ0214015,Salmo trutta,2000-01-01
CZ0214015,Sanguisorba officinalis,2015-03-01
CZ0214015,Scardinius erythrophthalmus,2020-12-11
CZ0214015,Triturus cristatus,2011-04-21
CZ0214016,Abramis brama,2015-04-11
CZ0214016,Barbastella barbastellus,2025-02-27
CZ0214016,Blicca bjoerkna,2010-01-01
CZ0214016,Leuciscus aspius,2023-08-28
CZ0214016,Lutra lutra,2018-11-14
CZ0214016,Minuartia smejkalii,2025-07-14
CZ0214016,Myotis myotis,2025-02-27
CZ0214016,Myotis sp.,2016-02-02
CZ0214016,Salmo trutta,2004-01-01
CZ0214016,Scardinius erythrophthalmus,2010-01-01
CZ0214016,Unio crassus,2025-08-24
CZ0214017,Abramis brama,2021-02-18
CZ0214017,Adenophora liliifolia,2024-07-22
CZ0214017,Austropotamobius torrentium,2004-07-14
CZ0214017,Barbastella barbastellus,2026-01-25
CZ0214017,Blicca bjoerkna,2018-08-24
CZ0214017,Buxbaumia viridis,2014-03-01
CZ0214017,Canis lupus,2023-05-15
CZ0214017,Castor fiber,2026-02-19
CZ0214017,Chamaecytisus sp.,2007-07-18
CZ0214017,Chazara briseis,2005-01-01
CZ0214017,Cottus gobio,2023-08-17
CZ0214017,Cucujus cinnaberinus,2025-12-29
CZ0214017,Cypripedium calceolus,2024-05-13
CZ0214017,Dianthus lumnitzeri,2020-05-26
CZ0214017,Dracocephalum austriacum,2025-05-12
CZ0214017,Euplagia quadripunctaria,2025-08-16
CZ0214017,Hipparchia semele,2016-08-20
CZ0214017,Lemna trisulca,2013-05-02
CZ0214017,Leuciscus aspius,2011-09-01
CZ0214017,Lucanus cervus,2025-07-14
CZ0214017,Lutra lutra,2026-01-19
CZ0214017,Lycaena dispar,2025-08-20
CZ0214017,Myotis alcathoe/emarginatus,2020-08-20
CZ0214017,Myotis bechsteinii,2020-07-15
CZ0214017,Myotis emarginatus,2026-01-31
CZ0214017,Myotis myotis,2026-01-31
CZ0214017,Myotis sp.,2025-07-14
CZ0214017,Phengaris nausithous,2024-07-25
CZ0214017,Rhinolophus hipposideros,2026-01-31
CZ0214017,Rhodeus amarus,2012-09-14
CZ0214017,Rumex sp.,2022-05-08
CZ0214017,Salmo trutta,2023-08-17
CZ0214017,Sanguisorba officinalis,2022-06-08
CZ0214017,Scardinius erythrophthalmus,2013-06-27
CZ0214017,Triturus cristatus,2025-06-24
CZ0214017,Unio crassus,2003-06-14
CZ0214025,Barbastella barbastellus,2015-07-01
CZ0214025,Bombina bombina,2022-07-20
CZ0214025,Euplagia quadripunctaria,2021-07-11
CZ0214025,Lemna trisulca,2008-07-19
CZ0214025,Lutra lutra,2016-01-28
CZ0214025,Myotis emarginatus,2015-07-01
CZ0214025,Sanguisorba officinalis,2019-09-24
CZ0214025,Trichomanes speciosum,2019-09-24
CZ0214037,Chazara briseis,2003-07-27
CZ0214037,Euplagia quadripunctaria,2020-07-31
CZ0214037,Hipparchia semele,2013-08-14
CZ0214037,Lucanus cervus,2019-06-02
CZ0214037,Myotis emarginatus,2019-08-27
CZ0214037,Myotis myotis,2019-09-20
CZ0214037,Myotis sp.,2008-01-29
CZ0214037,Rhinolophus hipposideros,2012-05-20
CZ0214039,Austropotamobius torrentium,2025-10-14
CZ0214039,Cottus gobio,2022-11-24
CZ0214039,Lutra lutra,2000-12-22
CZ0214039,Rumex sp.,2016-07-07
CZ0214039,Salmo trutta,2020-09-02
CZ0214040,Hipparchia semele,1995-01-01
CZ0214040,Phengaris nausithous,2021-08-03
CZ0214040,Phengaris teleius,2021-08-03
CZ0214040,Sanguisorba officinalis,2010-05-29
CZ0214041,Austropotamobius torrentium,2016-09-14
CZ0214041,Cottus gobio,2018-10-05
CZ0214041,Lampetra planeri,2023-09-03
CZ0214041,Lutra lutra,2016-12-02
CZ0214041,Osmoderma barnabita,2020-07-24
CZ0214041,Rumex sp.,2011-08-22
CZ0214041,Salmo trutta,2018-10-06
CZ0214041,Sanguisorba officinalis,2017-06-08
CZ0214041,Succisa pratensis,2023-06-12
CZ0214042,Austropotamobius torrentium,2025-09-17
CZ0214042,Barbastella barbastellus,2017-07-11
CZ0214042,Canis lupus,2025-03-11
CZ0214042,Castor fiber,2025-09-17
CZ0214042,Cottus gobio,2020-06-17
CZ0214042,Lampetra planeri,2000-01-01
CZ0214042,Lutra lutra,2023-11-08
CZ0214042,Lynx lynx,2011-02-20
CZ0214042,Myotis myotis,2016-09-10
CZ0214042,Myotis sp.,2017-09-15
CZ0214042,Phengaris teleius,2023-07-07
CZ0214042,Rhinolophus hipposideros,2021-01-08
CZ0214042,Salmo trutta,2019-11-22
CZ0214042,Sanguisorba officinalis,2019-05-02
CZ0214042,Scardinius erythrophthalmus,2016-07-06
CZ0214042,Succisa pratensis,2014-06-22
CZ0214042,Triturus cristatus,2025-07-22
CZ0214043,Euplagia quadripunctaria,2020-08-09
CZ0214043,Lemna trisulca,2020-04-16
CZ0214043,Ligularia sibirica,2024-07-31
CZ0214043,Salmo trutta,2023-09-22
CZ0214043,Sanguisorba officinalis,2020-04-16
CZ0214043,Succisa pratensis,2012-08-20
CZ0214043,Vertigo moulinsiana,2015-09-30
CZ0214044,Cucujus cinnaberinus,2022-07-13
CZ0214044,Euplagia quadripunctaria,2021-08-06
CZ0214044,Lemna trisulca,2001-10-11
CZ0214044,Phengaris nausithous,2023-07-14
CZ0214044,Phengaris teleius,2023-07-14
CZ0214044,Sanguisorba officinalis,2021-06-14
CZ0214044,Succisa pratensis,2002-06-05
CZ0214045,Hamatocaulis vernicosus,2021-07-21
CZ0214045,Lampetra planeri,2004-01-01
CZ0214045,Lemna trisulca,2009-06-22
CZ0214045,Leuciscus aspius,2004-01-01
CZ0214045,Leucorrhinia pectoralis,2024-05-23
CZ0214045,Misgurnus fossilis,2015-03-21
CZ0214045,Rumex sp.,2019-05-01
CZ0214045,Salmo trutta,2015-03-21
CZ0214045,Scardinius erythrophthalmus,2024-03-08
CZ0214045,Triturus cristatus,2001-08-15
CZ0214045,Vertigo angustior,2019-05-08
CZ0214046,Coleanthus subtilis,2023-08-11
CZ0214047,Hipparchia semele,1995-01-01
CZ0214049,Jurinea cyanoides,2025-11-28
CZ0214050,Abramis brama,2018-10-17
CZ0214050,Adenophora liliifolia,2024-07-24
CZ0214050,Anisus vorticulus,2017-10-12
CZ0214050,Anodonta sp.,2018-08-03
CZ0214050,Barbastella barbastellus,2023-08-08
CZ0214050,Blicca bjoerkna,2018-10-17
CZ0214050,Bombina bombina,2025-07-09
CZ0214050,Euphydryas maturna,2007-06-09
CZ0214050,Hamatocaulis vernicosus,2001-01-01
CZ0214050,Leuciscus aspius,2018-10-17
CZ0214050,Leucorrhinia pectoralis,2003-06-03
CZ0214050,Lucanus cervus,2023-06-21
CZ0214050,Lutra lutra,2024-04-28
CZ0214050,Lycaena dispar,2021-06-05
CZ0214050,Misgurnus fossilis,2025-05-11
CZ0214050,Myotis bechsteinii,2012-07-28
CZ0214050,Myotis myotis,2023-08-08
CZ0214050,Phengaris nausithous,2022-07-21
CZ0214050,Phengaris teleius,2022-07-21
CZ0214050,Rhodeus amarus,2025-06-11
CZ0214050,Rumex sp.,2022-07-25
CZ0214050,Sanguisorba officinalis,2022-07-25
CZ0214050,Scardinius erythrophthalmus,2023-08-19
CZ0214050,Spermophilus citellus,2000-09-28
CZ0214050,Succisa pratensis,2022-06-17
CZ0214050,Triturus cristatus,2025-07-09
CZ0214050,Vertigo angustior,2025-08-03
CZ0310001,Dicranum viride,2024-09-28
CZ0310001,Ophiogomphus cecilia,2015-06-17
CZ0310001,Osmoderma barnabita,2019-01-01
CZ0310008,Leucorrhinia pectoralis,2019-05-24
CZ0310008,Triturus cristatus,2019-05-17
CZ0310009,Leucorrhinia pectoralis,2019-05-29
CZ0310009,Succisa pratensis,2019-06-14
CZ0310009,Triturus cristatus,2019-08-20
CZ0310010,Bombina bombina,2023-05-19
CZ0310010,Lemna trisulca,2025-05-05
CZ0310010,Misgurnus fossilis,2024-09-11
CZ0310010,Phengaris teleius,2025-07-07
CZ0310010,Sanguisorba officinalis,2025-05-05
CZ0310010,Succisa pratensis,2019-06-21
CZ0310014,Barbastella barbastellus,2015-05-15
CZ0310014,Lynx lynx,2000-01-01
CZ0310014,Myotis myotis,2015-05-15
CZ0310014,Phengaris nausithous,1995-01-01
CZ0310017,Canis lupus,2023-09-04
CZ0310017,Carabus menetriesi pacholei,2019-08-30
CZ0310017,Castor fiber,2024-02-23
CZ0310017,Hamatocaulis vernicosus,2021-09-06
CZ0310017,Lutra lutra,2016-11-04
CZ0310017,Lynx lynx,2013-10-05
CZ0310017,Phengaris nausithous,2020-07-21
CZ0310017,Phengaris teleius,2016-07-17
CZ0310017,Salmo trutta,2023-09-26
CZ0310017,Succisa pratensis,2019-05-04
CZ0310017,Vertigo geyeri,2025-07-12
CZ0310019,Bombina bombina,2025-06-19
CZ0310019,Coleanthus subtilis,2018-05-25
CZ0310019,Lutra lutra,2025-09-13
CZ0310019,Sanguisorba officinalis,2019-04-20
CZ0310019,Succisa pratensis,2019-04-20
CZ0310019,Triturus cristatus,2019-06-01
CZ0310020,Barbastella barbastellus,2019-10-12
CZ0310020,Lutra lutra,2004-01-01
CZ0310020,Lynx lynx,2016-12-05
CZ0310022,Myotis myotis,2015-05-17
CZ0310032,Barbastella barbastellus,2015-08-25
CZ0310032,Cottus gobio,2004-01-01
CZ0310032,Lutra lutra,2004-05-08
CZ0310032,Lynx lynx,2006-01-01
CZ0310032,Salmo trutta,2004-01-01
CZ0310033,Abramis brama,2004-01-01
CZ0310033,Blicca bjoerkna,2009-06-28
CZ0310033,Dicranum viride,2024-10-08
CZ0310033,Leuciscus aspius,2004-01-01
CZ0310033,Salmo trutta,2009-06-28
CZ0310033,Sanguisorba officinalis,2019-06-10
CZ0310035,Abramis brama,2004-01-01
CZ0310035,Blicca bjoerkna,2004-01-01
CZ0310035,Castor fiber,2024-12-29
CZ0310035,Cottus gobio,2019-10-25
CZ0310035,Lampetra planeri,2019-10-25
CZ0310035,Lutra lutra,2022-05-05
CZ0310035,Lynx lynx,2025-12-06
CZ0310035,Ophiogomphus cecilia,2019-05-27
CZ0310035,Salmo trutta,2004-01-01
CZ0310035,Sanguisorba officinalis,2012-07-17
CZ0310057,Canis lupus,2025-04-15
CZ0310057,Carabus menetriesi pacholei,2019-07-06
CZ0310057,Castor fiber,2025-10-22
CZ0310057,Hamatocaulis vernicosus,2001-01-01
CZ0310057,Phengaris nausithous,2024-07-09
CZ0310057,Salmo trutta,2023-09-02
CZ0310057,Sanguisorba officinalis,2019-04-01
CZ0310057,Succisa pratensis,2007-06-20
CZ0310063,Sanguisorba officinalis,2025-06-09
CZ0310073,Leucorrhinia pectoralis,2001-05-22
CZ0310073,Lutra lutra,2017-07-20
CZ0310074,Abramis brama,2019-10-22
CZ0310074,Ameiurus nebulosus,2019-10-22
CZ0310074,Coleanthus subtilis,2023-06-06
CZ0310074,Lutra lutra,2014-03-29
CZ0310074,Scardinius erythrophthalmus,2019-10-22
CZ0310080,Bombina bombina,2019-05-10
CZ0310080,Hamatocaulis vernicosus,2001-01-01
CZ0310080,Sanguisorba officinalis,2019-04-30
CZ0310080,Scardinius erythrophthalmus,2025-08-25
CZ0310080,Succisa pratensis,2019-04-30
CZ0310080,Triturus cristatus,2019-05-10
CZ0310084,Bombina bombina,2023-05-09
CZ0310084,Triturus cristatus,2023-05-09
CZ0310163,Barbastella barbastellus,2015-06-27
CZ0310163,Canis lupus,2025-03-08
CZ0310163,Cottus gobio,2015-08-24
CZ0310163,Dicranum viride,2019-11-19
CZ0310163,Lutra lutra,2017-02-18
CZ0310163,Lynx lynx,2025-02-14
CZ0310163,Myotis bechsteinii,2015-06-27
CZ0310163,Myotis myotis,2015-06-27
CZ0310163,Salmo trutta,2015-08-24
CZ0310605,Canis lupus,2018-02-14
CZ0310605,Leucorrhinia pectoralis,2013-10-01
CZ0310605,Lutra lutra,2005-01-01
CZ0310605,Ophiogomphus cecilia,2013-10-01
CZ0310610,Barbastella barbastellus,2005-01-01
CZ0310610,Leucorrhinia pectoralis,2000-01-01
CZ0310610,Lynx lynx,2006-01-08
CZ0310610,Myotis myotis,2005-01-01
CZ0310610,Ophiogomphus cecilia,2015-07-11
CZ0310611,Canis lupus,2019-04-12
CZ0310611,Leucorrhinia pectoralis,2019-05-01
CZ0310611,Ophiogomphus cecilia,2021-09-06
CZ0310618,Bombina bombina,2025-07-18
CZ0310618,Lemna trisulca,2019-07-21
CZ0310629,Bombina bombina,2021-08-17
CZ0310629,Triturus cristatus,2021-08-17
CZ0310630,Bombina bombina,2012-06-07
CZ0310630,Leucorrhinia pectoralis,2019-05-29
CZ0310630,Triturus cristatus,2018-04-06
CZ0312030,Gentianella praecox subsp. bohemica,2024-09-04
CZ0312030,Sanguisorba officinalis,2013-05-05
CZ0312030,Succisa pratensis,2013-05-05
CZ0312032,Gentianella praecox subsp. bohemica,2025-08-18
CZ0312032,Succisa pratensis,2025-08-18
CZ0312033,Gentianella praecox subsp. bohemica,2024-04-13
CZ0312033,Succisa pratensis,2013-05-03
CZ0312034,Gentianella amarella,2002-04-01
CZ0312034,Gentianella praecox subsp. bohemica,2024-09-05
CZ0312036,Gentianella praecox subsp. bohemica,2023-08-31
CZ0312038,Bombina bombina,2025-04-29
CZ0312038,Coleanthus subtilis,2023-07-04
CZ0312038,Leucorrhinia pectoralis,2015-06-25
CZ0312038,Lutra lutra,2015-08-29
CZ0312038,Myotis myotis,2015-08-29
CZ0312040,Bombina bombina,2025-06-13
CZ0312040,Coleanthus subtilis,2021-04-28
