kod_chu,DRUH,KOD_LOKAL,POLE,HODNOCENE_OBDOBI_OD,HODNOCENE_OBDOBI_DO
CZ0214013,Barbastella barbastellus,Jestřebice u Kokořína,5553a,2017-07-29,2017-09-27
CZ0214013,Barbastella barbastellus,Jestřebice u Kokořína,5553b,2002-01-11,2002-01-11
CZ0214013,Barbastella barbastellus,Jestřebice u Kokořína,5553c,2002-02-22,2017-07-29
CZ0214013,Barbastella barbastellus,"Jestřebice, sklep u chalup na Hlučově",5553b,2009-02-24,2009-02-24
CZ0214013,Barbastella barbastellus,Klemperka,5553c,2009-01-06,2009-01-06
CZ0214013,Barbastella barbastellus,Kokořín,5553d,2018-06-07,2018-06-07
CZ0214013,Barbastella barbastellus,Mšeno,5553b,2017-07-29,2018-09-20
CZ0214013,Barbastella barbastellus,Mšeno,5553d,2018-09-20,2018-09-20
CZ0214013,Barbastella barbastellus,Nebužely,5553c,2018-10-11,2018-10-11
CZ0214013,Barbastella barbastellus,Olešno,5553b,2018-09-18,2018-09-18
CZ0214013,Barbastella barbastellus,PR Kokořínsko,5553a,2017-06-18,2017-06-18
CZ0214013,Barbastella barbastellus,PR Kokořínsko,5553b,2017-06-18,2017-06-18
CZ0214013,Barbastella barbastellus,PR Kokořínský důl,5553c,2017-06-18,2017-06-18
CZ0214013,Barbastella barbastellus,Sedlec u Mšena,5553b,2018-05-24,2018-05-24
CZ0214013,Barbastella barbastellus,Sedlec u Mšena,5553d,2018-09-20,2018-09-20
CZ0214013,Barbastella barbastellus,Střemy,5653a,2018-07-24,2018-07-24
CZ0214013,Barbastella barbastellus,Truskavna,5553c,2002-01-11,2002-01-11
CZ0214013,Barbastella barbastellus,Vidim - sklep bývalého pivovaru,5553a,2023-02-03,2023-02-03
CZ0214013,Barbastella barbastellus,Vojtěchov – pivovarský sklep,5553b,2018-01-19,2025-01-28
CZ0214013,Barbastella barbastellus,Zakšín,5552b,2021-05-31,2021-09-28
CZ0214013,Barbastella barbastellus,Zakšín,5553a,2021-07-12,2021-07-12
CZ0214013,Barbastella barbastellus,jeskyně Klemperka,5553c,2003-09-13,2018-08-18
CZ0214013,Barbastella barbastellus,skalní mlýn Hlučov,5553b,2006-11-28,2006-11-28
CZ0214013,Barbastella barbastellus,sklepy zbořeniště Kluk,5453c,2009-01-08,2010-01-07
CZ0214013,Barbastella barbastellus,spodní místnost jeskyně Klemperka,5553c,2008-01-08,2010-02-09
CZ0214013,Barbastella barbastellus,Šemanovice,5553a,2017-07-29,2017-07-29
CZ0214013,Barbastella barbastellus,Želízy,5552d,2018-07-22,2018-10-10
CZ0214013,Blicca bjoerkna,CZ0214013,"54,""5653c""",2004-01-01,2004-01-01
CZ0214013,Blicca bjoerkna,CZ0214013,5453c,2017-09-28,2017-09-28
CZ0214013,Blicca bjoerkna,CZ0214013,5553c,2017-09-28,2017-09-28
CZ0214013,Blicca bjoerkna,CZ0214013,5653a,2017-09-28,2022-08-30
CZ0214013,Canis lupus,CZ0214013,5453c,2017-08-12,2022-12-15
CZ0214013,Canis lupus,CZ0214013,5453d,2020-11-08,2023-03-24
CZ0214013,Canis lupus,CZ0214013,5552b,2021-01-15,2021-01-15
CZ0214013,Canis lupus,CZ0214013,5553a,2018-09-27,2022-11-24
CZ0214013,Canis lupus,CZ0214013,5553b,2017-04-23,2026-01-19
CZ0214013,Canis lupus,CZ0214013,5553c,2018-03-25,2023-01-19
CZ0214013,Canis lupus,CZ0214013,5554a,2025-12-26,2025-12-26
CZ0214013,Canis lupus,CZ0214013,5653a,2022-08-16,2022-08-16
CZ0214013,Canis lupus,CZ0214013,"61,""5554a""",2024-08-06,2025-04-28
CZ0214013,Canis lupus,CZ0214013,"78,""5553a""",2025-02-14,2025-02-15
CZ0214013,Canis lupus,CZ0214013,"91,""5553b""",2024-05-08,2025-04-14
CZ0214013,Castor fiber,CZ0214013,5453c,2023-11-21,2025-03-12
CZ0214013,Castor fiber,CZ0214013,5552b,2025-11-20,2025-11-20
CZ0214013,Castor fiber,CZ0214013,5552d,2023-04-20,2023-04-20
CZ0214013,Cobitis elongatoides,CZ0214013,5553c,2017-09-26,2017-09-26
CZ0214013,Cobitis sp.,CZ0214013,5553b,2017-09-28,2017-09-28
CZ0214013,Cobitis sp.,CZ0214013,5553c,2003-04-10,2023-09-22
CZ0214013,Cobitis sp.,CZ0214013,5653a,2002-11-23,2024-12-04
CZ0214013,Cobitis sp.,CZ0214013,5653c,2012-08-17,2012-08-17
CZ0214013,Cobitis sp.,KOK_COB_001_Kokořínsko,5653a,2023-08-30,2023-08-30
CZ0214013,Cobitis sp.,KOK_COB_002_Kokořínsko,5653a,2022-08-30,2022-08-30
CZ0214013,Cobitis sp.,KOK_COB_003_Kokořínsko,5653a,2019-10-08,2023-08-30
CZ0214013,Cobitis sp.,KOK_COB_004_Kokořínsko,5553c,2019-10-10,2023-08-30
CZ0214013,Cobitis sp.,KOK_COB_005_Kokořínsko,5553c,2023-08-30,2023-08-30
CZ0214013,Cobitis sp.,KOK_COB_006_Kokořínsko,5553c,2023-08-30,2023-08-30
CZ0214013,Cottus gobio,CZ0214013,5653c,2014-09-23,2014-09-23
CZ0214013,Cucujus cinnaberinus,CZ0214013,5453c,2023-04-22,2025-06-19
CZ0214013,Cucujus cinnaberinus,CZ0214013,5553b,2021-11-13,2021-11-13
CZ0214013,Cypripedium calceolus,CC75,5553c,2005-05-25,2005-05-25
CZ0214013,Cypripedium calceolus,Ccal074,5553c,2023-06-01,2024-06-07
CZ0214013,Cypripedium calceolus,Ccal075,5553c,2023-06-01,2023-06-01
CZ0214013,Cypripedium calceolus,"Hluboký důl, severně Nových tupadel","53,""5553c""",2021-05-20,2021-05-20
CZ0214013,Cypripedium calceolus,Nové Tupadly (Ccal75),5553c,2002-06-01,2002-06-01
CZ0214013,Cypripedium calceolus,Občina,5553c,2010-05-27,2025-05-28
CZ0214013,Cypripedium calceolus,Občina (Ccal74),5553c,2002-01-01,2002-01-01
CZ0214013,Cypripedium calceolus,"Sitné, U Háječku",5552d,2019-05-23,2019-05-23
CZ0214013,Cypripedium calceolus,Truskavenský důl - Občina,5553c,2021-05-21,2021-05-21
CZ0214013,Cypripedium calceolus,Tupadly,5553c,2010-05-27,2022-05-26
CZ0214013,Cypripedium calceolus,a0267kk_024418_428_T3.4D,5553c,2002-05-15,2002-05-15
CZ0214013,Euplagia quadripunctaria,5552d3,5552d,2021-08-10,2021-08-10
CZ0214013,Euplagia quadripunctaria,5553a5,"9,""5553a""",2022-08-18,2022-08-18
CZ0214013,Euplagia quadripunctaria,5653b3,5653b,2023-08-10,2023-08-10
CZ0214013,Euplagia quadripunctaria,"Blatce, Unnamed Road",5553b,2021-08-10,2021-08-10
CZ0214013,Euplagia quadripunctaria,MOTYLI1941,5653b,2023-08-10,2023-08-10
CZ0214013,Euplagia quadripunctaria,Občina,5553c,2014-07-30,2017-08-06
CZ0214013,Euplagia quadripunctaria,PP Černý důl,5553b,2020-08-13,2020-08-13
CZ0214013,Euplagia quadripunctaria,PR Kokořínský důl 2 - Štampach,5653a,2020-08-11,2020-08-11
CZ0214013,Euplagia quadripunctaria,PR Kokořínský důl 3 - Štampach,5653a,2020-08-11,2020-08-11
CZ0214013,Euplagia quadripunctaria,PR Kokořínský důl 5 - Štampach,5653a,2020-08-11,2020-08-11
CZ0214013,Euplagia quadripunctaria,PR Kokořínský důl 8 - Mlčení,5553c,2020-08-12,2020-08-12
CZ0214013,Euplagia quadripunctaria,PR Mokřady Dolní Liběchovky 3,5552d,2020-08-13,2020-08-13
CZ0214013,Euplagia quadripunctaria,PR Mokřady Dolní Liběchovky 4,5552d,2020-08-13,2020-08-13
CZ0214013,Euplagia quadripunctaria,PR Mokřady Dolní Liběchovky 5,5552b,2020-08-13,2020-08-13
CZ0214013,Euplagia quadripunctaria,Tupadly,5552d,2019-08-17,2019-08-17
CZ0214013,Euplagia quadripunctaria,"Vysoká, 25931",5653a,2019-08-17,2019-08-17
CZ0214013,Euplagia quadripunctaria,"Vysoká, Unnamed Road",5553c,2019-08-07,2019-08-07
CZ0214013,Euplagia quadripunctaria,Žďár - důl pod Bezdědicemi,5554a,2018-07-17,2018-07-17
CZ0214013,Hamatocaulis vernicosus,329,5653c,2001-01-01,2001-01-01
CZ0214013,Hamatocaulis vernicosus,CZ0214013,5553b,2001-01-01,2001-01-01
CZ0214013,Lampetra planeri,CZ0214013,5553a,2000-01-01,2000-01-01
CZ0214013,Lampetra planeri,CZ0214013,5653c,2014-09-23,2014-09-23
CZ0214013,Lemna trisulca,10109219_Tubož,5553b,2015-07-17,2015-07-17
CZ0214013,Lemna trisulca,13169143_Medonosy,5552b,2014-06-26,2014-06-26
CZ0214013,Lemna trisulca,13170317_Medonosy,5552b,2014-08-18,2014-08-18
CZ0214013,Lemna trisulca,13778066_Harasov,5553c,2016-07-01,2016-07-01
CZ0214013,Lemna trisulca,13778070_Medonosy,5552b,2016-07-01,2016-07-01
CZ0214013,Lemna trisulca,4394,5453c,2021-08-21,2021-08-21
CZ0214013,Lemna trisulca,"Houska, PP Prameny Pšovky",5553b,2019-08-27,2019-08-27
CZ0214013,Lemna trisulca,"Janova Ves, PR Kokořínský důl",5553c,2020-04-26,2020-04-26
CZ0214013,Lemna trisulca,Janova Ves_31640802,5553c,2015-08-24,2015-08-24
CZ0214013,Lemna trisulca,Janova Ves_31640805,5553c,2015-08-24,2015-08-24
CZ0214013,Lemna trisulca,PP Prameny Pšovky - DP 2B,5553b,2023-04-24,2023-04-24
CZ0214013,Lemna trisulca,PP Prameny Pšovky - DP 2E,5553b,2023-04-24,2023-04-24
CZ0214013,Lemna trisulca,PP Černý důl - DP 1A,5553b,2023-05-21,2023-05-21
CZ0214013,Lemna trisulca,Tůň nad rybníkem Harasov,5553c,2016-07-01,2016-07-01
CZ0214013,Lemna trisulca,Tůň nad rybníkem Harasov 2,5553c,2008-07-01,2008-07-01
CZ0214013,Lemna trisulca,Velký Borek_8850242,5653c,2012-09-10,2012-09-10
CZ0214013,Lemna trisulca,"okr. Česká Lípa, Blatce, PP Prameny Pšovky",5553b,2021-03-19,2021-03-19
CZ0214013,Leuciscus aspius,CZ0214013,5653a,2013-10-27,2021-11-20
CZ0214013,Leucorrhinia pectoralis,2456,5553b,2006-07-09,2006-07-09
CZ0214013,Leucorrhinia pectoralis,5065,5653a,2006-07-09,2006-07-09
CZ0214013,Leucorrhinia pectoralis,5765,5553b,2005-06-21,2005-07-04
CZ0214013,Leucorrhinia pectoralis,CZ0214013,5553b,2005-06-21,2022-05-26
CZ0214013,Leucorrhinia pectoralis,Vazky32,5553b,2006-07-09,2006-07-09
CZ0214013,Leucorrhinia pectoralis,Vazky33,5653a,2006-07-09,2006-07-09
CZ0214013,Lucanus cervus,CZ0214013,5553b,2021-08-10,2021-08-10
CZ0214013,Lucanus cervus,CZ0214013,5553c,2020-07-13,2020-07-13
CZ0214013,Lutra lutra,790516,"97,""5452d""",2009-06-01,2009-06-01
CZ0214013,Lutra lutra,CZ0214013,5453c,2009-06-01,2024-12-31
CZ0214013,Lutra lutra,CZ0214013,5453d,2016-10-25,2016-10-25
CZ0214013,Lutra lutra,CZ0214013,5552b,2011-10-16,2016-10-19
CZ0214013,Lutra lutra,CZ0214013,5553b,2011-10-15,2016-10-25
CZ0214013,Lutra lutra,CZ0214013,5553c,2011-10-15,2011-10-15
CZ0214013,Lutra lutra,CZ0214013,5653a,2011-10-15,2024-01-11
CZ0214013,Lutra lutra,CZ0214013,5653c,2011-10-15,2016-10-13
CZ0214013,Lutra lutra,CZ0214013,"96,""5453a""",2007-01-01,2007-01-01
CZ0214013,Lutra lutra,CZ0214013,"96,""5453b""",2007-01-01,2007-01-01
CZ0214013,Lutra lutra,CZ0214013,"96,""5453c""",2007-01-01,2007-01-01
CZ0214013,Lutra lutra,CZ0214013,"96,""5453d""",2007-01-01,2007-01-01
CZ0214013,Lutra lutra,CZ0214013,"96,""5553a""",2007-01-01,2007-01-01
CZ0214013,Lutra lutra,CZ0214013,"96,""5553b""",2007-01-01,2007-01-01
CZ0214013,Lutra lutra,CZ0214013,"96,""5553c""",2007-01-01,2007-01-01
CZ0214013,Lutra lutra,CZ0214013,"96,""5553d""",2007-01-01,2007-01-01
CZ0214013,Lutra lutra,Vydra279,5452d,2006-10-17,2006-10-17
CZ0214013,Lutra lutra,Vydra281,5453c,2006-10-17,2006-10-17
CZ0214013,Lutra lutra,Vydra400,5553c,2006-10-17,2006-10-17
CZ0214013,Lutra lutra,Vydra401,5553c,2006-10-17,2006-10-17
CZ0214013,Lutra lutra,Vydra402,5553b,2006-10-17,2006-10-17
CZ0214013,Lutra lutra,Vydra403,5553b,2006-10-17,2006-10-17
CZ0214013,Lutra lutra,Vydra547,5653c,2006-11-16,2006-11-16
CZ0214013,Lutra lutra,Vydra548,5653a,2006-11-16,2006-11-16
CZ0214013,Lutra lutra,Vydra549,5653a,2006-11-16,2006-11-16
CZ0214013,Lycaena dispar,Blatce,5553b,2019-08-17,2019-08-17
CZ0214013,Lycaena dispar,Blatečky,5553b,2014-06-10,2014-08-20
CZ0214013,Lycaena dispar,Žďár - důl pod Bezdědicemi,5554a,2018-07-17,2018-07-17
CZ0214013,Lynx lynx,CZ0214013,5553d,2004-04-01,2004-04-01
CZ0214013,Misgurnus fossilis,CZ0214013,5653a,2006-01-01,2006-01-01
CZ0214013,Misgurnus fossilis,Hleďsebe,5653a,2013-09-02,2013-09-02
CZ0214013,Misgurnus fossilis,Kokořínsko,5452d,2021-08-19,2021-08-19
CZ0214013,Misgurnus fossilis,Kokořínsko,5453c,2021-08-19,2021-08-19
CZ0214013,Misgurnus fossilis,Kokořínsko,5552b,2021-08-19,2023-09-10
CZ0214013,Misgurnus fossilis,Kokořínsko,5552d,2021-08-19,2021-08-19
CZ0214013,Misgurnus fossilis,Kokořínsko,5653a,2023-09-10,2023-09-10
CZ0214013,Misgurnus fossilis,Kokořínsko,5653c,2023-09-10,2023-09-10
CZ0214013,Misgurnus fossilis,Pšovka 1,5653a,2013-10-03,2013-10-03
CZ0214013,Myotis alcathoe/emarginatus,Dražejov u Dubé,5453c,2017-06-19,2019-07-26
CZ0214013,Myotis alcathoe/emarginatus,Dubá,5453c,2017-07-30,2019-07-26
CZ0214013,Myotis alcathoe/emarginatus,Janova Ves,5553c,2018-07-24,2018-07-24
CZ0214013,Myotis alcathoe/emarginatus,Kokořín,5553c,2017-06-18,2017-06-18
CZ0214013,Myotis alcathoe/emarginatus,Kokořín,5553d,2018-07-24,2018-07-24
CZ0214013,Myotis alcathoe/emarginatus,Mšeno,5553b,2018-07-23,2018-07-25
CZ0214013,Myotis alcathoe/emarginatus,Nedamov,5453c,2019-05-24,2019-07-26
CZ0214013,Myotis alcathoe/emarginatus,Olešno,5553b,2018-09-20,2018-09-20
CZ0214013,Myotis alcathoe/emarginatus,PR Kokořínsko,5553b,2017-07-29,2017-07-29
CZ0214013,Myotis alcathoe/emarginatus,Sedlec u Mšena,5553b,2018-07-23,2018-07-23
CZ0214013,Myotis alcathoe/emarginatus,Střemy,5653a,2018-09-19,2018-09-19
CZ0214013,Myotis alcathoe/emarginatus,Tupadly,5552b,2018-05-28,2018-09-12
CZ0214013,Myotis alcathoe/emarginatus,Želízy,5552d,2018-09-12,2018-09-12
CZ0214013,Myotis emarginatus,Dubá,5453c,2019-06-13,2019-06-13
CZ0214013,Myotis emarginatus,Vojtěchov – pivovarský sklep,5553b,2020-01-29,2020-01-29
CZ0214013,Myotis myotis,-,5553b,2002-12-13,2005-01-18
CZ0214013,Myotis myotis,-,5553c,2005-01-18,2006-06-02
CZ0214013,Myotis myotis,5453,"96,""5453a""",2010-01-01,2012-06-21
CZ0214013,Myotis myotis,5453,"96,""5453b""",2010-01-01,2012-06-21
CZ0214013,Myotis myotis,5453,"96,""5453c""",2010-01-01,2012-06-21
CZ0214013,Myotis myotis,5453,"96,""5453d""",2010-01-01,2012-06-21
CZ0214013,Myotis myotis,5553,"96,""5553a""",2010-01-01,2012-06-21
CZ0214013,Myotis myotis,5553,"96,""5553b""",2010-01-01,2012-06-21
CZ0214013,Myotis myotis,5553,"96,""5553c""",2010-01-01,2012-06-21
CZ0214013,Myotis myotis,5553,"96,""5553d""",2010-01-01,2012-06-21
CZ0214013,Myotis myotis,Blatce,5553b,2021-06-01,2021-06-01
CZ0214013,Myotis myotis,"Bosyně, Harasov",5553c,2007-07-11,2007-07-11
CZ0214013,Myotis myotis,Dražejov u Dubé,5453c,2017-06-19,2019-05-24
CZ0214013,Myotis myotis,Dubá,5453c,2017-07-30,2019-07-26
CZ0214013,Myotis myotis,Dubá,"58,""5453c""",2002-06-07,2002-06-07
CZ0214013,Myotis myotis,Dubá - 5453,"58,""5453c""",2005-01-01,2005-01-01
CZ0214013,Myotis myotis,Harasov - starý hotel,5553c,2015-07-06,2015-07-06
CZ0214013,Myotis myotis,Harasov hotel,5553c,2017-06-18,2025-06-22
CZ0214013,Myotis myotis,"Hlučov, skalní mlýn",5553b,2007-01-25,2026-01-12
CZ0214013,Myotis myotis,Houska,5553b,2001-02-06,2003-09-13
CZ0214013,Myotis myotis,Janova Ves,5553c,2000-05-21,2002-08-06
CZ0214013,Myotis myotis,Janova Ves-Harasov,5553c,2000-07-14,2000-07-14
CZ0214013,Myotis myotis,Jestřebice u Kokořína,5553a,2017-07-29,2017-07-29
CZ0214013,Myotis myotis,Jestřebice u Kokořína,5553b,2002-01-11,2018-06-13
CZ0214013,Myotis myotis,Klemperka,5553c,2020-01-28,2025-02-11
CZ0214013,Myotis myotis,Kokořín,5553c,2002-08-08,2023-01-24
CZ0214013,Myotis myotis,Kokořín,5553d,2018-07-24,2018-07-24
CZ0214013,Myotis myotis,"Kokořín, rozpadlá budova hotelu Harasov",5553c,2008-07-01,2019-09-04
CZ0214013,Myotis myotis,Mšeno,5553b,2017-07-29,2018-05-17
CZ0214013,Myotis myotis,Olešno,5553b,2002-01-11,2018-05-17
CZ0214013,Myotis myotis,PR Kokořínsko,5553a,2017-06-18,2017-06-18
CZ0214013,Myotis myotis,PR Kokořínsko,5553b,2017-06-18,2017-07-29
CZ0214013,Myotis myotis,Pivovarské sklepy ve Vojtěchově,5553b,2008-01-08,2021-02-19
CZ0214013,Myotis myotis,Sedlec u Mšena,5553b,2018-05-24,2018-05-24
CZ0214013,Myotis myotis,Sedlec u Mšena,5553d,2018-05-24,2018-09-20
CZ0214013,Myotis myotis,Střemy,5653a,2018-07-24,2018-07-24
CZ0214013,Myotis myotis,Truskavna,5553c,2002-01-11,2006-01-13
CZ0214013,Myotis myotis,"Truskavna 40, 277 23 Kokořín",5553c,2021-04-18,2021-04-18
CZ0214013,Myotis myotis,Truskavna – jeskyně Klemperka,5553c,2023-02-03,2025-02-01
CZ0214013,Myotis myotis,Tubož,5553b,2021-06-01,2021-06-01
CZ0214013,Myotis myotis,Tupadly - hotel Sv. Kryštof,5552b,2016-05-28,2016-09-15
CZ0214013,Myotis myotis,Vidim - pivovarský sklep,5553a,2015-02-07,2015-02-07
CZ0214013,Myotis myotis,Vidim - sklep bývalého pivovaru,5553a,2024-02-15,2024-02-15
CZ0214013,Myotis myotis,"Vidim, pivovarský sklep",5553a,2018-01-11,2025-11-20
CZ0214013,Myotis myotis,Vojtěchov – pivovarský sklep,5553b,2021-02-04,2021-02-04
CZ0214013,Myotis myotis,hotel Harasov,5553c,2005-07-14,2005-07-14
CZ0214013,Myotis myotis,jeskyně Klemperka,5553c,2018-08-18,2018-08-18
CZ0214013,Myotis myotis,jeskyně Klemperka a okolí,5553c,2020-10-04,2020-10-04
CZ0214013,Myotis myotis,pivovarské sklepy Vojtěchov,5553b,2006-11-28,2006-11-28
CZ0214013,Myotis myotis,spodní místnost jeskyně Klemperka,5553c,2008-01-08,2025-01-23
CZ0214013,Myotis myotis,Želízy,"01,""5552d""",2016-08-26,2016-10-15
CZ0214013,Myotis myotis,Želízy,5552d,2018-06-04,2018-10-10
CZ0214013,Myotis sp.,Dražejov u Dubé,5453c,2017-06-19,2017-09-28
CZ0214013,Myotis sp.,Dubá,5453c,2017-06-19,2017-07-30
CZ0214013,Myotis sp.,Jestřebice u Kokořína,5553a,2017-06-18,2017-09-27
CZ0214013,Myotis sp.,Jestřebice u Kokořína – jeskyně Nedamy,5553c,2023-02-03,2023-02-03
CZ0214013,Myotis sp.,Jestřebice u Kokořína – skalní mlýn Hlučov,5553b,2023-02-03,2025-02-01
CZ0214013,Myotis sp.,Kokořín,5553d,2018-07-24,2018-07-24
CZ0214013,Myotis sp.,Mšeno,5553b,2017-07-29,2018-07-25
CZ0214013,Myotis sp.,Nebužely – jeskyně U Kroužku,5553c,2023-02-03,2023-02-03
CZ0214013,Myotis sp.,Olešno,5553b,2018-07-25,2018-07-25
CZ0214013,Myotis sp.,PR Kokořínsko,5553a,2017-06-18,2017-06-18
CZ0214013,Myotis sp.,PR Kokořínsko,5553b,2017-06-18,2017-06-18
CZ0214013,Myotis sp.,Sedlec u Mšena,5553b,2018-05-24,2018-05-24
CZ0214013,Myotis sp.,Sedlec u Mšena,5553d,2018-09-20,2018-09-20
CZ0214013,Myotis sp.,Tupadly,5552b,2018-09-12,2018-09-12
CZ0214013,Ophiogomphus cecilia,1285,5553c,2006-06-13,2006-06-13
CZ0214013,Ophiogomphus cecilia,2456,5553b,2006-06-10,2006-06-10
CZ0214013,Ophiogomphus cecilia,CZ0214013,5453c,2018-06-27,2018-06-27
CZ0214013,Ophiogomphus cecilia,CZ0214013,5553c,2012-07-16,2012-07-16
CZ0214013,Ophiogomphus cecilia,Vazky49,5553c,2006-06-13,2006-06-13
CZ0214013,Phengaris nausithous,329,5653c,2010-07-15,2019-08-01
CZ0214013,Phengaris nausithous,5553b1,5553b,2020-07-22,2020-07-22
CZ0214013,Phengaris nausithous,5554a4,5554a,2021-08-02,2021-08-02
CZ0214013,Phengaris nausithous,5653c1,5653c,2020-07-14,2020-07-14
CZ0214013,Phengaris nausithous,MOTYLI2038,5553b,2023-07-21,2023-07-21
CZ0214013,Phengaris nausithous,MOTYLI2041,5553b,2023-07-21,2023-07-21
CZ0214013,Phengaris nausithous,NPR Polabská černava - ochranné pásmo,5653c,2010-07-15,2011-07-19
CZ0214013,Phengaris nausithous,"Vrutická 138, 277 31 Velký Borek",5653c,2021-08-17,2021-08-17
CZ0214013,Phengaris teleius,329,5653c,2010-07-27,2019-08-01
CZ0214013,Phengaris teleius,5554a4,5554a,2021-08-02,2021-08-02
CZ0214013,Phengaris teleius,5653c1,5653c,2020-07-14,2020-07-14
CZ0214013,Phengaris teleius,MOTYLI2039,5553b,2023-07-21,2023-07-21
CZ0214013,Phengaris teleius,MOTYLI2040,5553b,2023-07-21,2023-07-21
CZ0214013,Phengaris teleius,NPR Polabská černava - ochranné pásmo,5653c,2010-07-15,2010-07-15
CZ0214013,Rhinolophus hipposideros,-,5553b,2003-03-07,2005-01-20
CZ0214013,Rhinolophus hipposideros,-,5553d,2003-12-23,2003-12-23
CZ0214013,Rhinolophus hipposideros,5453,"96,""5453a""",2010-01-01,2012-06-21
CZ0214013,Rhinolophus hipposideros,5453,"96,""5453b""",2010-01-01,2012-06-21
CZ0214013,Rhinolophus hipposideros,5453,"96,""5453c""",2010-01-01,2012-06-21
CZ0214013,Rhinolophus hipposideros,5453,"96,""5453d""",2010-01-01,2012-06-21
CZ0214013,Rhinolophus hipposideros,5553,"96,""5553a""",2010-01-01,2011-12-21
CZ0214013,Rhinolophus hipposideros,5553,"96,""5553b""",2010-01-01,2011-12-21
CZ0214013,Rhinolophus hipposideros,5553,"96,""5553c""",2010-01-01,2011-12-21
CZ0214013,Rhinolophus hipposideros,5553,"96,""5553d""",2010-01-01,2011-12-21
CZ0214013,Rhinolophus hipposideros,Dražejov u Dubé,5453c,2019-05-24,2019-05-24
CZ0214013,Rhinolophus hipposideros,Houska,5553b,2002-11-01,2005-11-09
CZ0214013,Rhinolophus hipposideros,"Houska, sklepy zámku Houska",5553b,2008-11-06,2025-01-23
CZ0214013,Rhinolophus hipposideros,Kanina,5553d,2003-12-23,2003-12-23
CZ0214013,Rhinolophus hipposideros,Klemperka,5553c,2020-01-28,2025-02-11
CZ0214013,Rhinolophus hipposideros,Kokořín,5553c,2023-01-24,2023-01-24
CZ0214013,Rhinolophus hipposideros,Olešno,5553b,2000-01-13,2006-01-13
CZ0214013,Rhinolophus hipposideros,Pivovarské sklepy ve Vojtěchově,5553b,2008-01-08,2026-01-23
CZ0214013,Rhinolophus hipposideros,"Pivovarské sklepy, Vojtěchov",5553b,2007-01-25,2017-11-24
CZ0214013,Rhinolophus hipposideros,Truskavna – jeskyně Klemperka,5553c,2023-02-03,2025-02-01
CZ0214013,Rhinolophus hipposideros,Tupadly - hotel Sv. Kryštof,5552b,2016-10-26,2016-11-02
CZ0214013,Rhinolophus hipposideros,Vidim,5553a,2021-12-07,2021-12-07
CZ0214013,Rhinolophus hipposideros,Vidim - pivovarský sklep,5553a,2015-02-07,2015-02-07
CZ0214013,Rhinolophus hipposideros,Vidim - sklep bývalého pivovaru,5553a,2023-02-03,2025-02-01
CZ0214013,Rhinolophus hipposideros,"Vidim, pivovarský sklep",5553a,2018-01-11,2025-11-20
CZ0214013,Rhinolophus hipposideros,Vojtěchov - pivovarské sklepy,5553b,2012-02-25,2015-02-07
CZ0214013,Rhinolophus hipposideros,Vojtěchov pivovar,5553b,2018-09-15,2018-09-15
CZ0214013,Rhinolophus hipposideros,Vojtěchov – pivovarský sklep,5553b,2018-01-19,2025-01-28
CZ0214013,Rhinolophus hipposideros,pivovarské sklepy Vojtěchov,5553b,2006-11-28,2016-12-16
CZ0214013,Rhinolophus hipposideros,sklepy zbořeniště Kluk,5453c,2008-11-06,2009-01-08
CZ0214013,Rhinolophus hipposideros,spodní místnost jeskyně Klemperka,5553c,2019-12-18,2026-01-12
CZ0214013,Rhinolophus hipposideros,štola za studánkou v rokli Kok. dolu u Kaniny,5553d,2008-01-08,2008-01-08
CZ0214013,Rhodeus amarus,CZ0214013,5653a,2024-09-25,2024-12-04
CZ0214013,Rumex sp.,Jenichov_8850229,5653a,2012-08-26,2012-08-26
CZ0214013,Salmo trutta,CZ0214013,"54,""5653c""",2004-01-01,2004-01-01
CZ0214013,Salmo trutta,CZ0214013,5453c,2017-09-28,2023-09-22
CZ0214013,Salmo trutta,CZ0214013,5552b,2006-12-12,2021-11-16
CZ0214013,Salmo trutta,CZ0214013,5552d,2006-12-12,2017-09-28
CZ0214013,Salmo trutta,CZ0214013,5553c,2023-09-22,2023-09-22
CZ0214013,Salmo trutta,CZ0214013,5653c,2014-09-23,2023-09-22
CZ0214013,Salmo trutta,CZ0214013,"9,""5453c""",2004-01-01,2004-01-01
CZ0214013,Sanguisorba officinalis,114302 - Mělnická Vrutice,5653c,2009-06-11,2009-06-11
CZ0214013,Sanguisorba officinalis,1768,5653c,2020-06-03,2020-06-03
CZ0214013,Sanguisorba officinalis,7210_1736,5653c,2013-06-17,2013-06-17
CZ0214013,Sanguisorba officinalis,7230_1672,5653c,2012-05-30,2012-05-30
CZ0214013,Sanguisorba officinalis,7230_2199,5653c,2016-06-17,2016-06-17
CZ0214013,Sanguisorba officinalis,Jestřebice u Kokořína_4720176,5553b,2015-08-09,2015-08-09
CZ0214013,Sanguisorba officinalis,KK_A1_003,5653c,2008-05-26,2012-05-30
CZ0214013,Sanguisorba officinalis,KK_A2_004_1,5553b,2008-05-26,2012-06-13
