kod_chu,DRUH,KOD_LOKAL,POLE,ROK,ID_IND,SKUPINA,NAZEV_LOK,ID_ND_AKCE,ID_ND_LOK,DATUM,CILMON,TYP_IND,KLIC,UROVEN,IND_GRP,JEDNOTKA,LIM_IND,LIM_INDLIST,STAV_IND,HOD_IND
CZ0624130,Rhinolophus hipposideros,Větrná propast,6766a,2022,CELKOVE_HODNOCENI,Letouni,Větrná propast,12063788,8783510,2022-11-22,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,Větrná propast,6766a,2022,CELKOVE_SUM,Letouni,Větrná propast,12063788,8783510,2022-11-22,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,Větrná propast,6766a,2022,POP_PRESENCE,Letouni,Větrná propast,12063788,8783510,2022-11-22,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,chodba Punkvy u přístavu - bez vody,6666a,2025,CELKOVE_HODNOCENI,Letouni,chodba Punkvy u přístavu - bez vody,13777538,10817230,2025-02-25,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,chodba Punkvy u přístavu - bez vody,6666a,2025,CELKOVE_SUM,Letouni,chodba Punkvy u přístavu - bez vody,13777538,10817230,2025-02-25,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,chodba Punkvy u přístavu - bez vody,6666a,2025,POP_PRESENCE,Letouni,chodba Punkvy u přístavu - bez vody,13777538,10817230,2025-02-25,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,chodba Punkvy z Macochy - bez vody,6666a,2025,CELKOVE_HODNOCENI,Letouni,chodba Punkvy z Macochy - bez vody,13777540,10817232,2025-02-25,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,chodba Punkvy z Macochy - bez vody,6666a,2025,CELKOVE_SUM,Letouni,chodba Punkvy z Macochy - bez vody,13777540,10817232,2025-02-25,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,chodba Punkvy z Macochy - bez vody,6666a,2025,POP_PRESENCE,Letouni,chodba Punkvy z Macochy - bez vody,13777540,10817232,2025-02-25,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyne Lidomorna,6566d,2020,CELKOVE_HODNOCENI,Letouni,jeskyne Lidomorna,10997923,7295810,2020-01-31,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyne Lidomorna,6566d,2020,CELKOVE_SUM,Letouni,jeskyne Lidomorna,10997923,7295810,2020-01-31,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyne Lidomorna,6566d,2020,POP_PRESENCE,Letouni,jeskyne Lidomorna,10997923,7295810,2020-01-31,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně,6666a,2022,CELKOVE_HODNOCENI,Letouni,jeskyně,11760719,8293285,2022-03-07,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně,6666a,2022,CELKOVE_SUM,Letouni,jeskyně,11760719,8293285,2022-03-07,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně,6666a,2022,POP_PRESENCE,Letouni,jeskyně,11760719,8293285,2022-03-07,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně (Kateřinská) Ventarola,6666a,2024,CELKOVE_HODNOCENI,Letouni,jeskyně (Kateřinská) Ventarola,12968042,9901683,2024-03-09,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně (Kateřinská) Ventarola,6666a,2024,CELKOVE_SUM,Letouni,jeskyně (Kateřinská) Ventarola,12968042,9901683,2024-03-09,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně (Kateřinská) Ventarola,6666a,2024,POP_PRESENCE,Letouni,jeskyně (Kateřinská) Ventarola,12968042,9901683,2024-03-09,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně 13C,6666b,2024,CELKOVE_HODNOCENI,Letouni,jeskyně 13C,13446886,10682026,2024-12-28,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně 13C,6666b,2024,CELKOVE_SUM,Letouni,jeskyně 13C,13446886,10682026,2024-12-28,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně 13C,6666b,2024,POP_PRESENCE,Letouni,jeskyně 13C,13446886,10682026,2024-12-28,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Arnoštka,6766a,2025,CELKOVE_HODNOCENI,Letouni,jeskyně Arnoštka,13446404,10681124,2025-01-02,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Arnoštka,6766a,2025,CELKOVE_SUM,Letouni,jeskyně Arnoštka,13446404,10681124,2025-01-02,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Arnoštka,6766a,2025,POP_PRESENCE,Letouni,jeskyně Arnoštka,13446404,10681124,2025-01-02,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Balcarka,6666b,2026,CELKOVE_HODNOCENI,Letouni,jeskyně Balcarka,15571661,12920657,2026-02-09,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Balcarka,6666b,2026,CELKOVE_SUM,Letouni,jeskyně Balcarka,15571661,12920657,2026-02-09,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Balcarka,6666b,2026,POP_PRESENCE,Letouni,jeskyně Balcarka,15571661,12920657,2026-02-09,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Balcarka (bez muzea),6666b,2025,CELKOVE_HODNOCENI,Letouni,jeskyně Balcarka (bez muzea),13749719,10784900,2025-02-04,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Balcarka (bez muzea),6666b,2025,CELKOVE_SUM,Letouni,jeskyně Balcarka (bez muzea),13749719,10784900,2025-02-04,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Balcarka (bez muzea),6666b,2025,POP_PRESENCE,Letouni,jeskyně Balcarka (bez muzea),13749719,10784900,2025-02-04,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Balcarka - muzeum,6666b,2025,CELKOVE_HODNOCENI,Letouni,jeskyně Balcarka - muzeum,13749720,10784901,2025-02-04,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Balcarka - muzeum,6666b,2025,CELKOVE_SUM,Letouni,jeskyně Balcarka - muzeum,13749720,10784901,2025-02-04,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Balcarka - muzeum,6666b,2025,POP_PRESENCE,Letouni,jeskyně Balcarka - muzeum,13749720,10784901,2025-02-04,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Bertalánka,6666a,2025,CELKOVE_HODNOCENI,Letouni,jeskyně Bertalánka,13749714,10784895,2025-02-14,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Bertalánka,6666a,2025,CELKOVE_SUM,Letouni,jeskyně Bertalánka,13749714,10784895,2025-02-14,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Bertalánka,6666a,2025,POP_PRESENCE,Letouni,jeskyně Bertalánka,13749714,10784895,2025-02-14,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Bratří Nečasů,6566c,2022,CELKOVE_HODNOCENI,Letouni,jeskyně Bratří Nečasů,11760622,8292957,2022-03-07,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Bratří Nečasů,6566c,2022,CELKOVE_SUM,Letouni,jeskyně Bratří Nečasů,11760622,8292957,2022-03-07,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Bratří Nečasů,6566c,2022,POP_PRESENCE,Letouni,jeskyně Bratří Nečasů,11760622,8292957,2022-03-07,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Býčí skála,6666c,2023,CELKOVE_HODNOCENI,Letouni,jeskyně Býčí skála,12249191,8992167,2023-02-26,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Býčí skála,6666c,2023,CELKOVE_SUM,Letouni,jeskyně Býčí skála,12249191,8992167,2023-02-26,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Býčí skála,6666c,2023,POP_PRESENCE,Letouni,jeskyně Býčí skála,12249191,8992167,2023-02-26,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Dagmar,6666b,2025,CELKOVE_HODNOCENI,Letouni,jeskyně Dagmar,14890529,12006490,2025-04-27,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Dagmar,6666b,2025,CELKOVE_SUM,Letouni,jeskyně Dagmar,14890529,12006490,2025-04-27,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Dagmar,6666b,2025,POP_PRESENCE,Letouni,jeskyně Dagmar,14890529,12006490,2025-04-27,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Daňkův žlíbek,6666a,2018,CELKOVE_HODNOCENI,Letouni,jeskyně Daňkův žlíbek,10148072,6379543,2018-02-09,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Daňkův žlíbek,6666a,2018,CELKOVE_SUM,Letouni,jeskyně Daňkův žlíbek,10148072,6379543,2018-02-09,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Daňkův žlíbek,6666a,2018,POP_PRESENCE,Letouni,jeskyně Daňkův žlíbek,10148072,6379543,2018-02-09,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Dolina překvapení,6666a,2025,CELKOVE_HODNOCENI,Letouni,jeskyně Dolina překvapení,14076767,11125583,2025-04-02,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Dolina překvapení,6666a,2025,CELKOVE_SUM,Letouni,jeskyně Dolina překvapení,14076767,11125583,2025-04-02,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Dolina překvapení,6666a,2025,POP_PRESENCE,Letouni,jeskyně Dolina překvapení,14076767,11125583,2025-04-02,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Hladomorna,6566d,2017,CELKOVE_HODNOCENI,Letouni,jeskyně Hladomorna,9809121,6063947,2017-02-13,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Hladomorna,6566d,2017,CELKOVE_SUM,Letouni,jeskyně Hladomorna,9809121,6063947,2017-02-13,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Hladomorna,6566d,2017,POP_PRESENCE,Letouni,jeskyně Hladomorna,9809121,6063947,2017-02-13,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Horní v Chobotu,6666a,2024,CELKOVE_HODNOCENI,Letouni,jeskyně Horní v Chobotu,12968041,9901682,2024-03-09,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Horní v Chobotu,6666a,2024,CELKOVE_SUM,Letouni,jeskyně Horní v Chobotu,12968041,9901682,2024-03-09,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Horní v Chobotu,6666a,2024,POP_PRESENCE,Letouni,jeskyně Horní v Chobotu,12968041,9901682,2024-03-09,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Hospoda,6666c,2019,CELKOVE_HODNOCENI,Letouni,jeskyně Hospoda,11079417,7379360,2019-02-26,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Hospoda,6666c,2019,CELKOVE_SUM,Letouni,jeskyně Hospoda,11079417,7379360,2019-02-26,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Hospoda,6666c,2019,POP_PRESENCE,Letouni,jeskyně Hospoda,11079417,7379360,2019-02-26,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Jestřábka,6766a,2025,CELKOVE_HODNOCENI,Letouni,jeskyně Jestřábka,"14036445, 14087719",11072207,2025-04-10,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Jestřábka,6766a,2025,CELKOVE_SUM,Letouni,jeskyně Jestřábka,"14036445, 14087719",11072207,2025-04-10,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Jestřábka,6766a,2025,POP_PRESENCE,Letouni,jeskyně Jestřábka,"14036445, 14087719",11072207,2025-04-10,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Jáchymka,6666c,2026,CELKOVE_HODNOCENI,Letouni,jeskyně Jáchymka,15536300,12885957,2026-01-14,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Jáchymka,6666c,2026,CELKOVE_SUM,Letouni,jeskyně Jáchymka,15536300,12885957,2026-01-14,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Jáchymka,6666c,2026,POP_PRESENCE,Letouni,jeskyně Jáchymka,15536300,12885957,2026-01-14,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Kanibalka,6766a,2025,CELKOVE_HODNOCENI,Letouni,jeskyně Kanibalka,14036444,11072206,2025-02-22,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Kanibalka,6766a,2025,CELKOVE_SUM,Letouni,jeskyně Kanibalka,14036444,11072206,2025-02-22,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Kanibalka,6766a,2025,POP_PRESENCE,Letouni,jeskyně Kanibalka,14036444,11072206,2025-02-22,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Komínová,6666a,2026,CELKOVE_HODNOCENI,Letouni,jeskyně Komínová,15569201,12916707,2026-02-04,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Komínová,6666a,2026,CELKOVE_SUM,Letouni,jeskyně Komínová,15569201,12916707,2026-02-04,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Komínová,6666a,2026,POP_PRESENCE,Letouni,jeskyně Komínová,15569201,12916707,2026-02-04,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Koňská jáma,6666a,2025,CELKOVE_HODNOCENI,Letouni,jeskyně Koňská jáma,"13731547, 14854032",10768645,2025-04-23,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Koňská jáma,6666a,2025,CELKOVE_SUM,Letouni,jeskyně Koňská jáma,"13731547, 14854032",10768645,2025-04-23,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Koňská jáma,6666a,2025,POP_PRESENCE,Letouni,jeskyně Koňská jáma,"13731547, 14854032",10768645,2025-04-23,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Kravská díra,6666a,2018,CELKOVE_HODNOCENI,Letouni,jeskyně Kravská díra,10148070,6379542,2018-03-02,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Kravská díra,6666a,2018,CELKOVE_SUM,Letouni,jeskyně Kravská díra,10148070,6379542,2018-03-02,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Kravská díra,6666a,2018,POP_PRESENCE,Letouni,jeskyně Kravská díra,10148070,6379542,2018-03-02,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Kůlna,6566c,2024,CELKOVE_HODNOCENI,Letouni,jeskyně Kůlna,12791601,9615168,2024-01-10,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Kůlna,6566c,2024,CELKOVE_SUM,Letouni,jeskyně Kůlna,12791601,9615168,2024-01-10,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Kůlna,6566c,2024,POP_PRESENCE,Letouni,jeskyně Kůlna,12791601,9615168,2024-01-10,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Lidomorna,6566d,2026,CELKOVE_HODNOCENI,Letouni,jeskyně Lidomorna,15571665,12920661,2026-02-02,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Lidomorna,6566d,2026,CELKOVE_SUM,Letouni,jeskyně Lidomorna,15571665,12920661,2026-02-02,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Lidomorna,6566d,2026,POP_PRESENCE,Letouni,jeskyně Lidomorna,15571665,12920661,2026-02-02,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Liščí díra,6666b,2020,CELKOVE_HODNOCENI,Letouni,jeskyně Liščí díra,11284432,7660174,2020-12-15,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Liščí díra,6666b,2020,CELKOVE_SUM,Letouni,jeskyně Liščí díra,11284432,7660174,2020-12-15,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Liščí díra,6666b,2020,POP_PRESENCE,Letouni,jeskyně Liščí díra,11284432,7660174,2020-12-15,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Malý Beran,6666a,2024,CELKOVE_HODNOCENI,Letouni,jeskyně Malý Beran,13390188,10608483,2024-12-05,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Malý Beran,6666a,2024,CELKOVE_SUM,Letouni,jeskyně Malý Beran,13390188,10608483,2024-12-05,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Malý Beran,6666a,2024,POP_PRESENCE,Letouni,jeskyně Malý Beran,13390188,10608483,2024-12-05,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Malý lesík,6766a,2024,CELKOVE_HODNOCENI,Letouni,jeskyně Malý lesík,12826044,9666007,2024-02-27,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Malý lesík,6766a,2024,CELKOVE_SUM,Letouni,jeskyně Malý lesík,12826044,9666007,2024-02-27,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Malý lesík,6766a,2024,POP_PRESENCE,Letouni,jeskyně Malý lesík,12826044,9666007,2024-02-27,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Mariánská,6766a,2023,CELKOVE_HODNOCENI,Letouni,jeskyně Mariánská,12249195,8992171,2023-02-25,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Mariánská,6766a,2023,CELKOVE_SUM,Letouni,jeskyně Mariánská,12249195,8992171,2023-02-25,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Mariánská,6766a,2023,POP_PRESENCE,Letouni,jeskyně Mariánská,12249195,8992171,2023-02-25,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Mastný flek,6666a,2025,CELKOVE_HODNOCENI,Letouni,jeskyně Mastný flek,13749716,10784897,2025-02-14,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Mastný flek,6666a,2025,CELKOVE_SUM,Letouni,jeskyně Mastný flek,13749716,10784897,2025-02-14,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Mastný flek,6666a,2025,POP_PRESENCE,Letouni,jeskyně Mastný flek,13749716,10784897,2025-02-14,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Matalova vymodlená,6666b,2024,CELKOVE_HODNOCENI,Letouni,jeskyně Matalova vymodlená,13114955,10202847,2024-10-21,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Matalova vymodlená,6666b,2024,CELKOVE_SUM,Letouni,jeskyně Matalova vymodlená,13114955,10202847,2024-10-21,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Matalova vymodlená,6666b,2024,POP_PRESENCE,Letouni,jeskyně Matalova vymodlená,13114955,10202847,2024-10-21,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Michalka,6666b,2024,CELKOVE_HODNOCENI,Letouni,jeskyně Michalka,12805759,9637085,2024-02-05,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Michalka,6666b,2024,CELKOVE_SUM,Letouni,jeskyně Michalka,12805759,9637085,2024-02-05,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Michalka,6666b,2024,POP_PRESENCE,Letouni,jeskyně Michalka,12805759,9637085,2024-02-05,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Michálka,6666b,2023,CELKOVE_HODNOCENI,Letouni,jeskyně Michálka,12241973,8968189,2023-02-09,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Michálka,6666b,2023,CELKOVE_SUM,Letouni,jeskyně Michálka,12241973,8968189,2023-02-09,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Michálka,6666b,2023,POP_PRESENCE,Letouni,jeskyně Michálka,12241973,8968189,2023-02-09,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Na Technice,6766a,2022,CELKOVE_HODNOCENI,Letouni,jeskyně Na Technice,11745620,8272636,2022-02-02,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Na Technice,6766a,2022,CELKOVE_SUM,Letouni,jeskyně Na Technice,11745620,8272636,2022-02-02,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Na Technice,6766a,2022,POP_PRESENCE,Letouni,jeskyně Na Technice,11745620,8272636,2022-02-02,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Nad Švýcárnou,6666c,2023,CELKOVE_HODNOCENI,Letouni,jeskyně Nad Švýcárnou,12249116,8992092,2023-02-25,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Nad Švýcárnou,6666c,2023,CELKOVE_SUM,Letouni,jeskyně Nad Švýcárnou,12249116,8992092,2023-02-25,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Nad Švýcárnou,6666c,2023,POP_PRESENCE,Letouni,jeskyně Nad Švýcárnou,12249116,8992092,2023-02-25,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Netopýrka,6766c,2025,CELKOVE_HODNOCENI,Letouni,jeskyně Netopýrka,13771828,10808499,2025-02-21,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Netopýrka,6766c,2025,CELKOVE_SUM,Letouni,jeskyně Netopýrka,13771828,10808499,2025-02-21,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Netopýrka,6766c,2025,POP_PRESENCE,Letouni,jeskyně Netopýrka,13771828,10808499,2025-02-21,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Novoroční,6566c,2023,CELKOVE_HODNOCENI,Letouni,jeskyně Novoroční,12501399,9255728,2023-05-15,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Novoroční,6566c,2023,CELKOVE_SUM,Letouni,jeskyně Novoroční,12501399,9255728,2023-05-15,0,NA,NA,NA,NA,NA,,,NA,1
CZ0624130,Rhinolophus hipposideros,jeskyně Novoroční,6566c,2023,POP_PRESENCE,Letouni,jeskyně Novoroční,12501399,9255728,2023-05-15,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0624130,Rhinolophus hipposideros,jeskyně Nová Dimenze,6666b,2023,CELKOVE_HODNOCENI,Letouni,jeskyně Nová Dimenze,"13082887, 13082889",10134707,2023-12-31,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0624130,Rhinolophus hipposideros,jeskyně Nová Dimenze,6666b,2023,CELKOVE_SUM,Letouni,jeskyně Nová Dimenze,"13082887, 13082889",10134707,2023-12-31,0,NA,NA,NA,NA,NA,,,NA,1
