kod_chu,DRUH,KOD_LOKAL,POLE,ROK,ID_IND,SKUPINA,NAZEV_LOK,ID_ND_AKCE,ID_ND_LOK,DATUM,CILMON,TYP_IND,KLIC,UROVEN,IND_GRP,JEDNOTKA,LIM_IND,LIM_INDLIST,STAV_IND,HOD_IND
CZ0214013,Myotis myotis,Vidim - pivovarský sklep,5553a,2015,CELKOVE_SUM,Letouni,Vidim - pivovarský sklep,9173198,5517795,2015-02-07,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214013,Myotis myotis,Vidim - pivovarský sklep,5553a,2015,POP_PRESENCE,Letouni,Vidim - pivovarský sklep,9173198,5517795,2015-02-07,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214013,Myotis myotis,Vidim - sklep bývalého pivovaru,5553a,2024,CELKOVE_HODNOCENI,Letouni,Vidim - sklep bývalého pivovaru,14119123,9874648,2024-02-15,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214013,Myotis myotis,Vidim - sklep bývalého pivovaru,5553a,2024,CELKOVE_SUM,Letouni,Vidim - sklep bývalého pivovaru,14119123,9874648,2024-02-15,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214013,Myotis myotis,Vidim - sklep bývalého pivovaru,5553a,2024,POP_PRESENCE,Letouni,Vidim - sklep bývalého pivovaru,14119123,9874648,2024-02-15,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214013,Myotis myotis,"Vidim, pivovarský sklep",5553a,2025,CELKOVE_HODNOCENI,Letouni,"Vidim, pivovarský sklep",15447654,6337930,2025-11-20,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214013,Myotis myotis,"Vidim, pivovarský sklep",5553a,2025,CELKOVE_SUM,Letouni,"Vidim, pivovarský sklep",15447654,6337930,2025-11-20,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214013,Myotis myotis,"Vidim, pivovarský sklep",5553a,2025,POP_PRESENCE,Letouni,"Vidim, pivovarský sklep",15447654,6337930,2025-11-20,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214013,Myotis myotis,Vojtěchov – pivovarský sklep,5553b,2021,CELKOVE_HODNOCENI,Letouni,Vojtěchov – pivovarský sklep,11777450,7050237,2021-02-04,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214013,Myotis myotis,Vojtěchov – pivovarský sklep,5553b,2021,CELKOVE_SUM,Letouni,Vojtěchov – pivovarský sklep,11777450,7050237,2021-02-04,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214013,Myotis myotis,Vojtěchov – pivovarský sklep,5553b,2021,POP_PRESENCE,Letouni,Vojtěchov – pivovarský sklep,11777450,7050237,2021-02-04,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214013,Myotis myotis,jeskyně Klemperka,5553c,2018,CELKOVE_HODNOCENI,Letouni,jeskyně Klemperka,10395502,6666189,2018-08-18,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214013,Myotis myotis,jeskyně Klemperka,5553c,2018,CELKOVE_SUM,Letouni,jeskyně Klemperka,10395502,6666189,2018-08-18,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214013,Myotis myotis,jeskyně Klemperka,5553c,2018,POP_PRESENCE,Letouni,jeskyně Klemperka,10395502,6666189,2018-08-18,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214013,Myotis myotis,jeskyně Klemperka a okolí,5553c,2020,CELKOVE_HODNOCENI,Letouni,jeskyně Klemperka a okolí,11236026,7598372,2020-10-04,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214013,Myotis myotis,jeskyně Klemperka a okolí,5553c,2020,CELKOVE_SUM,Letouni,jeskyně Klemperka a okolí,11236026,7598372,2020-10-04,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214013,Myotis myotis,jeskyně Klemperka a okolí,5553c,2020,POP_PRESENCE,Letouni,jeskyně Klemperka a okolí,11236026,7598372,2020-10-04,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214013,Myotis myotis,spodní místnost jeskyně Klemperka,5553c,2025,CELKOVE_HODNOCENI,Letouni,spodní místnost jeskyně Klemperka,13455989,968546,2025-01-23,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214013,Myotis myotis,spodní místnost jeskyně Klemperka,5553c,2025,CELKOVE_SUM,Letouni,spodní místnost jeskyně Klemperka,13455989,968546,2025-01-23,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214013,Myotis myotis,spodní místnost jeskyně Klemperka,5553c,2025,POP_PRESENCE,Letouni,spodní místnost jeskyně Klemperka,13455989,968546,2025-01-23,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214013,Myotis myotis,Želízy,5552d,2018,CELKOVE_HODNOCENI,Letouni,Želízy,"10525091, 10525106, 10525197, 10525198",6824192,2018-10-10,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214013,Myotis myotis,Želízy,5552d,2018,CELKOVE_SUM,Letouni,Želízy,"10525091, 10525106, 10525197, 10525198",6824192,2018-10-10,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214013,Myotis myotis,Želízy,5552d,2018,POP_PRESENCE,Letouni,Želízy,"10525091, 10525106, 10525197, 10525198",6824192,2018-10-10,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214016,Myotis myotis,Hulice,"18,""6256d""",2016,CELKOVE_HODNOCENI,Letouni,Hulice,9791797,6050012,2016-09-17,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214016,Myotis myotis,Hulice,"18,""6256d""",2016,CELKOVE_SUM,Letouni,Hulice,9791797,6050012,2016-09-17,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214016,Myotis myotis,Hulice,"18,""6256d""",2016,POP_PRESENCE,Letouni,Hulice,9791797,6050012,2016-09-17,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214016,Myotis myotis,Švihov - chodba v hrázi nádrže Želivka,6256d,2025,CELKOVE_HODNOCENI,Letouni,Švihov - chodba v hrázi nádrže Želivka,15620691,5063022,2025-02-27,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214016,Myotis myotis,Švihov - chodba v hrázi nádrže Želivka,6256d,2025,CELKOVE_SUM,Letouni,Švihov - chodba v hrázi nádrže Želivka,15620691,5063022,2025-02-27,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214016,Myotis myotis,Švihov - chodba v hrázi nádrže Želivka,6256d,2025,POP_PRESENCE,Letouni,Švihov - chodba v hrázi nádrže Želivka,15620691,5063022,2025-02-27,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214016,Myotis myotis,Želivka - most,6356b,2016,CELKOVE_HODNOCENI,Letouni,Želivka - most,9807809,5063023,2016-02-02,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214016,Myotis myotis,Želivka - most,6356b,2016,CELKOVE_SUM,Letouni,Želivka - most,9807809,5063023,2016-02-02,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214016,Myotis myotis,Želivka - most,6356b,2016,POP_PRESENCE,Letouni,Želivka - most,9807809,5063023,2016-02-02,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,3. štola u trati,6050d,2014,CELKOVE_HODNOCENI,Letouni,3. štola u trati,9371160,5668014,2014-01-25,1,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,3. štola u trati,6050d,2014,CELKOVE_SUM,Letouni,3. štola u trati,9371160,5668014,2014-01-25,1,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,3. štola u trati,6050d,2014,POP_PRESENCE,Letouni,3. štola u trati,9371160,5668014,2014-01-25,1,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,6050,"96,""6050b""",2012,CELKOVE_HODNOCENI,Letouni,6050,9012280,998160,2012-06-21,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,6050,"96,""6050b""",2012,CELKOVE_SUM,Letouni,6050,9012280,998160,2012-06-21,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,6050,"96,""6050b""",2012,POP_PRESENCE,Letouni,6050,9012280,998160,2012-06-21,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Alkazar,6050b,2022,CELKOVE_HODNOCENI,Letouni,Alkazar,12042196,8751395,2022-08-20,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Alkazar,6050b,2022,CELKOVE_SUM,Letouni,Alkazar,12042196,8751395,2022-08-20,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Alkazar,6050b,2022,POP_PRESENCE,Letouni,Alkazar,12042196,8751395,2022-08-20,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Alkazar - Kozel,6050b,2014,CELKOVE_HODNOCENI,Letouni,Alkazar - Kozel,9371164,5668015,2014-01-27,1,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Alkazar - Kozel,6050b,2014,CELKOVE_SUM,Letouni,Alkazar - Kozel,9371164,5668015,2014-01-27,1,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Alkazar - Kozel,6050b,2014,POP_PRESENCE,Letouni,Alkazar - Kozel,9371164,5668015,2014-01-27,1,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Amerika II.,6051a,2014,CELKOVE_HODNOCENI,Letouni,Amerika II.,9371168,5668016,2014-01-30,1,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Amerika II.,6051a,2014,CELKOVE_SUM,Letouni,Amerika II.,9371168,5668016,2014-01-30,1,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Amerika II.,6051a,2014,POP_PRESENCE,Letouni,Amerika II.,9371168,5668016,2014-01-30,1,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Aragonitová jeskyně,6050b,2012,CELKOVE_HODNOCENI,Letouni,Aragonitová jeskyně,9371173,5668018,2012-02-04,1,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Aragonitová jeskyně,6050b,2012,CELKOVE_SUM,Letouni,Aragonitová jeskyně,9371173,5668018,2012-02-04,1,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Aragonitová jeskyně,6050b,2012,POP_PRESENCE,Letouni,Aragonitová jeskyně,9371173,5668018,2012-02-04,1,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Barrandova jeskyně,6050d,2014,CELKOVE_HODNOCENI,Letouni,Barrandova jeskyně,9371179,5668019,2014-01-25,1,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Barrandova jeskyně,6050d,2014,CELKOVE_SUM,Letouni,Barrandova jeskyně,9371179,5668019,2014-01-25,1,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Barrandova jeskyně,6050d,2014,POP_PRESENCE,Letouni,Barrandova jeskyně,9371179,5668019,2014-01-25,1,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Beranův lom - štola,6050d,2013,CELKOVE_HODNOCENI,Letouni,Beranův lom - štola,"8902940, 9371182",5062322,2013-01-29,1,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Beranův lom - štola,6050d,2013,CELKOVE_SUM,Letouni,Beranův lom - štola,"8902940, 9371182",5062322,2013-01-29,1,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Beranův lom - štola,6050d,2013,POP_PRESENCE,Letouni,Beranův lom - štola,"8902940, 9371182",5062322,2013-01-29,1,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Budňany - Rudolfka,6051c,2019,CELKOVE_HODNOCENI,Letouni,Budňany - Rudolfka,10580551,6839204,2019-01-30,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Budňany - Rudolfka,6051c,2019,CELKOVE_SUM,Letouni,Budňany - Rudolfka,10580551,6839204,2019-01-30,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Budňany - Rudolfka,6051c,2019,POP_PRESENCE,Letouni,Budňany - Rudolfka,10580551,6839204,2019-01-30,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Budňany - sklep pod konírnou na hradě Karlštejn,6051c,2026,CELKOVE_HODNOCENI,Letouni,Budňany - sklep pod konírnou na hradě Karlštejn,15534170,6063083,2026-01-13,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Budňany - sklep pod konírnou na hradě Karlštejn,6051c,2026,CELKOVE_SUM,Letouni,Budňany - sklep pod konírnou na hradě Karlštejn,15534170,6063083,2026-01-13,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Budňany - sklep pod konírnou na hradě Karlštejn,6051c,2026,POP_PRESENCE,Letouni,Budňany - sklep pod konírnou na hradě Karlštejn,15534170,6063083,2026-01-13,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Chlum,6050d,2015,CELKOVE_HODNOCENI,Letouni,Chlum,9649231,5382358,2015-08-27,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Chlum,6050d,2015,CELKOVE_SUM,Letouni,Chlum,9649231,5382358,2015-08-27,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Chlum,6050d,2015,POP_PRESENCE,Letouni,Chlum,9649231,5382358,2015-08-27,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Chlumské jeskyně,6050d,2014,CELKOVE_HODNOCENI,Letouni,Chlumské jeskyně,9371225,5668034,2014-01-25,1,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Chlumské jeskyně,6050d,2014,CELKOVE_SUM,Letouni,Chlumské jeskyně,9371225,5668034,2014-01-25,1,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Chlumské jeskyně,6050d,2014,POP_PRESENCE,Letouni,Chlumské jeskyně,9371225,5668034,2014-01-25,1,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Devítikorunová jeskyně,6050b,2024,CELKOVE_HODNOCENI,Letouni,Devítikorunová jeskyně,12800850,5517096,2024-01-29,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Devítikorunová jeskyně,6050b,2024,CELKOVE_SUM,Letouni,Devítikorunová jeskyně,12800850,5517096,2024-01-29,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Devítikorunová jeskyně,6050b,2024,POP_PRESENCE,Letouni,Devítikorunová jeskyně,12800850,5517096,2024-01-29,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Drahuščina štola,6050b,2014,CELKOVE_HODNOCENI,Letouni,Drahuščina štola,9371211,5668029,2014-01-30,1,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Drahuščina štola,6050b,2014,CELKOVE_SUM,Letouni,Drahuščina štola,9371211,5668029,2014-01-30,1,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Drahuščina štola,6050b,2014,POP_PRESENCE,Letouni,Drahuščina štola,9371211,5668029,2014-01-30,1,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Gaislerova štola,6051a,2014,CELKOVE_HODNOCENI,Letouni,Gaislerova štola,9371215,5668030,2014-01-30,1,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Gaislerova štola,6051a,2014,CELKOVE_SUM,Letouni,Gaislerova štola,9371215,5668030,2014-01-30,1,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Gaislerova štola,6051a,2014,POP_PRESENCE,Letouni,Gaislerova štola,9371215,5668030,2014-01-30,1,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,"Gaislerova štola, Liščí lom",6051a,2021,CELKOVE_HODNOCENI,Letouni,"Gaislerova štola, Liščí lom",11309016,7778940,2021-02-21,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,"Gaislerova štola, Liščí lom",6051a,2021,CELKOVE_SUM,Letouni,"Gaislerova štola, Liščí lom",11309016,7778940,2021-02-21,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,"Gaislerova štola, Liščí lom",6051a,2021,POP_PRESENCE,Letouni,"Gaislerova štola, Liščí lom",11309016,7778940,2021-02-21,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Hostim u Berouna,6050b,2024,CELKOVE_HODNOCENI,Letouni,Hostim u Berouna,13440834,10668629,2024-01-20,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Hostim u Berouna,6050b,2024,CELKOVE_SUM,Letouni,Hostim u Berouna,13440834,10668629,2024-01-20,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Hostim u Berouna,6050b,2024,POP_PRESENCE,Letouni,Hostim u Berouna,13440834,10668629,2024-01-20,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Hostim u Berouna - lom Alkazar,6050d,2022,CELKOVE_HODNOCENI,Letouni,Hostim u Berouna - lom Alkazar,12036136,1848161,2022-10-01,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Hostim u Berouna - lom Alkazar,6050d,2022,CELKOVE_SUM,Letouni,Hostim u Berouna - lom Alkazar,12036136,1848161,2022-10-01,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Hostim u Berouna - lom Alkazar,6050d,2022,POP_PRESENCE,Letouni,Hostim u Berouna - lom Alkazar,12036136,1848161,2022-10-01,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Hostim u Berouna - lom Alkazar prostřední štola (štola B),6050d,2025,CELKOVE_HODNOCENI,Letouni,Hostim u Berouna - lom Alkazar prostřední štola (štola B),15314217,12696213,2025-10-27,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Hostim u Berouna - lom Alkazar prostřední štola (štola B),6050d,2025,CELKOVE_SUM,Letouni,Hostim u Berouna - lom Alkazar prostřední štola (štola B),15314217,12696213,2025-10-27,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Hostim u Berouna - lom Alkazar prostřední štola (štola B),6050d,2025,POP_PRESENCE,Letouni,Hostim u Berouna - lom Alkazar prostřední štola (štola B),15314217,12696213,2025-10-27,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,"Hostim, štola Alkazar východ",6050d,2025,CELKOVE_HODNOCENI,Letouni,"Hostim, štola Alkazar východ",13772046,10809080,2025-02-22,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,"Hostim, štola Alkazar východ",6050d,2025,CELKOVE_SUM,Letouni,"Hostim, štola Alkazar východ",13772046,10809080,2025-02-22,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,"Hostim, štola Alkazar východ",6050d,2025,POP_PRESENCE,Letouni,"Hostim, štola Alkazar východ",13772046,10809080,2025-02-22,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,"Hostim, štola Alkazar západ",6050b,2025,CELKOVE_HODNOCENI,Letouni,"Hostim, štola Alkazar západ",13772047,10809081,2025-02-22,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,"Hostim, štola Alkazar západ",6050b,2025,CELKOVE_SUM,Letouni,"Hostim, štola Alkazar západ",13772047,10809081,2025-02-22,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,"Hostim, štola Alkazar západ",6050b,2025,POP_PRESENCE,Letouni,"Hostim, štola Alkazar západ",13772047,10809081,2025-02-22,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Houmelesí štola,6050d,2012,CELKOVE_HODNOCENI,Letouni,Houmelesí štola,"8522427, 9371219",5062687,2012-01-29,1,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Houmelesí štola,6050d,2012,CELKOVE_SUM,Letouni,Houmelesí štola,"8522427, 9371219",5062687,2012-01-29,1,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Houmelesí štola,6050d,2012,POP_PRESENCE,Letouni,Houmelesí štola,"8522427, 9371219",5062687,2012-01-29,1,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Houmelesí štoly,6050d,2026,CELKOVE_HODNOCENI,Letouni,Houmelesí štoly,15546613,998568,2026-01-24,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Houmelesí štoly,6050d,2026,CELKOVE_SUM,Letouni,Houmelesí štoly,15546613,998568,2026-01-24,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Houmelesí štoly,6050d,2026,POP_PRESENCE,Letouni,Houmelesí štoly,15546613,998568,2026-01-24,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,JK10,6050b,2023,CELKOVE_HODNOCENI,Letouni,JK10,12746998,9560245,2023-06-27,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,JK10,6050b,2023,CELKOVE_SUM,Letouni,JK10,12746998,9560245,2023-06-27,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,JK10,6050b,2023,POP_PRESENCE,Letouni,JK10,12746998,9560245,2023-06-27,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,JK23,6050b,2023,CELKOVE_HODNOCENI,Letouni,JK23,12747161,9560297,2023-07-23,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,JK23,6050b,2023,CELKOVE_SUM,Letouni,JK23,12747161,9560297,2023-07-23,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,JK23,6050b,2023,POP_PRESENCE,Letouni,JK23,12747161,9560297,2023-07-23,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Jeskyně Arnoldka,6050b,2026,CELKOVE_HODNOCENI,Letouni,Jeskyně Arnoldka,15555330,998515,2026-01-31,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Jeskyně Arnoldka,6050b,2026,CELKOVE_SUM,Letouni,Jeskyně Arnoldka,15555330,998515,2026-01-31,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Jeskyně Arnoldka,6050b,2026,POP_PRESENCE,Letouni,Jeskyně Arnoldka,15555330,998515,2026-01-31,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Jeskyně Dynamitka,6050d,2013,CELKOVE_HODNOCENI,Letouni,Jeskyně Dynamitka,8902939,5062320,2013-01-29,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Jeskyně Dynamitka,6050d,2013,CELKOVE_SUM,Letouni,Jeskyně Dynamitka,8902939,5062320,2013-01-29,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Jeskyně Dynamitka,6050d,2013,POP_PRESENCE,Letouni,Jeskyně Dynamitka,8902939,5062320,2013-01-29,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Jeskyně Marie,6050d,2012,CELKOVE_HODNOCENI,Letouni,Jeskyně Marie,8534312,5069000,2012-01-30,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Jeskyně Marie,6050d,2012,CELKOVE_SUM,Letouni,Jeskyně Marie,8534312,5069000,2012-01-30,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Jeskyně Marie,6050d,2012,POP_PRESENCE,Letouni,Jeskyně Marie,8534312,5069000,2012-01-30,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Jeskyně Metro,6050d,2015,CELKOVE_HODNOCENI,Letouni,Jeskyně Metro,9544918,5068733,2015-02-02,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Jeskyně Metro,6050d,2015,CELKOVE_SUM,Letouni,Jeskyně Metro,9544918,5068733,2015-02-02,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Jeskyně Metro,6050d,2015,POP_PRESENCE,Letouni,Jeskyně Metro,9544918,5068733,2015-02-02,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Jeskyně Nad Kačákem,6050b,2015,CELKOVE_HODNOCENI,Letouni,Jeskyně Nad Kačákem,9544989,5068732,2015-02-05,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Jeskyně Nad Kačákem,6050b,2015,CELKOVE_SUM,Letouni,Jeskyně Nad Kačákem,9544989,5068732,2015-02-05,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Jeskyně Nad Kačákem,6050b,2015,POP_PRESENCE,Letouni,Jeskyně Nad Kačákem,9544989,5068732,2015-02-05,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Kadidelnice,6050d,2013,CELKOVE_HODNOCENI,Letouni,Kadidelnice,"8902937, 9371256",5062318,2013-01-27,1,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Kadidelnice,6050d,2013,CELKOVE_SUM,Letouni,Kadidelnice,"8902937, 9371256",5062318,2013-01-27,1,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Kadidelnice,6050d,2013,POP_PRESENCE,Letouni,Kadidelnice,"8902937, 9371256",5062318,2013-01-27,1,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Karlštejn,6051c,2014,CELKOVE_HODNOCENI,Letouni,Karlštejn,9371260,5668045,2014-07-10,1,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Myotis myotis,Karlštejn,6051c,2014,CELKOVE_SUM,Letouni,Karlštejn,9371260,5668045,2014-07-10,1,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Myotis myotis,Karlštejn,6051c,2014,POP_PRESENCE,Letouni,Karlštejn,9371260,5668045,2014-07-10,1,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Myotis myotis,Karlštejn - hrad Císařský palác,6051c,2024,CELKOVE_HODNOCENI,Letouni,Karlštejn - hrad Císařský palác,13057185,1003762,2024-07-24,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
