kod_chu,DRUH,POLE,POSLEDNI_NALEZ
CZ0624119,Blicca bjoerkna,7267a,2014-05-14
CZ0624119,Blicca bjoerkna,7267c,2025-09-30
CZ0624119,Blicca bjoerkna,7267d,2016-09-07
CZ0624119,Blicca bjoerkna,7268a,2013-10-27
CZ0624119,Blicca bjoerkna,7268c,2019-10-31
CZ0624119,Blicca bjoerkna,7367a,2019-08-28
CZ0624119,Blicca bjoerkna,7367b,2021-08-17
CZ0624119,Blicca bjoerkna,7367d,2019-11-08
CZ0624119,Bombina bombina,"18,""7268c""",2025-07-20
CZ0624119,Bombina bombina,"52,""7268c""",2002-05-15
CZ0624119,Bombina bombina,"63,""7267a""",2002-01-01
CZ0624119,Bombina bombina,7168c,2018-06-29
CZ0624119,Bombina bombina,7168d,2025-07-20
CZ0624119,Bombina bombina,7267c,2024-05-12
CZ0624119,Bombina bombina,7267d,2024-03-03
CZ0624119,Bombina bombina,7268a,2025-07-20
CZ0624119,Bombina bombina,7268c,2025-05-21
CZ0624119,Bombina bombina,7367b,2025-07-20
CZ0624119,Bombina bombina,7367d,2025-07-20
CZ0624119,Castor fiber,"01,""7267d""",2017-02-11
CZ0624119,Castor fiber,"01,""7268a""",2017-02-11
CZ0624119,Castor fiber,"01,""7367b""",2020-02-01
CZ0624119,Castor fiber,"01,""7367d""",2020-02-01
CZ0624119,Castor fiber,"06,""7367d""",2020-02-01
CZ0624119,Castor fiber,"07,""7268a""",1999-01-01
CZ0624119,Castor fiber,"15,""7268c""",2017-02-11
CZ0624119,Castor fiber,"17,""7367b""",2020-02-01
CZ0624119,Castor fiber,"19,""7268a""",2017-02-11
CZ0624119,Castor fiber,"19,""7367b""",2017-02-11
CZ0624119,Castor fiber,"25,""7267d""",2018-03-01
CZ0624119,Castor fiber,"26,""7267d""",2018-03-01
CZ0624119,Castor fiber,"29,""7367a""",2017-02-11
CZ0624119,Castor fiber,"32,""7267d""",2017-02-11
CZ0624119,Castor fiber,"34,""7268c""",2017-02-11
CZ0624119,Castor fiber,"35,""7267b""",1999-01-01
CZ0624119,Castor fiber,"37,""7367d""",2018-03-01
CZ0624119,Castor fiber,"4,""7367b""",2020-02-01
CZ0624119,Castor fiber,"42,""7268a""",2017-02-11
CZ0624119,Castor fiber,"43,""7367a""",2018-03-01
CZ0624119,Castor fiber,"43,""7367b""",2020-02-01
CZ0624119,Castor fiber,"44,""7268c""",2018-03-01
CZ0624119,Castor fiber,"48,""7367b""",2017-02-11
CZ0624119,Castor fiber,"52,""7268c""",1999-01-01
CZ0624119,Castor fiber,"52,""7367b""",2017-02-11
CZ0624119,Castor fiber,"54,""7367d""",2018-03-01
CZ0624119,Castor fiber,"55,""7367a""",2020-02-01
CZ0624119,Castor fiber,"57,""7367b""",2020-02-01
CZ0624119,Castor fiber,"61,""7267d""",2017-02-11
CZ0624119,Castor fiber,"63,""7267a""",2002-01-01
CZ0624119,Castor fiber,"63,""7367d""",2000-01-01
CZ0624119,Castor fiber,"64,""7367b""",2017-02-11
CZ0624119,Castor fiber,"7,""7367a""",2017-02-11
CZ0624119,Castor fiber,"7,""7367b""",2020-02-01
CZ0624119,Castor fiber,7168c,2017-02-11
CZ0624119,Castor fiber,7168d,2025-10-01
CZ0624119,Castor fiber,7267a,2011-01-01
CZ0624119,Castor fiber,7267c,2026-02-16
CZ0624119,Castor fiber,7267d,2026-03-15
CZ0624119,Castor fiber,7268a,2018-11-07
CZ0624119,Castor fiber,7268c,2025-11-25
CZ0624119,Castor fiber,7367a,2018-03-01
CZ0624119,Castor fiber,7367b,2026-01-03
CZ0624119,Castor fiber,7367d,2026-03-09
CZ0624119,Castor fiber,"97,""7268a""",2017-02-11
CZ0624119,Castor fiber,"98,""7267d""",2018-03-01
CZ0624119,Castor fiber,"98,""7268c""",2017-02-11
CZ0624119,Castor fiber,"99,""7267d""",2000-01-01
CZ0624119,Castor fiber,"99,""7268a""",2018-03-01
CZ0624119,Castor fiber,"99,""7367b""",2020-02-01
CZ0624119,Cerambyx cerdo,"01,""7267b""",2008-09-23
CZ0624119,Cerambyx cerdo,"69,""7267c""",2000-05-11
CZ0624119,Cerambyx cerdo,7168c,2023-09-07
CZ0624119,Cerambyx cerdo,7168d,2023-09-13
CZ0624119,Cerambyx cerdo,7267c,2025-07-29
CZ0624119,Cerambyx cerdo,7267d,2025-06-01
CZ0624119,Cerambyx cerdo,7268a,2023-10-14
CZ0624119,Cerambyx cerdo,7268b,2023-11-25
CZ0624119,Cerambyx cerdo,7268c,2023-10-17
CZ0624119,Cerambyx cerdo,7367a,2014-05-27
CZ0624119,Cerambyx cerdo,7367b,2023-06-25
CZ0624119,Cerambyx cerdo,7367d,2025-05-31
CZ0624119,Cerambyx cerdo,"94,""7267a""",2001-06-05
CZ0624119,Cobitis elongatoides,7267c,2014-06-13
CZ0624119,Cobitis elongatoides,7367b,2015-06-12
CZ0624119,Cobitis elongatoides,7367d,2019-10-31
CZ0624119,Cobitis sp.,"72,""7267c""",2000-01-01
CZ0624119,Cobitis sp.,7267c,2020-11-24
CZ0624119,Cobitis sp.,7268c,2011-06-30
CZ0624119,Cobitis sp.,7367b,2022-04-14
CZ0624119,Cobitis sp.,7367d,2023-09-07
CZ0624119,Cucujus cinnaberinus,7168d,2020-05-05
CZ0624119,Cucujus cinnaberinus,7267c,2024-05-11
CZ0624119,Cucujus cinnaberinus,7267d,2020-07-03
CZ0624119,Cucujus cinnaberinus,7268a,2023-03-10
CZ0624119,Cucujus cinnaberinus,7268c,2020-06-21
CZ0624119,Cucujus cinnaberinus,7367a,2020-07-03
CZ0624119,Cucujus cinnaberinus,7367b,2020-07-03
CZ0624119,Cucujus cinnaberinus,7367d,2020-07-03
CZ0624119,Emys orbicularis,7267c,2019-07-01
CZ0624119,Emys orbicularis,7268a,2015-08-20
CZ0624119,Emys orbicularis,7268c,2013-05-12
CZ0624119,Emys orbicularis,7367d,2018-07-14
CZ0624119,Eriogaster catax,7267d,2023-12-19
CZ0624119,Euphydryas maturna,7268a,2006-08-17
CZ0624119,Euphydryas maturna,"96,""7267c""",2004-05-20
CZ0624119,Euplagia quadripunctaria,"12,""7168d""",2024-07-26
CZ0624119,Euplagia quadripunctaria,"52,""7367b""",2005-08-11
CZ0624119,Euplagia quadripunctaria,7267c,2024-07-27
CZ0624119,Euplagia quadripunctaria,7267d,2005-07-30
CZ0624119,Euplagia quadripunctaria,7268a,2024-07-19
CZ0624119,Euplagia quadripunctaria,7367b,2021-08-18
CZ0624119,Euplagia quadripunctaria,7367d,2021-08-18
CZ0624119,Euplagia quadripunctaria,"83,""7168c""",2024-07-19
CZ0624119,Graphoderus bilineatus,7367b,2013-08-28
CZ0624119,Graphoderus bilineatus,7367d,2021-05-21
CZ0624119,Gymnocephalus baloni,"65,""7367b""",2001-01-01
CZ0624119,Gymnocephalus baloni,"72,""7267c""",2001-01-01
CZ0624119,Gymnocephalus baloni,7267c,2015-06-12
CZ0624119,Gymnocephalus baloni,7367a,2018-09-19
CZ0624119,Gymnocephalus baloni,7367b,2018-09-19
CZ0624119,Gymnocephalus baloni,7367d,2019-11-08
CZ0624119,Gymnocephalus baloni,"81,""7367b""",2001-01-01
CZ0624119,Gymnocephalus schraetser,"65,""7367b""",2001-01-01
CZ0624119,Gymnocephalus schraetser,"72,""7267c""",2001-01-01
CZ0624119,Gymnocephalus schraetser,7267a,2012-11-01
CZ0624119,Gymnocephalus schraetser,7367a,2018-09-19
CZ0624119,Gymnocephalus schraetser,7367b,2019-01-03
CZ0624119,Gymnocephalus schraetser,7367d,2012-08-28
CZ0624119,Lemna trisulca,7267c,2014-08-25
CZ0624119,Lemna trisulca,7267d,2025-07-14
CZ0624119,Lemna trisulca,7268a,2006-09-28
CZ0624119,Lemna trisulca,7268c,2025-05-10
CZ0624119,Lemna trisulca,7367b,2025-07-23
CZ0624119,Lemna trisulca,7367d,2017-06-17
CZ0624119,Lemna trisulca,"76,""7267d""",2019-04-01
CZ0624119,Lemna trisulca,"96,""7268c""",2025-07-23
CZ0624119,Leuciscus aspius,"4,""7268c""",1995-01-01
CZ0624119,Leuciscus aspius,7168c,2004-10-21
CZ0624119,Leuciscus aspius,7168d,2002-07-25
CZ0624119,Leuciscus aspius,"72,""7267c""",2000-01-01
CZ0624119,Leuciscus aspius,7267a,2012-07-09
CZ0624119,Leuciscus aspius,7267c,2025-09-30
CZ0624119,Leuciscus aspius,7268a,2012-10-05
CZ0624119,Leuciscus aspius,7268c,2019-10-31
CZ0624119,Leuciscus aspius,7367a,2014-06-13
CZ0624119,Leuciscus aspius,7367b,2023-09-08
CZ0624119,Leuciscus aspius,7367d,2023-07-03
CZ0624119,Limoniscus violaceus,7267c,2002-03-05
CZ0624119,Lucanus cervus,7168c,2015-01-01
CZ0624119,Lucanus cervus,7168d,2020-07-10
CZ0624119,Lucanus cervus,7267c,2025-06-26
CZ0624119,Lucanus cervus,7267d,2025-06-10
CZ0624119,Lucanus cervus,7268a,2023-05-21
CZ0624119,Lucanus cervus,7268b,2024-06-01
CZ0624119,Lucanus cervus,7268c,2025-06-17
CZ0624119,Lucanus cervus,7367a,2014-05-27
CZ0624119,Lucanus cervus,7367b,2025-05-21
CZ0624119,Lucanus cervus,7367d,2025-05-31
CZ0624119,Lutra lutra,"52,""7268c""",2004-07-01
CZ0624119,Lutra lutra,7168c,2016-10-21
CZ0624119,Lutra lutra,7168d,2025-10-01
CZ0624119,Lutra lutra,7267a,2006-10-20
CZ0624119,Lutra lutra,7267b,2025-11-12
CZ0624119,Lutra lutra,7267c,2026-03-08
CZ0624119,Lutra lutra,7267d,2026-03-15
CZ0624119,Lutra lutra,7268a,2025-11-25
CZ0624119,Lutra lutra,7268c,2026-01-04
CZ0624119,Lutra lutra,7367b,2026-03-09
CZ0624119,Lutra lutra,7367d,2026-02-26
CZ0624119,Lutra lutra,"96,""7267a""",2007-01-01
CZ0624119,Lutra lutra,"96,""7267b""",2007-01-01
CZ0624119,Lutra lutra,"96,""7267c""",2007-01-01
CZ0624119,Lutra lutra,"96,""7267d""",2007-01-01
CZ0624119,Lutra lutra,"96,""7367a""",2007-01-01
CZ0624119,Lutra lutra,"96,""7367b""",2007-01-01
CZ0624119,Lutra lutra,"96,""7367c""",2007-01-01
CZ0624119,Lutra lutra,"96,""7367d""",2007-01-01
CZ0624119,Lycaena dispar,"03,""7267c""",2005-08-30
CZ0624119,Lycaena dispar,"15,""7367d""",2005-08-30
CZ0624119,Lycaena dispar,"32,""7367b""",2005-08-30
CZ0624119,Lycaena dispar,"45,""7367d""",2001-05-01
CZ0624119,Lycaena dispar,"52,""7168d""",2024-07-26
CZ0624119,Lycaena dispar,"67,""7267d""",2023-08-11
CZ0624119,Lycaena dispar,7267c,2024-07-05
CZ0624119,Lycaena dispar,7267d,2024-09-02
CZ0624119,Lycaena dispar,7268a,2023-08-23
CZ0624119,Lycaena dispar,7268c,2025-05-03
CZ0624119,Lycaena dispar,7367b,2023-09-11
CZ0624119,Lycaena dispar,7367d,2021-09-06
CZ0624119,Lycaena dispar,"75,""7268a""",2024-07-19
CZ0624119,Lycaena dispar,"76,""7267d""",2005-08-30
CZ0624119,Lycaena dispar,"83,""7168c""",2024-08-15
CZ0624119,Lycaena dispar,"96,""7267a""",2008-05-31
CZ0624119,Lycaena dispar,"96,""7267b""",2008-05-31
CZ0624119,Lycaena dispar,"96,""7267c""",2008-05-31
CZ0624119,Lycaena dispar,"96,""7267d""",2008-05-31
CZ0624119,Lycaena dispar,"96,""7367a""",1995-01-01
CZ0624119,Lycaena dispar,"96,""7367b""",1995-01-01
CZ0624119,Lycaena dispar,"96,""7367c""",1995-01-01
CZ0624119,Lycaena dispar,"96,""7367d""",1995-01-01
CZ0624119,Lycaena dispar,"99,""7267d""",1995-01-01
CZ0624119,Misgurnus fossilis,"18,""7367d""",2000-01-01
CZ0624119,Misgurnus fossilis,7168d,2000-01-01
CZ0624119,Misgurnus fossilis,7267c,2023-06-05
CZ0624119,Misgurnus fossilis,7267d,2022-05-16
CZ0624119,Misgurnus fossilis,7268a,2020-05-23
CZ0624119,Misgurnus fossilis,7268c,2023-05-02
CZ0624119,Misgurnus fossilis,7367b,2023-09-08
CZ0624119,Misgurnus fossilis,7367d,2023-07-03
CZ0624119,Misgurnus fossilis,"89,""7367a""",2000-01-01
CZ0624119,Misgurnus fossilis,"92,""7367d""",2000-01-01
CZ0624119,Myotis alcathoe/emarginatus,7367b,2015-07-23
CZ0624119,Myotis bechsteinii,"52,""7367b""",1989-01-01
CZ0624119,Myotis bechsteinii,7367b,2015-07-23
CZ0624119,Myotis bechsteinii,"96,""7267a""",2011-06-21
CZ0624119,Myotis bechsteinii,"96,""7267b""",2011-06-21
CZ0624119,Myotis bechsteinii,"96,""7267c""",2011-06-21
CZ0624119,Myotis bechsteinii,"96,""7267d""",2011-06-21
CZ0624119,Myotis bechsteinii,"96,""7367a""",2011-06-21
CZ0624119,Myotis bechsteinii,"96,""7367b""",2011-06-21
CZ0624119,Myotis bechsteinii,"96,""7367c""",2011-06-21
CZ0624119,Myotis bechsteinii,"96,""7367d""",2011-06-21
CZ0624119,Myotis dasycneme,"52,""7367b""",2000-01-01
CZ0624119,Myotis dasycneme,"96,""7367a""",2011-06-21
CZ0624119,Myotis dasycneme,"96,""7367b""",2011-06-21
CZ0624119,Myotis dasycneme,"96,""7367c""",2011-06-21
CZ0624119,Myotis dasycneme,"96,""7367d""",2011-06-21
CZ0624119,Myotis emarginatus,7367b,2014-05-21
CZ0624119,Myotis emarginatus,"96,""7267a""",2011-06-21
CZ0624119,Myotis emarginatus,"96,""7267b""",2011-06-21
CZ0624119,Myotis emarginatus,"96,""7267c""",2011-06-21
CZ0624119,Myotis emarginatus,"96,""7267d""",2011-06-21
CZ0624119,Myotis emarginatus,"96,""7367a""",2011-06-21
CZ0624119,Myotis emarginatus,"96,""7367b""",2011-06-21
CZ0624119,Myotis emarginatus,"96,""7367c""",2011-06-21
CZ0624119,Myotis emarginatus,"96,""7367d""",2011-06-21
CZ0624119,Myotis myotis,7367b,2015-06-24
CZ0624119,Myotis myotis,"96,""7267a""",2012-06-21
CZ0624119,Myotis myotis,"96,""7267b""",2012-06-21
CZ0624119,Myotis myotis,"96,""7267c""",2012-06-21
CZ0624119,Myotis myotis,"96,""7267d""",2012-06-21
CZ0624119,Ophiogomphus cecilia,"41,""7367b""",2003-07-02
CZ0624119,Ophiogomphus cecilia,7267c,2019-08-15
CZ0624119,Ophiogomphus cecilia,7267d,2008-07-22
CZ0624119,Ophiogomphus cecilia,7268a,2020-06-30
CZ0624119,Ophiogomphus cecilia,7268b,2019-07-26
CZ0624119,Ophiogomphus cecilia,7268c,2020-06-30
CZ0624119,Ophiogomphus cecilia,7367b,2019-07-25
CZ0624119,Ophiogomphus cecilia,7367d,2019-08-15
CZ0624119,Osmoderma barnabita,"01,""7267b""",2008-09-23
CZ0624119,Osmoderma barnabita,7168c,2009-09-25
CZ0624119,Osmoderma barnabita,7168d,2023-08-24
CZ0624119,Osmoderma barnabita,7267a,2014-12-04
CZ0624119,Osmoderma barnabita,7267c,2022-04-11
CZ0624119,Osmoderma barnabita,7267d,2022-04-11
CZ0624119,Osmoderma barnabita,7268a,2022-04-10
CZ0624119,Osmoderma barnabita,7268c,2022-04-10
CZ0624119,Osmoderma barnabita,7367b,2022-04-11
CZ0624119,Osmoderma barnabita,7367d,2022-04-11
CZ0624119,Pelecus cultratus,"22,""7367d""",2001-01-01
CZ0624119,Pelecus cultratus,"72,""7267c""",2001-01-01
CZ0624119,Pelecus cultratus,7267a,2010-06-14
CZ0624119,Pelecus cultratus,7267c,2009-06-15
CZ0624119,Pelecus cultratus,7367d,2012-08-28
CZ0624119,Phengaris nausithous,7267c,2012-08-09
CZ0624119,Phengaris nausithous,"99,""7267d""",2007-08-09
CZ0624119,Phengaris teleius,"75,""7268a""",2024-07-19
CZ0624119,Rhinolophus hipposideros,7267d,2006-07-07
CZ0624119,Rhinolophus hipposideros,"96,""7267a""",2012-06-21
CZ0624119,Rhinolophus hipposideros,"96,""7267b""",2012-06-21
CZ0624119,Rhinolophus hipposideros,"96,""7267c""",2012-06-21
CZ0624119,Rhinolophus hipposideros,"96,""7267d""",2012-06-21
CZ0624119,Rhodeus amarus,"01,""7268a""",2000-01-01
CZ0624119,Rhodeus amarus,"14,""7367b""",2000-01-01
CZ0624119,Rhodeus amarus,"4,""7268c""",2002-01-01
CZ0624119,Rhodeus amarus,"53,""7267b""",2000-01-01
CZ0624119,Rhodeus amarus,"69,""7367b""",1999-01-01
CZ0624119,Rhodeus amarus,7168c,2004-10-21
CZ0624119,Rhodeus amarus,7168d,2002-07-25
CZ0624119,Rhodeus amarus,"72,""7267c""",2000-01-01
CZ0624119,Rhodeus amarus,7267a,2020-10-10
CZ0624119,Rhodeus amarus,7267c,2025-09-30
CZ0624119,Rhodeus amarus,7267d,2023-06-05
CZ0624119,Rhodeus amarus,7268a,2021-04-23
CZ0624119,Rhodeus amarus,7268b,2014-07-28
CZ0624119,Rhodeus amarus,7268c,2021-05-23
CZ0624119,Rhodeus amarus,7367a,2019-08-28
CZ0624119,Rhodeus amarus,7367b,2023-09-12
CZ0624119,Rhodeus amarus,7367d,2023-07-03
CZ0624119,Rhodeus amarus,"89,""7367a""",1999-01-01
CZ0624119,Rhodeus amarus,"92,""7367d""",2000-01-01
CZ0624119,Rhysodes sulcatus,7168d,2015-01-01
CZ0624119,Rhysodes sulcatus,7267d,2015-01-01
CZ0624119,Rhysodes sulcatus,7268a,2020-06-22
CZ0624119,Rhysodes sulcatus,"9,""7168d""",2020-06-22
CZ0624119,Romanogobio vladykovi,"37,""7367b""",2000-01-01
CZ0624119,Romanogobio vladykovi,"65,""7367b""",2000-01-01
CZ0624119,Romanogobio vladykovi,7168c,2004-10-21
CZ0624119,Romanogobio vladykovi,"72,""7267c""",2000-01-01
CZ0624119,Romanogobio vladykovi,7267a,2011-10-26
CZ0624119,Romanogobio vladykovi,7267c,2025-09-30
CZ0624119,Romanogobio vladykovi,7267d,2023-06-05
CZ0624119,Romanogobio vladykovi,7268a,2020-05-12
CZ0624119,Romanogobio vladykovi,7268c,2020-05-12
CZ0624119,Romanogobio vladykovi,7367b,2023-06-05
CZ0624119,Romanogobio vladykovi,7367d,2022-09-07
CZ0624119,Rosalia alpina,7168d,2023-11-25
CZ0624119,Rosalia alpina,7267c,2025-07-29
CZ0624119,Rosalia alpina,7267d,2021-07-21
CZ0624119,Rosalia alpina,7268a,2023-10-14
CZ0624119,Rosalia alpina,7268b,2022-06-26
CZ0624119,Rosalia alpina,7268c,2025-06-10
CZ0624119,Rosalia alpina,7367a,2020-07-03
CZ0624119,Rosalia alpina,7367b,2024-06-22
CZ0624119,Rosalia alpina,7367d,2025-05-31
CZ0624119,Rosalia alpina,"79,""7268b""",2001-07-01
CZ0624119,Rumex sp.,7367b,2001-08-02
CZ0624119,Rutilus virgo,7267a,2016-01-31
CZ0624119,Salmo trutta,7267c,2019-01-01
CZ0624119,Sanguisorba officinalis,"01,""7267c""",2025-05-26
CZ0624119,Sanguisorba officinalis,"11,""7168c""",2024-05-13
CZ0624119,Sanguisorba officinalis,"13,""7268c""",2025-05-10
CZ0624119,Sanguisorba officinalis,"28,""7267d""",2010-08-29
CZ0624119,Sanguisorba officinalis,"39,""7168c""",2010-08-13
CZ0624119,Sanguisorba officinalis,"4,""7268c""",2025-05-10
CZ0624119,Sanguisorba officinalis,"5,""7168c""",2024-05-13
CZ0624119,Sanguisorba officinalis,"5,""7267d""",2025-05-01
CZ0624119,Sanguisorba officinalis,"54,""7268c""",2025-05-10
CZ0624119,Sanguisorba officinalis,"62,""7268c""",2010-08-29
CZ0624119,Sanguisorba officinalis,"66,""7267d""",2012-09-05
CZ0624119,Sanguisorba officinalis,"67,""7267c""",2012-09-06
CZ0624119,Sanguisorba officinalis,"68,""7267d""",2025-05-10
CZ0624119,Sanguisorba officinalis,"71,""7268c""",2025-05-10
CZ0624119,Sanguisorba officinalis,7168c,2010-08-13
CZ0624119,Sanguisorba officinalis,7168d,2024-10-17
CZ0624119,Sanguisorba officinalis,7267c,2025-05-26
CZ0624119,Sanguisorba officinalis,7267d,2025-08-14
CZ0624119,Sanguisorba officinalis,7268a,2025-09-29
CZ0624119,Sanguisorba officinalis,7268c,2019-06-04
CZ0624119,Sanguisorba officinalis,"73,""7267c""",2004-09-12
CZ0624119,Sanguisorba officinalis,7367b,2025-07-23
CZ0624119,Sanguisorba officinalis,7367d,2012-08-27
CZ0624119,Sanguisorba officinalis,"76,""7267d""",2019-04-01
CZ0624119,Sanguisorba officinalis,"76,""7268a""",2024-05-13
CZ0624119,Sanguisorba officinalis,"77,""7268c""",2025-05-10
CZ0624119,Sanguisorba officinalis,"86,""7168c""",2010-08-13
CZ0624119,Sanguisorba officinalis,"88,""7268c""",2010-08-29
CZ0624119,Sanguisorba officinalis,"89,""7268a""",2010-08-13
CZ0624119,Sanguisorba officinalis,"96,""7268c""",2025-07-23
CZ0624119,Sanguisorba officinalis,"99,""7267d""",2010-08-29
CZ0624119,Scardinius erythrophthalmus,7267a,2010-08-04
CZ0624119,Scardinius erythrophthalmus,7267c,2025-08-12
CZ0624119,Scardinius erythrophthalmus,7267d,2021-04-23
CZ0624119,Scardinius erythrophthalmus,7268a,2021-04-25
CZ0624119,Scardinius erythrophthalmus,7268c,2004-01-01
CZ0624119,Scardinius erythrophthalmus,7367a,2019-08-28
CZ0624119,Scardinius erythrophthalmus,7367b,2021-05-22
CZ0624119,Scardinius erythrophthalmus,7367d,2024-06-22
CZ0624119,Spermophilus citellus,"01,""7367b""",2001-08-15
CZ0624119,Spermophilus citellus,"99,""7267d""",2002-01-01
CZ0624119,Triturus dobrogicus,"18,""7268c""",2025-07-20
CZ0624119,Triturus dobrogicus,7168c,2018-06-29
CZ0624119,Triturus dobrogicus,7168d,2025-07-20
CZ0624119,Triturus dobrogicus,7267c,2024-05-12
CZ0624119,Triturus dobrogicus,7267d,2023-04-17
CZ0624119,Triturus dobrogicus,7268a,2025-07-20
CZ0624119,Triturus dobrogicus,7268c,2024-07-11
CZ0624119,Triturus dobrogicus,7367b,2025-07-20
CZ0624119,Triturus dobrogicus,7367d,2025-07-20
CZ0624119,Unio crassus,7267a,2023-11-25
CZ0624119,Unio crassus,7267c,2023-11-25
CZ0624119,Unio crassus,7268a,2012-09-26
CZ0624119,Unio crassus,7367b,2025-11-22
CZ0624119,Unio crassus,7367d,2023-10-07
CZ0624119,Zingel streber,7267a,2011-08-14
CZ0624119,Zingel streber,7267c,2009-08-24
CZ0624119,Zingel streber,7367b,2011-08-27
CZ0624119,Zingel streber,7367d,2019-10-31
CZ0624119,Zingel zingel,"65,""7367b""",2001-01-01
CZ0624119,Zingel zingel,"72,""7267c""",2001-01-01
CZ0624119,Zingel zingel,7267a,2020-11-15
CZ0624119,Zingel zingel,7267c,2014-05-14
CZ0624119,Zingel zingel,7367a,2018-09-19
CZ0624119,Zingel zingel,7367b,2020-09-22
CZ0624119,Zingel zingel,7367d,2012-08-28
CZ0624128,Cerambyx cerdo,"43,""6963b""",2004-01-01
CZ0624128,Cerambyx cerdo,6963b,2025-04-22
CZ0624128,Cerambyx cerdo,6963d,2024-08-27
CZ0624128,Cerambyx cerdo,6964a,2016-02-02
CZ0624128,Cerambyx cerdo,"77,""6963b""",2012-06-22
CZ0624128,Cucujus cinnaberinus,6964a,2015-05-11
CZ0624128,Dianthus moravicus,6963b,2022-05-28
CZ0624128,Dianthus moravicus,6963d,2022-06-09
CZ0624128,Euplagia quadripunctaria,6963b,2023-08-16
CZ0624128,Euplagia quadripunctaria,6964a,2016-07-29
CZ0624128,Lucanus cervus,"43,""6963b""",2004-01-01
CZ0624128,Lucanus cervus,6963b,2025-06-25
CZ0624128,Lucanus cervus,6963d,2021-07-05
CZ0624128,Lucanus cervus,6964a,2015-05-11
CZ0624128,Lucanus cervus,"77,""6963b""",2012-06-22
CZ0624128,Lutra lutra,6963b,2006-10-22
CZ0624128,Myotis myotis,"43,""6963b""",2005-04-14
CZ0624128,Pulsatilla grandis,"41,""6963b""",2011-05-04
CZ0624128,Pulsatilla grandis,"46,""6964a""",2022-05-29
CZ0624128,Pulsatilla grandis,"6,""6963b""",2009-04-01
CZ0624128,Pulsatilla grandis,6963b,2024-04-16
CZ0624128,Pulsatilla grandis,6963d,2024-04-16
CZ0624128,Pulsatilla grandis,6964a,2024-04-04
CZ0624128,Pulsatilla grandis,"91,""6964a""",2003-06-01
CZ0624128,Rhinolophus hipposideros,"43,""6963b""",2014-05-21
CZ0624128,Spermophilus citellus,"43,""6963b""",2005-04-14
CZ0624128,Unio crassus,6963b,2000-06-07
CZ0624129,Anodonta sp.,6666d,2021-04-26
CZ0624129,Bombina bombina,6666c,2013-08-02
CZ0624129,Cucujus cinnaberinus,6666c,2026-02-20
CZ0624129,Lutra lutra,6666c,2024-11-15
CZ0624129,Lycaena dispar,6666c,2025-08-06
CZ0624129,Phengaris nausithous,6666c,2025-08-06
CZ0624129,Sanguisorba officinalis,6666c,2025-07-22
CZ0624129,Triturus cristatus,6666c,2025-03-19
CZ0624129,Triturus cristatus,6666d,2021-05-27
CZ0624129,Triturus cristatus,"89,""6666c""",2022-04-27
CZ0624129,Vertigo angustior,6666c,2014-09-23
CZ0624130,Abramis brama,6666c,2022-03-23
CZ0624130,Anodonta sp.,6666c,2022-03-23
CZ0624130,Barbastella barbastellus,"53,""6666a""",2001-02-20
CZ0624130,Barbastella barbastellus,6566c,2026-03-03
CZ0624130,Barbastella barbastellus,6566d,2026-02-02
CZ0624130,Barbastella barbastellus,6666a,2026-02-06
CZ0624130,Barbastella barbastellus,6666b,2026-01-29
CZ0624130,Barbastella barbastellus,6666c,2026-01-30
CZ0624130,Barbastella barbastellus,6766a,2025-02-22
CZ0624130,Barbastella barbastellus,6766c,2026-01-23
CZ0624130,Barbastella barbastellus,6766d,2022-10-11
CZ0624130,Barbastella barbastellus,"96,""6666a""",2011-12-21
CZ0624130,Barbastella barbastellus,"96,""6666b""",2011-12-21
CZ0624130,Barbastella barbastellus,"96,""6666c""",2011-12-21
CZ0624130,Barbastella barbastellus,"96,""6666d""",2011-12-21
CZ0624130,Barbastella barbastellus,"96,""6766a""",2011-12-21
CZ0624130,Barbastella barbastellus,"96,""6766b""",2011-12-21
CZ0624130,Barbastella barbastellus,"96,""6766c""",2011-12-21
CZ0624130,Barbastella barbastellus,"96,""6766d""",2011-12-21
CZ0624130,Bombina bombina,6666b,2010-04-20
CZ0624130,Buxbaumia viridis,6566d,2025-12-11
CZ0624130,Buxbaumia viridis,6666a,2025-12-18
CZ0624130,Buxbaumia viridis,6666b,2025-12-11
CZ0624130,Buxbaumia viridis,6766a,2014-10-19
CZ0624130,Canis lupus,6666a,2025-11-07
CZ0624130,Castor fiber,6666a,2026-01-28
CZ0624130,Castor fiber,6666c,2024-05-05
CZ0624130,Castor fiber,6765d,2026-02-19
CZ0624130,Castor fiber,6766c,2026-02-19
CZ0624130,Cerambyx cerdo,6766c,1995-06-01
CZ0624130,Chamaecytisus sp.,6766c,2002-07-06
CZ0624130,Cottus gobio,"18,""6666c""",2001-01-01
CZ0624130,Cottus gobio,"21,""6666c""",2000-01-01
CZ0624130,Cottus gobio,6665d,2025-03-08
CZ0624130,Cottus gobio,6666a,2023-10-27
CZ0624130,Cottus gobio,6666b,2022-10-27
CZ0624130,Cottus gobio,6666c,2025-03-08
CZ0624130,Cottus gobio,6766a,2022-10-27
CZ0624130,Cottus gobio,6766c,2023-10-27
CZ0624130,Cottus gobio,6766d,2022-10-01
CZ0624130,Cucujus cinnaberinus,6566d,2022-10-17
CZ0624130,Cucujus cinnaberinus,6666b,2022-10-17
