typ_predmetu_hodnoceni;kod_chu;nazev_chu;druh;feature_code;hodnocene_obdobi_od;hodnocene_obdobi_do;oop;parametr_nazev;parametr_hodnota;parametr_limit;parametr_jednotka;stav;trend;datum_hodnoceni;pracoviste;ind_nadr;metodika
Druh;CZ0624099;Niva Dyje;Bombina bombina;1188;2022-04-30;2024-06-24;AOPK ČR - RP Jižní Morava, Krajský úřad Jihomoravského kraje;131;14;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0624099;Niva Dyje;Bombina bombina;1188;2022-04-30;2024-06-24;AOPK ČR - RP Jižní Morava, Krajský úřad Jihomoravského kraje;10;NA;NA;hodnocení dílčích parametrů;dobrý;zlepšující se;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0813457;Niva Olše - Věřňovice;Bombina variegata;1193;2022-05-09;2024-10-17;Krajský úřad Moravskoslezského kraje;27;66.67;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813457;Niva Olše - Věřňovice;Bombina variegata;1193;2022-05-09;2024-10-17;Krajský úřad Moravskoslezského kraje;21;14;NA;adulti;nehodnocen;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813457;Niva Olše - Věřňovice;Bombina variegata;1193;2022-05-09;2024-10-17;Krajský úřad Moravskoslezského kraje;22;80;NA;adulti;nehodnocen;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813457;Niva Olše - Věřňovice;Bombina variegata;1193;2022-05-09;2024-10-17;Krajský úřad Moravskoslezského kraje;80;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813457;Niva Olše - Věřňovice;Bombina variegata;1193;2022-05-09;2024-10-17;Krajský úřad Moravskoslezského kraje;30;66.67;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813457;Niva Olše - Věřňovice;Bombina variegata;1193;2022-05-09;2024-10-17;Krajský úřad Moravskoslezského kraje;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813457;Niva Olše - Věřňovice;Bombina variegata;1193;2022-05-09;2024-10-17;Krajský úřad Moravskoslezského kraje;32;83.33;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813457;Niva Olše - Věřňovice;Bombina variegata;1193;2022-05-09;2024-10-17;Krajský úřad Moravskoslezského kraje;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813457;Niva Olše - Věřňovice;Bombina variegata;1193;2022-05-09;2024-10-17;Krajský úřad Moravskoslezského kraje;35;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813457;Niva Olše - Věřňovice;Bombina variegata;1193;2022-05-09;2024-10-17;Krajský úřad Moravskoslezského kraje;37;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813457;Niva Olše - Věřňovice;Bombina variegata;1193;2022-05-09;2024-10-17;Krajský úřad Moravskoslezského kraje;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813457;Niva Olše - Věřňovice;Bombina variegata;1193;2022-05-09;2024-10-17;Krajský úřad Moravskoslezského kraje;130;66.67;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813457;Niva Olše - Věřňovice;Bombina variegata;1193;2022-05-09;2024-10-17;Krajský úřad Moravskoslezského kraje;131;6;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813457;Niva Olše - Věřňovice;Bombina variegata;1193;2022-05-09;2024-10-17;Krajský úřad Moravskoslezského kraje;10;NA;NA;hodnocení dílčích parametrů;dobrý;zlepšující se;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0713383;Ohrozim - Horka;Triturus cristatus;1166;2022-04-14;2024-05-23;Krajský úřad Olomouckého kraje;27;0;100;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713383;Ohrozim - Horka;Triturus cristatus;1166;2022-04-14;2024-05-23;Krajský úřad Olomouckého kraje;21;0;NA;adulti;nehodnocen;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713383;Ohrozim - Horka;Triturus cristatus;1166;2022-04-14;2024-05-23;Krajský úřad Olomouckého kraje;22;0;NA;adulti;nehodnocen;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713383;Ohrozim - Horka;Triturus cristatus;1166;2022-04-14;2024-05-23;Krajský úřad Olomouckého kraje;80;0;100;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713383;Ohrozim - Horka;Triturus cristatus;1166;2022-04-14;2024-05-23;Krajský úřad Olomouckého kraje;30;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713383;Ohrozim - Horka;Triturus cristatus;1166;2022-04-14;2024-05-23;Krajský úřad Olomouckého kraje;31;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713383;Ohrozim - Horka;Triturus cristatus;1166;2022-04-14;2024-05-23;Krajský úřad Olomouckého kraje;32;0;100;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713383;Ohrozim - Horka;Triturus cristatus;1166;2022-04-14;2024-05-23;Krajský úřad Olomouckého kraje;33;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713383;Ohrozim - Horka;Triturus cristatus;1166;2022-04-14;2024-05-23;Krajský úřad Olomouckého kraje;34;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713383;Ohrozim - Horka;Triturus cristatus;1166;2022-04-14;2024-05-23;Krajský úřad Olomouckého kraje;35;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713383;Ohrozim - Horka;Triturus cristatus;1166;2022-04-14;2024-05-23;Krajský úřad Olomouckého kraje;36;0;100;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713383;Ohrozim - Horka;Triturus cristatus;1166;2022-04-14;2024-05-23;Krajský úřad Olomouckého kraje;38;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713383;Ohrozim - Horka;Triturus cristatus;1166;2022-04-14;2024-05-23;Krajský úřad Olomouckého kraje;130;0;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713383;Ohrozim - Horka;Triturus cristatus;1166;2022-04-14;2024-05-23;Krajský úřad Olomouckého kraje;10;NA;NA;hodnocení dílčích parametrů;špatný;setrvalý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713383;Ohrozim - Horka;Triturus cristatus;1166;2022-04-14;2024-05-23;Krajský úřad Olomouckého kraje;131;1;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0813460;Osoblažský výběžek;Bombina bombina;1188;2022-04-18;2024-07-10;Krajský úřad Moravskoslezského kraje;27;50;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813460;Osoblažský výběžek;Bombina bombina;1188;2022-04-18;2024-07-10;Krajský úřad Moravskoslezského kraje;21;1;NA;volající samci;nehodnocen;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813460;Osoblažský výběžek;Bombina bombina;1188;2022-04-18;2024-07-10;Krajský úřad Moravskoslezského kraje;22;10;NA;volající samci;nehodnocen;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813460;Osoblažský výběžek;Bombina bombina;1188;2022-04-18;2024-07-10;Krajský úřad Moravskoslezského kraje;80;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813460;Osoblažský výběžek;Bombina bombina;1188;2022-04-18;2024-07-10;Krajský úřad Moravskoslezského kraje;30;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813460;Osoblažský výběžek;Bombina bombina;1188;2022-04-18;2024-07-10;Krajský úřad Moravskoslezského kraje;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813460;Osoblažský výběžek;Bombina bombina;1188;2022-04-18;2024-07-10;Krajský úřad Moravskoslezského kraje;32;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813460;Osoblažský výběžek;Bombina bombina;1188;2022-04-18;2024-07-10;Krajský úřad Moravskoslezského kraje;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813460;Osoblažský výběžek;Bombina bombina;1188;2022-04-18;2024-07-10;Krajský úřad Moravskoslezského kraje;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813460;Osoblažský výběžek;Bombina bombina;1188;2022-04-18;2024-07-10;Krajský úřad Moravskoslezského kraje;36;83.33;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813460;Osoblažský výběžek;Bombina bombina;1188;2022-04-18;2024-07-10;Krajský úřad Moravskoslezského kraje;37;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813460;Osoblažský výběžek;Bombina bombina;1188;2022-04-18;2024-07-10;Krajský úřad Moravskoslezského kraje;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813460;Osoblažský výběžek;Bombina bombina;1188;2022-04-18;2024-07-10;Krajský úřad Moravskoslezského kraje;130;50;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813460;Osoblažský výběžek;Bombina bombina;1188;2022-04-18;2024-07-10;Krajský úřad Moravskoslezského kraje;131;6;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813460;Osoblažský výběžek;Bombina bombina;1188;2022-04-18;2024-07-10;Krajský úřad Moravskoslezského kraje;10;NA;NA;hodnocení dílčích parametrů;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0723413;Ovčírka;Bombina bombina;1188;2022-04-14;2024-06-17;Krajský úřad Zlínského kraje;27;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723413;Ovčírka;Bombina bombina;1188;2022-04-14;2024-06-17;Krajský úřad Zlínského kraje;21;0;NA;volající samci;nehodnocen;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723413;Ovčírka;Bombina bombina;1188;2022-04-14;2024-06-17;Krajský úřad Zlínského kraje;22;0;NA;volající samci;nehodnocen;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723413;Ovčírka;Bombina bombina;1188;2022-04-14;2024-06-17;Krajský úřad Zlínského kraje;80;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723413;Ovčírka;Bombina bombina;1188;2022-04-14;2024-06-17;Krajský úřad Zlínského kraje;30;NA;100;% lokalit v dobrém stavu;neznámý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723413;Ovčírka;Bombina bombina;1188;2022-04-14;2024-06-17;Krajský úřad Zlínského kraje;31;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723413;Ovčírka;Bombina bombina;1188;2022-04-14;2024-06-17;Krajský úřad Zlínského kraje;32;0;100;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723413;Ovčírka;Bombina bombina;1188;2022-04-14;2024-06-17;Krajský úřad Zlínského kraje;33;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723413;Ovčírka;Bombina bombina;1188;2022-04-14;2024-06-17;Krajský úřad Zlínského kraje;34;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723413;Ovčírka;Bombina bombina;1188;2022-04-14;2024-06-17;Krajský úřad Zlínského kraje;36;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723413;Ovčírka;Bombina bombina;1188;2022-04-14;2024-06-17;Krajský úřad Zlínského kraje;37;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723413;Ovčírka;Bombina bombina;1188;2022-04-14;2024-06-17;Krajský úřad Zlínského kraje;38;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723413;Ovčírka;Bombina bombina;1188;2022-04-14;2024-06-17;Krajský úřad Zlínského kraje;130;100;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723413;Ovčírka;Bombina bombina;1188;2022-04-14;2024-06-17;Krajský úřad Zlínského kraje;131;1;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723413;Ovčírka;Bombina bombina;1188;2022-04-14;2024-06-17;Krajský úřad Zlínského kraje;10;NA;NA;hodnocení dílčích parametrů;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0713385;Písečná - mokřad;Bombina variegata;1193;2023-05-05;2024-06-07;Krajský úřad Olomouckého kraje;27;0;100;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713385;Písečná - mokřad;Bombina variegata;1193;2023-05-05;2024-06-07;Krajský úřad Olomouckého kraje;21;0;NA;adulti;nehodnocen;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713385;Písečná - mokřad;Bombina variegata;1193;2023-05-05;2024-06-07;Krajský úřad Olomouckého kraje;22;0;NA;adulti;nehodnocen;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713385;Písečná - mokřad;Bombina variegata;1193;2023-05-05;2024-06-07;Krajský úřad Olomouckého kraje;80;NA;100;% lokalit v dobrém stavu;neznámý;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713385;Písečná - mokřad;Bombina variegata;1193;2023-05-05;2024-06-07;Krajský úřad Olomouckého kraje;30;0;100;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713385;Písečná - mokřad;Bombina variegata;1193;2023-05-05;2024-06-07;Krajský úřad Olomouckého kraje;31;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713385;Písečná - mokřad;Bombina variegata;1193;2023-05-05;2024-06-07;Krajský úřad Olomouckého kraje;32;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713385;Písečná - mokřad;Bombina variegata;1193;2023-05-05;2024-06-07;Krajský úřad Olomouckého kraje;34;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713385;Písečná - mokřad;Bombina variegata;1193;2023-05-05;2024-06-07;Krajský úřad Olomouckého kraje;35;0;100;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713385;Písečná - mokřad;Bombina variegata;1193;2023-05-05;2024-06-07;Krajský úřad Olomouckého kraje;37;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713385;Písečná - mokřad;Bombina variegata;1193;2023-05-05;2024-06-07;Krajský úřad Olomouckého kraje;38;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713385;Písečná - mokřad;Bombina variegata;1193;2023-05-05;2024-06-07;Krajský úřad Olomouckého kraje;130;0;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713385;Písečná - mokřad;Bombina variegata;1193;2023-05-05;2024-06-07;Krajský úřad Olomouckého kraje;131;1;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0713385;Písečná - mokřad;Bombina variegata;1193;2023-05-05;2024-06-07;Krajský úřad Olomouckého kraje;10;NA;NA;hodnocení dílčích parametrů;špatný;setrvalý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0814092;Poodří;Triturus cristatus;1166;2022-04-21;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;27;22.22;30;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Triturus cristatus;1166;2022-04-21;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;21;23;NA;adulti;nehodnocen;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Triturus cristatus;1166;2022-04-21;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;22;110;NA;adulti;nehodnocen;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Triturus cristatus;1166;2022-04-21;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;80;0;30;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Triturus cristatus;1166;2022-04-21;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;30;16.67;30;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Triturus cristatus;1166;2022-04-21;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;31;100;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Triturus cristatus;1166;2022-04-21;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;32;94.44;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Triturus cristatus;1166;2022-04-21;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;33;100;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Triturus cristatus;1166;2022-04-21;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;34;100;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Triturus cristatus;1166;2022-04-21;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;35;55.56;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Triturus cristatus;1166;2022-04-21;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;36;77.78;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Triturus cristatus;1166;2022-04-21;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;38;100;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Triturus cristatus;1166;2022-04-21;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;130;11.11;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Triturus cristatus;1166;2022-04-21;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;10;NA;NA;hodnocení dílčích parametrů;špatný;setrvalý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Triturus cristatus;1166;2022-04-21;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;131;18;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Bombina bombina;1188;2022-05-09;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;27;85.71;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Bombina bombina;1188;2022-05-09;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;21;345;NA;volající samci;nehodnocen;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Bombina bombina;1188;2022-05-09;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;22;1620;NA;volající samci;nehodnocen;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Bombina bombina;1188;2022-05-09;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;80;64.29;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Bombina bombina;1188;2022-05-09;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;30;NA;30;% lokalit v dobrém stavu;neznámý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Bombina bombina;1188;2022-05-09;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;31;100;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Bombina bombina;1188;2022-05-09;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;32;95.24;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Bombina bombina;1188;2022-05-09;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;33;100;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Bombina bombina;1188;2022-05-09;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;34;100;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Bombina bombina;1188;2022-05-09;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;36;85.71;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Bombina bombina;1188;2022-05-09;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;37;95.24;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Bombina bombina;1188;2022-05-09;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;38;100;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Bombina bombina;1188;2022-05-09;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;130;61.9;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Bombina bombina;1188;2022-05-09;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;131;21;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814092;Poodří;Bombina bombina;1188;2022-05-09;2024-10-20;AOPK ČR - RP Moravskoslezské, Krajský úřad Moravskoslezského kraje;10;NA;NA;hodnocení dílčích parametrů;dobrý;zlepšující se;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0723416;Popovické rybníky;Bombina variegata;1193;2022-06-02;2024-05-02;Krajský úřad Zlínského kraje;27;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723416;Popovické rybníky;Bombina variegata;1193;2022-06-02;2024-05-02;Krajský úřad Zlínského kraje;21;12;NA;adulti;nehodnocen;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723416;Popovické rybníky;Bombina variegata;1193;2022-06-02;2024-05-02;Krajský úřad Zlínského kraje;22;60;NA;adulti;nehodnocen;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723416;Popovické rybníky;Bombina variegata;1193;2022-06-02;2024-05-02;Krajský úřad Zlínského kraje;80;50;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723416;Popovické rybníky;Bombina variegata;1193;2022-06-02;2024-05-02;Krajský úřad Zlínského kraje;30;0;50;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723416;Popovické rybníky;Bombina variegata;1193;2022-06-02;2024-05-02;Krajský úřad Zlínského kraje;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723416;Popovické rybníky;Bombina variegata;1193;2022-06-02;2024-05-02;Krajský úřad Zlínského kraje;32;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
