typ_predmetu_hodnoceni;kod_chu;nazev_chu;druh;feature_code;hodnocene_obdobi_od;hodnocene_obdobi_do;oop;parametr_nazev;parametr_hodnota;parametr_limit;parametr_jednotka;stav;trend;datum_hodnoceni;pracoviste;ind_nadr;metodika
Druh;CZ0623358;Horní Mouřínovský rybník;Bombina bombina;1188;2022-05-22;2022-06-18;Krajský úřad Jihomoravského kraje;27;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623358;Horní Mouřínovský rybník;Bombina bombina;1188;2022-05-22;2022-06-18;Krajský úřad Jihomoravského kraje;21;1;NA;volající samci;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623358;Horní Mouřínovský rybník;Bombina bombina;1188;2022-05-22;2022-06-18;Krajský úřad Jihomoravského kraje;22;10;NA;volající samci;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623358;Horní Mouřínovský rybník;Bombina bombina;1188;2022-05-22;2022-06-18;Krajský úřad Jihomoravského kraje;80;NA;100;% lokalit v dobrém stavu;neznámý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623358;Horní Mouřínovský rybník;Bombina bombina;1188;2022-05-22;2022-06-18;Krajský úřad Jihomoravského kraje;30;NA;100;% lokalit v dobrém stavu;neznámý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623358;Horní Mouřínovský rybník;Bombina bombina;1188;2022-05-22;2022-06-18;Krajský úřad Jihomoravského kraje;31;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623358;Horní Mouřínovský rybník;Bombina bombina;1188;2022-05-22;2022-06-18;Krajský úřad Jihomoravského kraje;32;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623358;Horní Mouřínovský rybník;Bombina bombina;1188;2022-05-22;2022-06-18;Krajský úřad Jihomoravského kraje;33;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623358;Horní Mouřínovský rybník;Bombina bombina;1188;2022-05-22;2022-06-18;Krajský úřad Jihomoravského kraje;34;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623358;Horní Mouřínovský rybník;Bombina bombina;1188;2022-05-22;2022-06-18;Krajský úřad Jihomoravského kraje;36;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623358;Horní Mouřínovský rybník;Bombina bombina;1188;2022-05-22;2022-06-18;Krajský úřad Jihomoravského kraje;37;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623358;Horní Mouřínovský rybník;Bombina bombina;1188;2022-05-22;2022-06-18;Krajský úřad Jihomoravského kraje;38;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623358;Horní Mouřínovský rybník;Bombina bombina;1188;2022-05-22;2022-06-18;Krajský úřad Jihomoravského kraje;130;100;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623358;Horní Mouřínovský rybník;Bombina bombina;1188;2022-05-22;2022-06-18;Krajský úřad Jihomoravského kraje;131;1;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623358;Horní Mouřínovský rybník;Bombina bombina;1188;2022-05-22;2022-06-18;Krajský úřad Jihomoravského kraje;10;NA;NA;hodnocení dílčích parametrů;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0814093;Hraniční meandry Odry;Bombina variegata;1193;2022-05-17;2024-08-14;Krajský úřad Moravskoslezského kraje;27;0;50;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814093;Hraniční meandry Odry;Bombina variegata;1193;2022-05-17;2024-08-14;Krajský úřad Moravskoslezského kraje;21;0;NA;adulti;nehodnocen;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814093;Hraniční meandry Odry;Bombina variegata;1193;2022-05-17;2024-08-14;Krajský úřad Moravskoslezského kraje;22;0;NA;adulti;nehodnocen;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814093;Hraniční meandry Odry;Bombina variegata;1193;2022-05-17;2024-08-14;Krajský úřad Moravskoslezského kraje;80;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814093;Hraniční meandry Odry;Bombina variegata;1193;2022-05-17;2024-08-14;Krajský úřad Moravskoslezského kraje;30;0;50;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814093;Hraniční meandry Odry;Bombina variegata;1193;2022-05-17;2024-08-14;Krajský úřad Moravskoslezského kraje;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814093;Hraniční meandry Odry;Bombina variegata;1193;2022-05-17;2024-08-14;Krajský úřad Moravskoslezského kraje;32;50;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814093;Hraniční meandry Odry;Bombina variegata;1193;2022-05-17;2024-08-14;Krajský úřad Moravskoslezského kraje;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814093;Hraniční meandry Odry;Bombina variegata;1193;2022-05-17;2024-08-14;Krajský úřad Moravskoslezského kraje;35;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814093;Hraniční meandry Odry;Bombina variegata;1193;2022-05-17;2024-08-14;Krajský úřad Moravskoslezského kraje;37;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814093;Hraniční meandry Odry;Bombina variegata;1193;2022-05-17;2024-08-14;Krajský úřad Moravskoslezského kraje;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814093;Hraniční meandry Odry;Bombina variegata;1193;2022-05-17;2024-08-14;Krajský úřad Moravskoslezského kraje;130;0;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814093;Hraniční meandry Odry;Bombina variegata;1193;2022-05-17;2024-08-14;Krajský úřad Moravskoslezského kraje;131;4;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0814093;Hraniční meandry Odry;Bombina variegata;1193;2022-05-17;2024-08-14;Krajský úřad Moravskoslezského kraje;10;NA;NA;hodnocení dílčích parametrů;špatný;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0723406;Chvalčov;Triturus cristatus;1166;2022-04-21;2024-09-01;Krajský úřad Zlínského kraje;27;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723406;Chvalčov;Triturus cristatus;1166;2022-04-21;2024-09-01;Krajský úřad Zlínského kraje;21;1;NA;adulti;nehodnocen;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723406;Chvalčov;Triturus cristatus;1166;2022-04-21;2024-09-01;Krajský úřad Zlínského kraje;22;10;NA;adulti;nehodnocen;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723406;Chvalčov;Triturus cristatus;1166;2022-04-21;2024-09-01;Krajský úřad Zlínského kraje;80;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723406;Chvalčov;Triturus cristatus;1166;2022-04-21;2024-09-01;Krajský úřad Zlínského kraje;30;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723406;Chvalčov;Triturus cristatus;1166;2022-04-21;2024-09-01;Krajský úřad Zlínského kraje;31;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723406;Chvalčov;Triturus cristatus;1166;2022-04-21;2024-09-01;Krajský úřad Zlínského kraje;32;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723406;Chvalčov;Triturus cristatus;1166;2022-04-21;2024-09-01;Krajský úřad Zlínského kraje;33;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723406;Chvalčov;Triturus cristatus;1166;2022-04-21;2024-09-01;Krajský úřad Zlínského kraje;34;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723406;Chvalčov;Triturus cristatus;1166;2022-04-21;2024-09-01;Krajský úřad Zlínského kraje;35;0;100;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723406;Chvalčov;Triturus cristatus;1166;2022-04-21;2024-09-01;Krajský úřad Zlínského kraje;36;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723406;Chvalčov;Triturus cristatus;1166;2022-04-21;2024-09-01;Krajský úřad Zlínského kraje;38;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723406;Chvalčov;Triturus cristatus;1166;2022-04-21;2024-09-01;Krajský úřad Zlínského kraje;130;100;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723406;Chvalčov;Triturus cristatus;1166;2022-04-21;2024-09-01;Krajský úřad Zlínského kraje;10;NA;NA;hodnocení dílčích parametrů;dobrý;setrvalý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723406;Chvalčov;Triturus cristatus;1166;2022-04-21;2024-09-01;Krajský úřad Zlínského kraje;131;1;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0623348;Jankovec;Bombina bombina;1188;2023-05-02;2024-08-17;Krajský úřad Jihomoravského kraje;27;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623348;Jankovec;Bombina bombina;1188;2023-05-02;2024-08-17;Krajský úřad Jihomoravského kraje;21;102;NA;volající samci;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623348;Jankovec;Bombina bombina;1188;2023-05-02;2024-08-17;Krajský úřad Jihomoravského kraje;22;1010;NA;volající samci;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623348;Jankovec;Bombina bombina;1188;2023-05-02;2024-08-17;Krajský úřad Jihomoravského kraje;80;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623348;Jankovec;Bombina bombina;1188;2023-05-02;2024-08-17;Krajský úřad Jihomoravského kraje;30;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623348;Jankovec;Bombina bombina;1188;2023-05-02;2024-08-17;Krajský úřad Jihomoravského kraje;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623348;Jankovec;Bombina bombina;1188;2023-05-02;2024-08-17;Krajský úřad Jihomoravského kraje;32;0;50;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623348;Jankovec;Bombina bombina;1188;2023-05-02;2024-08-17;Krajský úřad Jihomoravského kraje;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623348;Jankovec;Bombina bombina;1188;2023-05-02;2024-08-17;Krajský úřad Jihomoravského kraje;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623348;Jankovec;Bombina bombina;1188;2023-05-02;2024-08-17;Krajský úřad Jihomoravského kraje;36;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623348;Jankovec;Bombina bombina;1188;2023-05-02;2024-08-17;Krajský úřad Jihomoravského kraje;37;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623348;Jankovec;Bombina bombina;1188;2023-05-02;2024-08-17;Krajský úřad Jihomoravského kraje;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623348;Jankovec;Bombina bombina;1188;2023-05-02;2024-08-17;Krajský úřad Jihomoravského kraje;130;100;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623348;Jankovec;Bombina bombina;1188;2023-05-02;2024-08-17;Krajský úřad Jihomoravského kraje;131;3;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623348;Jankovec;Bombina bombina;1188;2023-05-02;2024-08-17;Krajský úřad Jihomoravského kraje;10;NA;NA;hodnocení dílčích parametrů;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623368;Kaolinka;Triturus carnifex;1167;2022-04-26;2024-06-26;Krajský úřad Jihomoravského kraje;27;0;100;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623368;Kaolinka;Triturus carnifex;1167;2022-04-26;2024-06-26;Krajský úřad Jihomoravského kraje;21;0;NA;adulti;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623368;Kaolinka;Triturus carnifex;1167;2022-04-26;2024-06-26;Krajský úřad Jihomoravského kraje;22;0;NA;adulti;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623368;Kaolinka;Triturus carnifex;1167;2022-04-26;2024-06-26;Krajský úřad Jihomoravského kraje;80;NA;100;% lokalit v dobrém stavu;neznámý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623368;Kaolinka;Triturus carnifex;1167;2022-04-26;2024-06-26;Krajský úřad Jihomoravského kraje;30;0;100;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623368;Kaolinka;Triturus carnifex;1167;2022-04-26;2024-06-26;Krajský úřad Jihomoravského kraje;31;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623368;Kaolinka;Triturus carnifex;1167;2022-04-26;2024-06-26;Krajský úřad Jihomoravského kraje;32;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623368;Kaolinka;Triturus carnifex;1167;2022-04-26;2024-06-26;Krajský úřad Jihomoravského kraje;33;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623368;Kaolinka;Triturus carnifex;1167;2022-04-26;2024-06-26;Krajský úřad Jihomoravského kraje;34;0;100;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623368;Kaolinka;Triturus carnifex;1167;2022-04-26;2024-06-26;Krajský úřad Jihomoravského kraje;35;0;100;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623368;Kaolinka;Triturus carnifex;1167;2022-04-26;2024-06-26;Krajský úřad Jihomoravského kraje;36;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623368;Kaolinka;Triturus carnifex;1167;2022-04-26;2024-06-26;Krajský úřad Jihomoravského kraje;38;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623368;Kaolinka;Triturus carnifex;1167;2022-04-26;2024-06-26;Krajský úřad Jihomoravského kraje;130;0;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623368;Kaolinka;Triturus carnifex;1167;2022-04-26;2024-06-26;Krajský úřad Jihomoravského kraje;10;NA;NA;hodnocení dílčích parametrů;špatný;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623368;Kaolinka;Triturus carnifex;1167;2022-04-26;2024-06-26;Krajský úřad Jihomoravského kraje;131;1;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623800;Knížecí les;Bombina bombina;1188;2022-03-27;2024-04-03;Krajský úřad Jihomoravského kraje;27;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623800;Knížecí les;Bombina bombina;1188;2022-03-27;2024-04-03;Krajský úřad Jihomoravského kraje;21;51;NA;volající samci;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623800;Knížecí les;Bombina bombina;1188;2022-03-27;2024-04-03;Krajský úřad Jihomoravského kraje;22;100;NA;volající samci;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623800;Knížecí les;Bombina bombina;1188;2022-03-27;2024-04-03;Krajský úřad Jihomoravského kraje;80;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623800;Knížecí les;Bombina bombina;1188;2022-03-27;2024-04-03;Krajský úřad Jihomoravského kraje;30;NA;100;% lokalit v dobrém stavu;neznámý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623800;Knížecí les;Bombina bombina;1188;2022-03-27;2024-04-03;Krajský úřad Jihomoravského kraje;31;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623800;Knížecí les;Bombina bombina;1188;2022-03-27;2024-04-03;Krajský úřad Jihomoravského kraje;32;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623800;Knížecí les;Bombina bombina;1188;2022-03-27;2024-04-03;Krajský úřad Jihomoravského kraje;33;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623800;Knížecí les;Bombina bombina;1188;2022-03-27;2024-04-03;Krajský úřad Jihomoravského kraje;34;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623800;Knížecí les;Bombina bombina;1188;2022-03-27;2024-04-03;Krajský úřad Jihomoravského kraje;36;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623800;Knížecí les;Bombina bombina;1188;2022-03-27;2024-04-03;Krajský úřad Jihomoravského kraje;37;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623800;Knížecí les;Bombina bombina;1188;2022-03-27;2024-04-03;Krajský úřad Jihomoravského kraje;38;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623800;Knížecí les;Bombina bombina;1188;2022-03-27;2024-04-03;Krajský úřad Jihomoravského kraje;130;100;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623800;Knížecí les;Bombina bombina;1188;2022-03-27;2024-04-03;Krajský úřad Jihomoravského kraje;131;1;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623800;Knížecí les;Bombina bombina;1188;2022-03-27;2024-04-03;Krajský úřad Jihomoravského kraje;10;NA;NA;hodnocení dílčích parametrů;dobrý;zlepšující se;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0624064;Krumlovský les;Triturus cristatus;1166;2022-04-23;2024-06-29;Krajský úřad Jihomoravského kraje;27;70.59;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0624064;Krumlovský les;Triturus cristatus;1166;2022-04-23;2024-06-29;Krajský úřad Jihomoravského kraje;21;72;NA;adulti;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0624064;Krumlovský les;Triturus cristatus;1166;2022-04-23;2024-06-29;Krajský úřad Jihomoravského kraje;22;360;NA;adulti;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0624064;Krumlovský les;Triturus cristatus;1166;2022-04-23;2024-06-29;Krajský úřad Jihomoravského kraje;80;90;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0624064;Krumlovský les;Triturus cristatus;1166;2022-04-23;2024-06-29;Krajský úřad Jihomoravského kraje;30;17.65;30;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0624064;Krumlovský les;Triturus cristatus;1166;2022-04-23;2024-06-29;Krajský úřad Jihomoravského kraje;31;100;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0624064;Krumlovský les;Triturus cristatus;1166;2022-04-23;2024-06-29;Krajský úřad Jihomoravského kraje;32;100;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0624064;Krumlovský les;Triturus cristatus;1166;2022-04-23;2024-06-29;Krajský úřad Jihomoravského kraje;33;100;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0624064;Krumlovský les;Triturus cristatus;1166;2022-04-23;2024-06-29;Krajský úřad Jihomoravského kraje;34;94.12;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0624064;Krumlovský les;Triturus cristatus;1166;2022-04-23;2024-06-29;Krajský úřad Jihomoravského kraje;35;64.71;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0624064;Krumlovský les;Triturus cristatus;1166;2022-04-23;2024-06-29;Krajský úřad Jihomoravského kraje;36;70.59;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0624064;Krumlovský les;Triturus cristatus;1166;2022-04-23;2024-06-29;Krajský úřad Jihomoravského kraje;38;100;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0624064;Krumlovský les;Triturus cristatus;1166;2022-04-23;2024-06-29;Krajský úřad Jihomoravského kraje;130;55.88;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0624064;Krumlovský les;Triturus cristatus;1166;2022-04-23;2024-06-29;Krajský úřad Jihomoravského kraje;10;NA;NA;hodnocení dílčích parametrů;špatný;setrvalý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0624064;Krumlovský les;Triturus cristatus;1166;2022-04-23;2024-06-29;Krajský úřad Jihomoravského kraje;131;17;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0723409;Kurovice - lom;Triturus cristatus;1166;2022-04-30;2024-07-29;Krajský úřad Zlínského kraje;27;57.14;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723409;Kurovice - lom;Triturus cristatus;1166;2022-04-30;2024-07-29;Krajský úřad Zlínského kraje;21;4;NA;adulti;nehodnocen;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723409;Kurovice - lom;Triturus cristatus;1166;2022-04-30;2024-07-29;Krajský úřad Zlínského kraje;22;40;NA;adulti;nehodnocen;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723409;Kurovice - lom;Triturus cristatus;1166;2022-04-30;2024-07-29;Krajský úřad Zlínského kraje;80;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723409;Kurovice - lom;Triturus cristatus;1166;2022-04-30;2024-07-29;Krajský úřad Zlínského kraje;30;0;50;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723409;Kurovice - lom;Triturus cristatus;1166;2022-04-30;2024-07-29;Krajský úřad Zlínského kraje;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723409;Kurovice - lom;Triturus cristatus;1166;2022-04-30;2024-07-29;Krajský úřad Zlínského kraje;32;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723409;Kurovice - lom;Triturus cristatus;1166;2022-04-30;2024-07-29;Krajský úřad Zlínského kraje;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723409;Kurovice - lom;Triturus cristatus;1166;2022-04-30;2024-07-29;Krajský úřad Zlínského kraje;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723409;Kurovice - lom;Triturus cristatus;1166;2022-04-30;2024-07-29;Krajský úřad Zlínského kraje;35;42.86;50;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723409;Kurovice - lom;Triturus cristatus;1166;2022-04-30;2024-07-29;Krajský úřad Zlínského kraje;36;85.71;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723409;Kurovice - lom;Triturus cristatus;1166;2022-04-30;2024-07-29;Krajský úřad Zlínského kraje;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723409;Kurovice - lom;Triturus cristatus;1166;2022-04-30;2024-07-29;Krajský úřad Zlínského kraje;130;57.14;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723409;Kurovice - lom;Triturus cristatus;1166;2022-04-30;2024-07-29;Krajský úřad Zlínského kraje;10;NA;NA;hodnocení dílčích parametrů;špatný;setrvalý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
