.target_id;SITECODE;HABITAT_CODE;status;elapsed_sec;error_message
754;CZ0424111;4030;ok;2,70271301269531e-03;
755;CZ0424111;8220;ok;2,79355049133301e-03;
756;CZ0424111;8310;ok;2,65884399414062e-03;
757;CZ0424111;9110;ok;7,40802836418152e+00;
758;CZ0424111;9180;ok;3,28432536125183e+00;
759;CZ0424111;91E0;ok;4,77905607223511e+00;
760;CZ0424111;91T0;ok;2,00253582000732e+00;
761;CZ0214008;3150;ok;2,81429290771484e-03;
762;CZ0214008;8150;ok;2,84671783447266e-03;
763;CZ0214008;8230;ok;2,93564796447754e-03;
764;CZ0214008;9110;ok;5,39508867263794e+00;
765;CZ0214008;9130;ok;4,42760348320007e+00;
766;CZ0214008;9170;ok;6,27321839332581e+00;
767;CZ0214008;9180;ok;3,07294631004333e+00;
768;CZ0214008;9190;ok;1,88270831108093e+00;
769;CZ0710034;9170;ok;4,56420731544495e+00;
770;CZ0530174;6410;ok;3,28373908996582e-03;
771;CZ0530174;91E0;ok;3,27326846122742e+00;
772;CZ0620204;9170;ok;4,23725938796997e+00;
773;CZ0620009;3130;ok;2,79593467712402e-03;
774;CZ0710007;6510;ok;2,70795822143555e-03;
775;CZ0710007;9170;ok;5,26356744766235e+00;
776;CZ0710007;91E0;ok;3,25176334381104e+00;
777;CZ0420455;9180;ok;1,65043807029724e+00;
778;CZ0420455;91I0;ok;9,18834447860718e-01;
779;CZ0714133;3130;ok;2,77185440063477e-03;
780;CZ0714133;3150;ok;2,78878211975098e-03;
781;CZ0714133;6230;ok;2,70462036132812e-03;
782;CZ0714133;6410;ok;2,67124176025391e-03;
783;CZ0714133;6430;ok;2,80213356018066e-03;
784;CZ0714133;6510;ok;2,67076492309570e-03;
785;CZ0714133;7140;ok;2,99739837646484e-03;
786;CZ0714133;8150;ok;2,99382209777832e-03;
787;CZ0714133;8220;ok;2,80141830444336e-03;
788;CZ0714133;9110;ok;3,43892183303833e+01;
789;CZ0714133;9130;ok;4,24305174350739e+01;
790;CZ0714133;9170;ok;3,49420471191406e+01;
791;CZ0714133;9180;ok;3,33171296119690e+01;
792;CZ0714133;40A0;ok;2,64048576354980e-03;
793;CZ0714133;91E0;ok;3,35479362010956e+01;
794;CZ0214009;3150;ok;2,87318229675293e-03;
795;CZ0214009;6430;ok;3,25942039489746e-03;
796;CZ0214009;6440;ok;3,28707695007324e-03;
797;CZ0214009;6510;ok;3,02219390869141e-03;
798;CZ0214009;91F0;ok;4,72397994995117e+00;
799;CZ0310014;9110;ok;4,41063308715820e+00;
800;CZ0310014;9130;ok;3,37242484092712e+00;
801;CZ0310014;9180;ok;1,69134211540222e+00;
802;CZ0810021;7220;ok;2,66933441162109e-03;
803;CZ0810021;9180;ok;1,78539204597473e+00;
804;CZ0420500;6230;ok;2,96020507812500e-03;
805;CZ0420500;6510;ok;2,68268585205078e-03;
806;CZ0420500;8220;ok;2,64167785644531e-03;
807;CZ0420500;9110;ok;4,63060569763184e+00;
808;CZ0420500;9180;ok;1,99565649032593e+00;
809;CZ0530500;6190;ok;2,67195701599121e-03;
810;CZ0530500;8220;ok;2,61425971984863e-03;
811;CZ0530500;9110;ok;4,52791023254395e+00;
812;CZ0530500;9130;ok;3,61478114128113e+00;
813;CZ0530500;9180;ok;2,82973599433899e+00;
814;CZ0420454;8150;ok;2,80547142028809e-03;
815;CZ0420454;8220;ok;2,79498100280762e-03;
816;CZ0420454;9180;ok;1,68229961395264e+00;
817;CZ0530503;8220;ok;3,03626060485840e-03;
818;CZ0530503;9110;ok;4,07861495018005e+00;
819;CZ0530503;9130;ok;3,08449172973633e+00;
820;CZ0714073;3150;ok;2,90679931640625e-03;
821;CZ0714073;6410;ok;2,79593467712402e-03;
822;CZ0714073;6510;ok;2,80356407165527e-03;
823;CZ0714073;8310;ok;3,14259529113770e-03;
824;CZ0714073;9170;ok;2,71531827449799e+01;
825;CZ0714073;91E0;ok;1,97613790035248e+01;
826;CZ0714073;91F0;ok;2,41462523937225e+01;
827;CZ0410439;3140;ok;2,85768508911133e-03;
828;CZ0414027;3130;ok;2,54034996032715e-03;
829;CZ0414027;3160;ok;2,67553329467773e-03;
830;CZ0414027;4030;ok;2,73156166076660e-03;
831;CZ0414027;6230;ok;2,71153450012207e-03;
832;CZ0414027;6410;ok;2,69031524658203e-03;
833;CZ0414027;7140;ok;2,95376777648926e-03;
834;CZ0414027;91E0;ok;3,95979762077332e+00;
835;CZ0210720;3140;ok;2,91514396667480e-03;
836;CZ0210720;7230;ok;2,89273262023926e-03;
837;CZ0210058;6230;ok;3,05986404418945e-03;
838;CZ0210058;6410;ok;2,78830528259277e-03;
839;CZ0210058;6430;ok;2,77948379516602e-03;
840;CZ0210058;6510;ok;3,76725196838379e-03;
841;CZ0210113;6410;ok;3,09467315673828e-03;
842;CZ0210113;6510;ok;3,20768356323242e-03;
843;CZ0210113;7230;ok;3,47995758056641e-03;
844;CZ0210011;5130;ok;3,19457054138184e-03;
845;CZ0210011;6210;ok;3,60822677612305e-03;
846;CZ0210011;9170;ok;4,15799689292908e+00;
847;CZ0424140;91F0;ok;1,12001204490662e+00;
848;CZ0424037;6210;ok;2,84981727600098e-03;
849;CZ0424037;8220;ok;2,74229049682617e-03;
850;CZ0424037;9110;ok;5,02507257461548e+00;
851;CZ0424037;9170;ok;4,64174246788025e+00;
852;CZ0424037;9180;ok;1,99426293373108e+00;
853;CZ0624129;6430;ok;2,69794464111328e-03;
854;CZ0624129;6510;ok;2,63786315917969e-03;
855;CZ0624129;9130;ok;3,91387987136841e+00;
856;CZ0420520;8220;ok;2,74324417114258e-03;
857;CZ0420520;9110;ok;4,47192001342773e+00;
858;CZ0420520;9130;ok;3,30283999443054e+00;
859;CZ0420520;9180;ok;1,56688666343689e+00;
860;CZ0610512;3150;ok;2,75659561157227e-03;
861;CZ0210714;3150;ok;2,64430046081543e-03;
862;CZ0210714;91E0;ok;3,86637449264526e+00;
863;CZ0210714;91F0;ok;1,21589756011963e+00;
864;CZ0624235;6110;ok;2,82907485961914e-03;
865;CZ0624235;6210;ok;2,73799896240234e-03;
866;CZ0714083;4030;ok;2,70080566406250e-03;
867;CZ0714083;6210p;ok;2,77853012084961e-03;
868;CZ0614137;7140;ok;2,77256965637207e-03;
869;CZ0620020;6210;ok;2,75969505310059e-03;
870;CZ0620020;6210p;ok;2,72870063781738e-03;
871;CZ0530064;6410;ok;2,77233123779297e-03;
872;CZ0624001;3260;ok;2,86769866943359e-03;
873;CZ0624001;6430;ok;2,84695625305176e-03;
874;CZ0410038;7140;ok;2,86149978637695e-03;
875;CZ0410038;7150;ok;2,86722183227539e-03;
876;CZ0620101;91I0;ok;9,74550008773804e-01;
877;CZ0210719;7220;ok;2,83098220825195e-03;
878;CZ0420416;6190;ok;2,76327133178711e-03;
879;CZ0420416;8220;ok;2,63428688049316e-03;
880;CZ0420416;8230;ok;2,81810760498047e-03;
881;CZ0420416;9130;ok;3,24477934837341e+00;
882;CZ0420416;9180;ok;1,86014509201050e+00;
883;CZ0420416;40A0;ok;2,79307365417480e-03;
884;CZ0420416;91E0;ok;4,01714825630188e+00;
885;CZ0520022;3150;ok;4,57191467285156e-03;
886;CZ0520022;6410;ok;3,46422195434570e-03;
887;CZ0520022;6510;ok;3,25226783752441e-03;
888;CZ0520022;7230;ok;3,18479537963867e-03;
889;CZ0520022;9170;ok;4,19226121902466e+00;
890;CZ0214006;2330;ok;2,63833999633789e-03;
891;CZ0214006;4030;ok;2,61139869689941e-03;
892;CZ0214006;6210;ok;2,57658958435059e-03;
893;CZ0214006;6510;ok;2,55680084228516e-03;
894;CZ0214006;9170;ok;4,35156464576721e+00;
895;CZ0214006;9190;ok;1,91375422477722e+00;
896;CZ0624100;6210;ok;4,47630882263184e-03;
897;CZ0624100;6240;ok;4,84919548034668e-03;
898;CZ0624100;91G0;ok;3,16017174720764e+00;
899;CZ0624100;91H0;ok;1,85697031021118e+00;
900;CZ0624100;91I0;ok;2,68905258178711e+00;
901;CZ0213047;3140;ok;2,76398658752441e-03;
902;CZ0620147;6110;ok;2,72440910339355e-03;
903;CZ0620147;6240;ok;2,76064872741699e-03;
904;CZ0314635;3130;ok;2,72321701049805e-03;
905;CZ0410438;3140;ok;2,71487236022949e-03;
906;CZ0620010;3260;ok;2,86364555358887e-03;
907;CZ0420085;6430;ok;2,80189514160156e-03;
908;CZ0714085;3150;ok;2,66933441162109e-03;
909;CZ0714085;6430;ok;2,84004211425781e-03;
910;CZ0714085;6510;ok;2,90489196777344e-03;
911;CZ0714085;91E0;ok;9,47654223442078e+00;
912;CZ0714085;91F0;ok;1,09225928783417e+01;
913;CZ0813456;3260;ok;2,91776657104492e-03;
914;CZ0813456;6430;ok;2,78592109680176e-03;
915;CZ0813456;91E0;ok;4,16157031059265e+00;
916;CZ0530034;9110;ok;4,16497778892517e+00;
917;CZ0530034;9130;ok;3,19015908241272e+00;
918;CZ0530034;91E0;ok;3,88376069068909e+00;
919;CZ0624130;6110;ok;2,75158882141113e-03;
920;CZ0624130;6190;ok;2,76088714599609e-03;
921;CZ0624130;6210;ok;2,76637077331543e-03;
922;CZ0624130;6240;ok;2,71248817443848e-03;
923;CZ0624130;6510;ok;2,63929367065430e-03;
924;CZ0624130;8160;ok;2,67934799194336e-03;
925;CZ0624130;8210;ok;2,68173217773438e-03;
926;CZ0624130;8310;ok;2,73036956787109e-03;
927;CZ0624130;9130;ok;5,08322293758392e+01;
928;CZ0624130;9150;ok;3,33884723186493e+01;
929;CZ0624130;9170;ok;4,63485677242279e+01;
930;CZ0624130;9180;ok;3,76113264560699e+01;
931;CZ0624130;91E0;ok;3,58573923110962e+01;
932;CZ0624130;91G0;ok;3,41894419193268e+01;
933;CZ0624130;91H0;ok;3,27873649597168e+01;
934;CZ0210421;9170;ok;4,62171173095703e+00;
935;CZ0210421;91H0;ok;8,06265354156494e-01;
936;CZ0624103;3150;ok;2,62165069580078e-03;
937;CZ0624103;91E0;ok;3,55932545661926e+00;
938;CZ0624103;91F0;ok;2,86332321166992e+00;
939;CZ0420015;7220;ok;2,91037559509277e-03;
940;CZ0420015;9170;ok;4,19997239112854e+00;
941;CZ0420015;91F0;ok;1,15738606452942e+00;
942;CZ0620419;6210;ok;2,76136398315430e-03;
943;CZ0620419;6240;ok;2,83312797546387e-03;
944;CZ0213065;6190;ok;2,95615196228027e-03;
945;CZ0213065;6210;ok;2,99191474914551e-03;
946;CZ0213065;40A0;ok;2,71821022033691e-03;
947;CZ0420008;91U0;ok;7,07237005233765e-01;
948;CZ0420076;6210;ok;2,83622741699219e-03;
949;CZ0210044;6210;ok;2,83026695251465e-03;
950;CZ0210044;8230;ok;2,81262397766113e-03;
951;CZ0210044;6210p;ok;2,72798538208008e-03;
952;CZ0622169;6210;ok;2,60806083679199e-03;
953;CZ0720428;6210;ok;2,64930725097656e-03;
954;CZ0720428;6510;ok;2,66003608703613e-03;
955;CZ0720428;7220;ok;2,63500213623047e-03;
956;CZ0720428;9130;ok;5,80794572830200e+00;
957;CZ0720428;9170;ok;5,91667914390564e+00;
958;CZ0720428;6210p;ok;2,78973579406738e-03;
959;CZ0420035;4030;ok;2,73752212524414e-03;
960;CZ0420035;6230;ok;2,68983840942383e-03;
961;CZ0420035;6430;ok;2,66361236572266e-03;
962;CZ0420035;6520;ok;2,68316268920898e-03;
963;CZ0420035;7120;ok;2,68554687500000e-03;
964;CZ0420035;7140;ok;2,65812873840332e-03;
965;CZ0420035;9410;ok;2,31680417060852e+00;
966;CZ0420035;91D0;ok;1,82712507247925e+00;
967;CZ0614054;4030;ok;5,43355941772461e-03;
968;CZ0614054;5130;ok;5,18584251403809e-03;
969;CZ0614054;6230;ok;4,57191467285156e-03;
970;CZ0614054;7140;ok;4,79292869567871e-03;
971;CZ0320037;6230;ok;5,56540489196777e-03;
972;CZ0320037;7140;ok;5,26332855224609e-03;
973;CZ0210003;7140;ok;6,03103637695312e-03;
974;CZ0620154;6210;ok;3,67522239685059e-03;
975;CZ0620154;8230;ok;5,49364089965820e-03;
976;CZ0724121;5130;ok;6,64305686950684e-03;
977;CZ0724121;6210;ok;6,67476654052734e-03;
978;CZ0724121;6510;ok;4,56547737121582e-03;
979;CZ0724121;7220;ok;4,28819656372070e-03;
980;CZ0724121;9130;ok;3,97509551048279e+00;
981;CZ0724121;9170;ok;4,89785385131836e+00;
982;CZ0720058;6510;ok;3,00383567810059e-03;
983;CZ0313128;7150;ok;3,05509567260742e-03;
984;CZ0410021;3160;ok;3,06558609008789e-03;
985;CZ0410021;6510;ok;3,03888320922852e-03;
986;CZ0410021;7140;ok;3,07607650756836e-03;
987;CZ0410021;9410;ok;2,68666076660156e+00;
988;CZ0410021;91D0;ok;1,23169422149658e+00;
989;CZ0724107;91F0;ok;3,73132300376892e+00;
990;CZ0520030;9170;ok;6,32710242271423e+00;
991;CZ0520030;91E0;ok;3,92736482620239e+00;
992;CZ0310084;6110;ok;2,70581245422363e-03;
993;CZ0310084;6210;ok;2,60877609252930e-03;
994;CZ0310084;8210;ok;2,59208679199219e-03;
995;CZ0214043;6410;ok;2,55894660949707e-03;
996;CZ0214043;7230;ok;2,67004966735840e-03;
997;CZ0610517;6230;ok;2,60472297668457e-03;
998;CZ0624099;3150;ok;2,57372856140137e-03;
999;CZ0624099;6440;ok;2,58278846740723e-03;
1000;CZ0624099;6510;ok;2,57945060729980e-03;
1001;CZ0624099;91E0;ok;8,10336756706238e+00;
1002;CZ0624099;91F0;ok;8,95967435836792e+00;
1003;CZ0214041;6410;ok;2,81524658203125e-03;
1004;CZ0214041;6430;ok;2,78830528259277e-03;
1005;CZ0214041;6510;ok;2,79569625854492e-03;
1006;CZ0214041;91E0;ok;8,20710015296936e+00;
1007;CZ0810004;3230;ok;2,46119499206543e-03;
1008;CZ0810004;9170;ok;4,26625132560730e+00;
1009;CZ0810004;91E0;ok;3,51780462265015e+00;
1010;CZ0324026;3260;ok;2,80880928039551e-03;
1011;CZ0324026;6430;ok;2,65622138977051e-03;
1012;CZ0324026;7140;ok;2,74872779846191e-03;
1013;CZ0324026;91E0;ok;4,38132691383362e+00;
1014;CZ0620011;6210;ok;2,52985954284668e-03;
1015;CZ0620011;6210p;ok;2,49791145324707e-03;
1016;CZ0420144;7110;ok;2,44474411010742e-03;
1017;CZ0420144;7120;ok;2,49218940734863e-03;
1018;CZ0420144;7140;ok;2,45451927185059e-03;
1019;CZ0420144;9410;ok;3,30468177795410e+00;
1020;CZ0420144;91D0;ok;2,57413196563721e+00;
1021;CZ0612137;3130;ok;2,65717506408691e-03;
1022;CZ0424039;6110;ok;2,60400772094727e-03;
1023;CZ0424039;6210;ok;2,56061553955078e-03;
1024;CZ0424039;6510;ok;2,60066986083984e-03;
1025;CZ0424039;8160;ok;2,59828567504883e-03;
1026;CZ0624071;3150;ok;2,52938270568848e-03;
1027;CZ0624071;6410;ok;2,52890586853027e-03;
1028;CZ0624071;6440;ok;2,53963470458984e-03;
1029;CZ0624071;91E0;ok;3,05425095558167e+00;
1030;CZ0624071;91F0;ok;1,64808511734009e+00;
1031;CZ0423510;3260;ok;2,48289108276367e-03;
1032;CZ0423510;6430;ok;2,43949890136719e-03;
1033;CZ0620169;6210;ok;2,44927406311035e-03;
1034;CZ0620169;91G0;ok;1,26710677146912e+00;
1035;CZ0620169;91I0;ok;1,03801727294922e+00;
1036;CZ0813516;3220;ok;2,60639190673828e-03;
1037;CZ0813516;3240;ok;2,54297256469727e-03;
1038;CZ0813516;91E0;ok;3,79525566101074e+00;
1039;CZ0420501;6410;ok;2,87032127380371e-03;
1040;CZ0420501;6520;ok;2,81262397766113e-03;
1041;CZ0420501;7140;ok;2,87222862243652e-03;
1042;CZ0420501;91D0;ok;1,32718586921692e+00;
1043;CZ0420501;91E0;ok;3,53806543350220e+00;
1044;CZ0720190;7220;ok;2,48026847839355e-03;
1045;CZ0720190;9130;ok;3,32304334640503e+00;
1046;CZ0610518;6230;ok;2,57730484008789e-03;
1047;CZ0314044;6110;ok;2,53486633300781e-03;
1048;CZ0314044;6510;ok;2,55846977233887e-03;
1049;CZ0314044;8210;ok;2,52556800842285e-03;
1050;CZ0314044;8310;ok;2,52151489257812e-03;
1051;CZ0314044;91U0;ok;4,14487123489380e-01;
1052;CZ0524049;2330;ok;2,52056121826172e-03;
1053;CZ0524049;3150;ok;2,48575210571289e-03;
1054;CZ0524049;3260;ok;2,41661071777344e-03;
1055;CZ0524049;6410;ok;2,44903564453125e-03;
1056;CZ0524049;6430;ok;2,51388549804688e-03;
1057;CZ0524049;6510;ok;2,46119499206543e-03;
1058;CZ0524049;91E0;ok;1,88809056282043e+01;
1059;CZ0524049;91F0;ok;1,51398804187775e+01;
1060;CZ0524046;6430;ok;4,36902046203613e-03;
1061;CZ0524046;6520;ok;4,34899330139160e-03;
1062;CZ0524046;9110;ok;5,18025708198547e+00;
1063;CZ0524046;9130;ok;4,15598392486572e+00;
1064;CZ0524046;9410;ok;2,40483498573303e+00;
1065;CZ0310074;3130;ok;2,56156921386719e-03;
1066;CZ0310074;3150;ok;2,51555442810059e-03;
1067;CZ0413190;3140;ok;2,45380401611328e-03;
1068;CZ0420456;8220;ok;2,46000289916992e-03;
1069;CZ0420456;9170;ok;3,95540499687195e+00;
1070;CZ0420456;91I0;ok;7,10287332534790e-01;
1071;CZ0214042;3150;ok;2,46381759643555e-03;
1072;CZ0214042;4030;ok;2,39539146423340e-03;
1073;CZ0214042;6230;ok;2,36225128173828e-03;
1074;CZ0214042;6410;ok;2,40182876586914e-03;
1075;CZ0214042;6430;ok;2,39253044128418e-03;
1076;CZ0214042;6510;ok;2,39396095275879e-03;
1077;CZ0214042;7140;ok;2,42900848388672e-03;
1078;CZ0214042;8220;ok;2,38156318664551e-03;
1079;CZ0214042;9110;ok;4,90001463890076e+00;
1080;CZ0214042;9130;ok;3,79339170455933e+00;
1081;CZ0214042;9410;ok;2,76764130592346e+00;
1082;CZ0214042;91D0;ok;1,74321603775024e+00;
1083;CZ0210733;2330;ok;2,54106521606445e-03;
1084;CZ0210733;4030;ok;2,49719619750977e-03;
1085;CZ0810031;9130;ok;3,58299779891968e+00;
1086;CZ0520603;6230;ok;2,54774093627930e-03;
1087;CZ0520603;6430;ok;2,52056121826172e-03;
1088;CZ0520603;6510;ok;2,47240066528320e-03;
1089;CZ0627016;6210;ok;2,49099731445312e-03;
1090;CZ0627016;6210p;ok;2,48456001281738e-03;
1091;CZ0310063;6110;ok;2,63404846191406e-03;
1092;CZ0314642;6410;ok;2,54559516906738e-03;
1093;CZ0322058;6230;ok;2,80928611755371e-03;
1094;CZ0210111;6210;ok;2,79259681701660e-03;
1095;CZ0210111;91U0;ok;8,50343704223633e-01;
1096;CZ0620049;6240;ok;3,01861763000488e-03;
1097;CZ0320043;91D0;ok;9,54312801361084e-01;
1098;CZ0524047;3260;ok;2,64787673950195e-03;
1099;CZ0524047;8150;ok;2,67982482910156e-03;
1100;CZ0524047;8220;ok;2,58064270019531e-03;
1101;CZ0524047;9110;ok;4,93763065338135e+00;
1102;CZ0524047;9130;ok;3,90145111083984e+00;
1103;CZ0524047;9180;ok;1,97635221481323e+00;
1104;CZ0210721;7220;ok;3,23390960693359e-03;
1105;CZ0520009;6410;ok;3,16905975341797e-03;
1106;CZ0520009;6510;ok;3,22532653808594e-03;
1107;CZ0520009;9170;ok;4,10148978233337e+00;
1108;CZ0410040;4030;ok;2,61616706848145e-03;
1109;CZ0410040;6520;ok;2,54750251770020e-03;
1110;CZ0410040;7110;ok;2,51173973083496e-03;
1111;CZ0410040;7120;ok;2,55322456359863e-03;
1112;CZ0410040;7140;ok;2,54631042480469e-03;
1113;CZ0410040;9410;ok;1,96745395660400e+00;
1114;CZ0410040;91D0;ok;1,56508874893188e+00;
1115;CZ0210730;2330;ok;2,71940231323242e-03;
1116;CZ0212023;2330;ok;2,56371498107910e-03;
1117;CZ0214049;2330;ok;2,49505043029785e-03;
1118;CZ0422084;2330;ok;2,89011001586914e-03;
1119;CZ0210064;2330;ok;2,60448455810547e-03;
1120;CZ0310615;2330;ok;2,70199775695801e-03;
1121;CZ0413184;3140;ok;2,54678726196289e-03;
1122;CZ0424138;91F0;ok;1,34982872009277e+00;
1123;CZ0310017;3150;ok;2,50458717346191e-03;
1124;CZ0310017;6430;ok;2,46214866638184e-03;
1125;CZ0310017;7120;ok;2,41160392761230e-03;
1126;CZ0310017;7140;ok;2,43163108825684e-03;
1127;CZ0310017;9410;ok;2,21778035163879e+00;
1128;CZ0310017;91D0;ok;1,33022761344910e+00;
1129;CZ0310017;91E0;ok;3,27771639823914e+00;
1130;CZ0420462;8220;ok;2,54678726196289e-03;
1131;CZ0420462;8230;ok;2,44784355163574e-03;
1132;CZ0323159;3270;ok;2,49457359313965e-03;
1133;CZ0323159;6510;ok;2,51221656799316e-03;
1134;CZ0323159;9170;ok;4,36594700813293e+00;
1135;CZ0323159;9180;ok;1,60464096069336e+00;
1136;CZ0620013;8160;ok;2,58898735046387e-03;
1137;CZ0710004;6510;ok;2,48885154724121e-03;
1138;CZ0720435;5130;ok;2,47430801391602e-03;
1139;CZ0720435;6210;ok;2,45690345764160e-03;
1140;CZ0720435;6510;ok;2,45690345764160e-03;
1141;CZ0720435;7220;ok;2,44879722595215e-03;
1142;CZ0720435;9130;ok;4,18467426300049e+00;
1143;CZ0720435;9170;ok;4,97244644165039e+00;
1144;CZ0720435;6210p;ok;2,57754325866699e-03;
1145;CZ0214014;3130;ok;2,45761871337891e-03;
1146;CZ0214014;3150;ok;2,40659713745117e-03;
1147;CZ0214014;7140;ok;2,34818458557129e-03;
1148;CZ0420160;6430;ok;2,35342979431152e-03;
1149;CZ0420160;6210p;ok;2,34961509704590e-03;
1150;CZ0420160;91E0;ok;3,08455109596252e+00;
1151;CZ0514113;3140;ok;2,50959396362305e-03;
1152;CZ0514113;3150;ok;2,53295898437500e-03;
1153;CZ0514113;8310;ok;2,47287750244141e-03;
1154;CZ0612140;3130;ok;2,43353843688965e-03;
1155;CZ0624096;3260;ok;2,43830680847168e-03;
1156;CZ0624096;4030;ok;2,45904922485352e-03;
1157;CZ0624096;5130;ok;2,49147415161133e-03;
1158;CZ0624096;6190;ok;2,49385833740234e-03;
1159;CZ0624096;6210;ok;2,52509117126465e-03;
1160;CZ0624096;6510;ok;2,52676010131836e-03;
1161;CZ0624096;8150;ok;2,53772735595703e-03;
1162;CZ0624096;8220;ok;2,40468978881836e-03;
1163;CZ0624096;8230;ok;2,38633155822754e-03;
1164;CZ0624096;8310;ok;2,37441062927246e-03;
1165;CZ0624096;9170;ok;2,68847894668579e+01;
1166;CZ0624096;9180;ok;1,54719321727753e+01;
1167;CZ0624096;40A0;ok;2,79808044433594e-03;
1168;CZ0624096;91I0;ok;1,43194901943207e+01;
1169;CZ0310057;6230;ok;2,54678726196289e-03;
1170;CZ0310057;7110;ok;2,48932838439941e-03;
1171;CZ0310057;7140;ok;3,45849990844727e-03;
1172;CZ0310057;9410;ok;2,12813162803650e+00;
1173;CZ0310057;91D0;ok;1,30839967727661e+00;
1174;CZ0210152;2330;ok;3,72219085693359e-03;
1175;CZ0210152;3150;ok;2,87771224975586e-03;
1176;CZ0210152;6410;ok;3,37147712707520e-03;
1177;CZ0210152;6430;ok;3,37743759155273e-03;
1178;CZ0210152;6440;ok;3,38053703308105e-03;
1179;CZ0210152;6510;ok;3,47065925598145e-03;
1180;CZ0210152;7210;ok;3,38006019592285e-03;
1181;CZ0210152;7230;ok;3,47590446472168e-03;
1182;CZ0210152;91E0;ok;3,52103137969971e+00;
1183;CZ0210152;91F0;ok;1,79146742820740e+00;
1184;CZ0210713;6210;ok;2,66408920288086e-03;
1185;CZ0210713;6510;ok;2,53963470458984e-03;
1186;CZ0620139;6210;ok;2,60329246520996e-03;
1187;CZ0814092;3130;ok;2,57539749145508e-03;
1188;CZ0814092;3140;ok;2,52819061279297e-03;
1189;CZ0814092;3150;ok;2,51936912536621e-03;
1190;CZ0814092;6510;ok;2,56371498107910e-03;
1191;CZ0814092;9170;ok;1,52978360652924e+01;
1192;CZ0814092;91E0;ok;1,71020150184631e+01;
1193;CZ0814092;91F0;ok;1,33889667987823e+01;
1194;CZ0424141;3150;ok;2,48146057128906e-03;
1195;CZ0424141;3260;ok;2,40015983581543e-03;
1196;CZ0424141;3270;ok;2,37059593200684e-03;
1197;CZ0424141;6110;ok;2,41804122924805e-03;
1198;CZ0424141;8150;ok;2,42280960083008e-03;
1199;CZ0424141;8160;ok;2,38370895385742e-03;
1200;CZ0424141;9180;ok;2,33751456737518e+01;
1201;CZ0424141;40A0;ok;2,71964073181152e-03;
1202;CZ0424141;91E0;ok;2,27107307910919e+01;
1203;CZ0210028;6190;ok;2,54702568054199e-03;
1204;CZ0210028;9130;ok;3,25095582008362e+00;
1205;CZ0210028;9180;ok;1,81120991706848e+00;
1206;CZ0514669;3150;ok;2,86841392517090e-03;
1207;CZ0514669;3160;ok;2,75468826293945e-03;
1208;CZ0514669;6410;ok;2,75325775146484e-03;
1209;CZ0514669;7140;ok;2,72369384765625e-03;
1210;CZ0514669;7150;ok;2,61616706848145e-03;
1211;CZ0514669;91D0;ok;1,41989517211914e+00;
1212;CZ0624060;6210;ok;2,56109237670898e-03;
1213;CZ0624060;6250;ok;2,57182121276855e-03;
1214;CZ0624060;91G0;ok;9,70907211303711e-01;
1215;CZ0624060;91I0;ok;9,29294109344482e-01;
1216;CZ0714077;4060;ok;2,49242782592773e-03;
1217;CZ0714077;4080;ok;2,47287750244141e-03;
1218;CZ0714077;6150;ok;2,43592262268066e-03;
1219;CZ0714077;6430;ok;2,45094299316406e-03;
1220;CZ0714077;7110;ok;2,42877006530762e-03;
1221;CZ0714077;7140;ok;2,41279602050781e-03;
1222;CZ0714077;8110;ok;2,40039825439453e-03;
1223;CZ0714077;8220;ok;2,40755081176758e-03;
1224;CZ0714077;9110;ok;1,05195586681366e+01;
1225;CZ0714077;9410;ok;1,44455974102020e+01;
1226;CZ0714077;91D0;ok;7,60981440544128e+00;
1227;CZ0320013;6410;ok;2,38442420959473e-03;
1228;CZ0320013;6430;ok;2,34198570251465e-03;
1229;CZ0320013;91E0;ok;3,07577204704285e+00;
1230;CZ0214045;3150;ok;2,51150131225586e-03;
1231;CZ0214045;7140;ok;2,41231918334961e-03;
1232;CZ0214045;91E0;ok;2,94578313827515e+00;
1233;CZ0110050;6110;ok;2,89273262023926e-03;
1234;CZ0110050;6190;ok;2,84004211425781e-03;
1235;CZ0110050;6210;ok;2,84099578857422e-03;
1236;CZ0110050;9180;ok;1,94514894485474e+00;
1237;CZ0510191;6210;ok;2,69794464111328e-03;
1238;CZ0510191;8210;ok;2,74395942687988e-03;
1239;CZ0510191;8220;ok;2,63953208923340e-03;
1240;CZ0510191;8310;ok;2,69174575805664e-03;
1241;CZ0510191;9110;ok;5,62035751342773e+00;
1242;CZ0510191;9130;ok;4,31527209281921e+00;
1243;CZ0510191;9150;ok;1,97530937194824e+00;
1244;CZ0510191;9180;ok;3,09468531608582e+00;
1245;CZ0510191;6210p;ok;3,00359725952148e-03;
1246;CZ0620014;6240;ok;3,07083129882812e-03;
1247;CZ0620014;6210p;ok;3,86810302734375e-03;
1248;CZ0624114;6210;ok;3,31187248229980e-03;
1249;CZ0624114;6240;ok;2,74252891540527e-03;
1250;CZ0624114;6210p;ok;3,32140922546387e-03;
1251;CZ0624114;91G0;ok;1,86316156387329e+00;
1252;CZ0624114;91I0;ok;1,41444039344788e+00;
1253;CZ0710148;6510;ok;2,60877609252930e-03;
1254;CZ0710148;9170;ok;4,05466866493225e+00;
1255;CZ0214012;8310;ok;2,48408317565918e-03;
1256;CZ0530027;6430;ok;2,41422653198242e-03;
1257;CZ0530027;9130;ok;3,56967115402222e+00;
