.target_id;SITECODE;HABITAT_CODE;REGION_ID;PAIR;DATUM_OLD;DATUM_NEW;PAIR_PRIORITY
1135;CZ0323159;9180;CZ0058;VMB2_VMB0;2006-07-25;2024-10-08;1
1142;CZ0720435;9130;CZ0491;VMB1_VMB2;2004-07-07;2014-07-30;2
1142;CZ0720435;9130;CZ1206;VMB1_VMB2;2004-06-11;2014-06-14;2
1143;CZ0720435;9170;CZ0491;VMB1_VMB2;2004-07-06;2014-07-30;2
1150;CZ0420160;91E0;CZ0923;VMB2_VMB0;2009-02-17;2025-05-10;1
1165;CZ0624096;9170;CZ0535;VMB1_VMB2;2002-04-28;2018-04-30;2
1165;CZ0624096;9170;CZ1074;VMB2_VMB0;2016-06-29;2023-10-14;1
1165;CZ0624096;9170;CZ1091;VMB1_VMB2;2005-06-15;2016-07-07;2
1165;CZ0624096;9170;CZ1108;VMB1_VMB2;2005-06-17;2016-08-11;2
1165;CZ0624096;9170;CZ1111;VMB1_VMB2;2003-03-18;2010-08-28;2
1165;CZ0624096;9170;CZ1161;VMB1_VMB2;2002-06-11;2009-04-28;2
1166;CZ0624096;9180;CZ0535;VMB1_VMB2;2005-06-13;2018-04-30;2
1166;CZ0624096;9180;CZ1074;VMB2_VMB0;2010-05-12;2023-10-15;1
1166;CZ0624096;9180;CZ1091;VMB1_VMB2;2005-06-16;2016-07-07;2
1166;CZ0624096;9180;CZ1108;VMB1_VMB2;2003-03-18;2016-08-11;2
1168;CZ0624096;91I0;CZ0535;VMB1_VMB2;2005-06-12;2018-05-30;2
1168;CZ0624096;91I0;CZ1074;VMB2_VMB0;2016-06-30;2023-10-13;1
1168;CZ0624096;91I0;CZ1091;VMB1_VMB2;2005-06-16;2016-07-06;2
1172;CZ0310057;9410;CZ0389;VMB1_VMB2;2003-10-12;2016-10-14;2
1172;CZ0310057;9410;CZ0390;VMB1_VMB2;2003-10-07;2016-09-06;2
1173;CZ0310057;91D0;CZ0389;VMB1_VMB2;2003-10-12;2016-10-14;2
1173;CZ0310057;91D0;CZ0390;VMB1_VMB2;2002-08-26;2016-09-06;2
1182;CZ0210152;91E0;CZ0080;VMB2_VMB0;2006-08-27;2024-05-20;1
1182;CZ0210152;91E0;CZ2977;VMB1_VMB2;2003-08-03;2017-05-28;2
1183;CZ0210152;91F0;CZ0080;VMB2_VMB0;2006-08-27;2024-05-20;1
1183;CZ0210152;91F0;CZ2977;VMB1_VMB2;2002-08-14;2017-05-28;2
1191;CZ0814092;9170;CZ0036;VMB2_VMB0;2006-09-12;2024-06-21;1
1191;CZ0814092;9170;CZ0678;VMB2_VMB0;2008-09-19;2022-06-30;1
1191;CZ0814092;9170;CZ1830;VMB1_VMB2;2002-10-04;2012-05-10;2
1191;CZ0814092;9170;CZ1882;VMB1_VMB2;2004-07-16;2012-05-19;2
1191;CZ0814092;9170;CZ1904;VMB1_VMB2;2002-11-13;2009-07-31;2
1191;CZ0814092;9170;CZ1970;VMB1_VMB2;2004-06-10;2011-08-30;2
1191;CZ0814092;9170;CZ2011;VMB2_VMB0;2010-05-30;2023-10-14;1
1192;CZ0814092;91E0;CZ0036;VMB2_VMB0;2010-08-07;2024-06-21;1
1192;CZ0814092;91E0;CZ0678;VMB2_VMB0;2008-09-23;2022-10-15;1
1192;CZ0814092;91E0;CZ1830;VMB1_VMB2;2002-10-04;2012-05-10;2
1192;CZ0814092;91E0;CZ1882;VMB1_VMB2;2004-07-16;2012-05-20;2
1192;CZ0814092;91E0;CZ1904;VMB1_VMB2;2005-08-12;2009-08-23;2
1192;CZ0814092;91E0;CZ1916;VMB1_VMB2;2002-09-10;2012-05-21;2
1192;CZ0814092;91E0;CZ1953;VMB1_VMB2;2002-04-20;2012-06-30;2
1192;CZ0814092;91E0;CZ1963;VMB1_VMB2;2002-07-10;2012-08-19;2
1192;CZ0814092;91E0;CZ1970;VMB1_VMB2;2002-11-11;2013-08-23;2
1192;CZ0814092;91E0;CZ2056;VMB1_VMB2;2004-05-20;2010-08-18;2
1193;CZ0814092;91F0;CZ0036;VMB2_VMB0;2006-09-27;2024-06-21;1
1193;CZ0814092;91F0;CZ0678;VMB2_VMB0;2008-08-22;2022-06-30;1
1193;CZ0814092;91F0;CZ1830;VMB1_VMB2;2005-07-25;2012-05-09;2
1193;CZ0814092;91F0;CZ1882;VMB1_VMB2;2004-07-16;2012-05-20;2
1193;CZ0814092;91F0;CZ1904;VMB1_VMB2;2005-08-12;2009-08-19;2
1193;CZ0814092;91F0;CZ1963;VMB1_VMB2;2002-05-23;2012-07-03;2
1193;CZ0814092;91F0;CZ1970;VMB1_VMB2;2005-08-18;2013-08-11;2
1193;CZ0814092;91F0;CZ2056;VMB1_VMB2;2004-05-20;2010-09-08;2
1200;CZ0424141;9180;CZ0129;VMB1_VMB2;2005-09-27;2017-09-29;2
1200;CZ0424141;9180;CZ0140;VMB1_VMB2;2005-08-29;2018-06-15;2
1200;CZ0424141;9180;CZ0141;VMB1_VMB2;2005-09-30;2017-09-30;2
1200;CZ0424141;9180;CZ0945;VMB1_VMB2;2003-09-01;2018-07-01;2
1200;CZ0424141;9180;CZ3395;VMB2_VMB0;2009-08-19;2024-06-26;1
1200;CZ0424141;9180;CZ3396;VMB1_VMB2;2002-06-27;2009-07-06;2
1200;CZ0424141;9180;CZ3399;VMB1_VMB2;2005-08-20;2010-08-02;2
1200;CZ0424141;9180;CZ3417;VMB1_VMB2;2005-09-30;2018-06-17;2
1200;CZ0424141;9180;CZ3420;VMB1_VMB2;2005-08-19;2012-09-25;2
1200;CZ0424141;9180;CZ3427;VMB1_VMB2;2005-08-25;2016-09-09;2
1200;CZ0424141;9180;CZ3472;VMB1_VMB2;2002-05-17;2017-09-19;2
1200;CZ0424141;9180;CZ3475;VMB1_VMB2;2002-06-13;2015-11-01;2
1202;CZ0424141;91E0;CZ0129;VMB1_VMB2;2002-08-08;2017-09-29;2
1202;CZ0424141;91E0;CZ0140;VMB1_VMB2;2002-11-11;2018-06-14;2
1202;CZ0424141;91E0;CZ0141;VMB1_VMB2;2005-08-24;2017-09-29;2
1202;CZ0424141;91E0;CZ0922;VMB2_VMB0;2008-08-10;2021-09-28;1
1202;CZ0424141;91E0;CZ3395;VMB2_VMB0;2009-08-10;2024-07-04;1
1202;CZ0424141;91E0;CZ3396;VMB1_VMB2;2002-07-29;2009-09-07;2
1202;CZ0424141;91E0;CZ3399;VMB1_VMB2;2005-08-29;2010-08-29;2
1202;CZ0424141;91E0;CZ3417;VMB1_VMB2;2005-08-24;2018-06-17;2
1202;CZ0424141;91E0;CZ3427;VMB1_VMB2;2005-08-25;2012-09-18;2
1202;CZ0424141;91E0;CZ3472;VMB1_VMB2;2001-10-10;2017-09-19;2
1202;CZ0424141;91E0;CZ3475;VMB1_VMB2;2005-08-16;2016-05-27;2
1204;CZ0210028;9130;CZ0153;VMB2_VMB0;2007-08-07;2021-04-29;1
1204;CZ0210028;9130;CZ0779;VMB2_VMB0;2009-06-17;2023-08-17;1
1204;CZ0210028;9130;CZ0787;VMB1_VMB2;2003-10-06;2012-06-30;2
1205;CZ0210028;9180;CZ0779;VMB2_VMB0;2009-07-01;2023-08-17;1
1205;CZ0210028;9180;CZ0787;VMB1_VMB2;2004-10-06;2012-06-30;2
1211;CZ0514669;91D0;CZ0348;VMB1_VMB2;2005-08-01;2012-09-14;2
1214;CZ0624060;91G0;CZ0485;VMB2_VMB0;2009-08-24;2024-05-30;1
1215;CZ0624060;91I0;CZ0485;VMB2_VMB0;2009-08-24;2024-05-23;1
1224;CZ0714077;9110;CZ0296;VMB1_VMB2;2001-10-20;2013-09-07;2
1224;CZ0714077;9110;CZ0297;VMB1_VMB2;2002-07-17;2012-07-18;2
1224;CZ0714077;9110;CZ0298;VMB2_VMB0;2008-01-30;2022-09-06;1
1224;CZ0714077;9110;CZ0775;VMB2_VMB0;2008-09-10;2023-07-14;1
1224;CZ0714077;9110;CZ0781;VMB1_VMB2;2001-09-03;2008-07-10;2
1224;CZ0714077;9110;CZ0782;VMB1_VMB2;2002-10-25;2008-08-19;2
1224;CZ0714077;9110;CZ0790;VMB1_VMB2;2001-08-17;2008-09-04;2
1224;CZ0714077;9110;CZ2471;VMB1_VMB2;2001-10-01;2009-06-18;2
1225;CZ0714077;9410;CZ0296;VMB1_VMB2;2002-12-31;2013-09-07;2
1225;CZ0714077;9410;CZ0297;VMB1_VMB2;2002-07-16;2012-07-18;2
1225;CZ0714077;9410;CZ0298;VMB2_VMB0;2013-09-07;2022-09-06;1
1225;CZ0714077;9410;CZ0775;VMB2_VMB0;2008-09-03;2023-07-18;1
1225;CZ0714077;9410;CZ0781;VMB1_VMB2;2002-12-31;2008-07-10;2
1225;CZ0714077;9410;CZ0782;VMB1_VMB2;2002-12-31;2008-08-19;2
1225;CZ0714077;9410;CZ0790;VMB1_VMB2;2001-10-11;2008-10-10;2
1225;CZ0714077;9410;CZ2438;VMB1_VMB2;2001-07-01;2009-07-04;2
1225;CZ0714077;9410;CZ2471;VMB1_VMB2;2002-12-31;2009-06-19;2
1226;CZ0714077;91D0;CZ0296;VMB1_VMB2;2001-10-15;2013-09-07;2
1226;CZ0714077;91D0;CZ0297;VMB1_VMB2;2001-10-15;2012-07-18;2
1226;CZ0714077;91D0;CZ0298;VMB2_VMB0;2008-02-17;2022-09-06;1
1226;CZ0714077;91D0;CZ0775;VMB2_VMB0;2008-09-03;2023-07-14;1
1226;CZ0714077;91D0;CZ0781;VMB1_VMB2;2001-09-03;2008-07-01;2
1226;CZ0714077;91D0;CZ0782;VMB1_VMB2;2001-10-03;2008-08-01;2
1226;CZ0714077;91D0;CZ0790;VMB1_VMB2;2001-08-16;2008-09-02;2
1226;CZ0714077;91D0;CZ2438;VMB1_VMB2;2001-07-01;2009-07-04;2
1229;CZ0320013;91E0;CZ2213;VMB1_VMB2;2004-05-17;2010-08-11;2
1232;CZ0214045;91E0;CZ2942;VMB1_VMB2;2001-09-08;2014-07-20;2
1232;CZ0214045;91E0;CZ2967;VMB1_VMB2;2001-10-14;2014-08-07;2
1236;CZ0110050;9180;CZ2788;VMB1_VMB2;2001-07-05;2009-09-28;2
1241;CZ0510191;9110;CZ0477;VMB1_VMB2;2003-10-08;2018-07-09;2
1241;CZ0510191;9110;CZ0925;VMB1_VMB2;2004-07-10;2018-08-04;2
1242;CZ0510191;9130;CZ0477;VMB1_VMB2;2003-10-08;2018-07-09;2
1242;CZ0510191;9130;CZ0925;VMB1_VMB2;2004-07-10;2018-08-04;2
1242;CZ0510191;9130;CZ3288;VMB1_VMB2;2003-10-08;2015-05-11;2
1243;CZ0510191;9150;CZ0477;VMB1_VMB2;2002-08-22;2018-07-09;2
1243;CZ0510191;9150;CZ0925;VMB1_VMB2;2002-06-22;2018-07-09;2
1244;CZ0510191;9180;CZ0477;VMB1_VMB2;2004-07-20;2018-07-09;2
1244;CZ0510191;9180;CZ0925;VMB1_VMB2;2004-07-20;2018-07-09;2
1251;CZ0624114;91G0;CZ0441;VMB1_VMB2;2002-07-16;2007-07-26;2
1251;CZ0624114;91G0;CZ0546;VMB1_VMB2;2001-08-13;2010-09-18;2
1251;CZ0624114;91G0;CZ1120;VMB1_VMB2;2004-06-12;2012-05-18;2
1252;CZ0624114;91I0;CZ1120;VMB1_VMB2;2004-06-12;2012-05-18;2
1254;CZ0710148;9170;CZ1530;VMB1_VMB2;2003-06-15;2012-06-02;2
1257;CZ0530027;9130;CZ2305;VMB1_VMB2;2005-09-13;2014-10-04;2
1257;CZ0530027;9130;CZ2328;VMB1_VMB2;2002-06-15;2018-04-21;2
1258;CZ0530027;91E0;CZ2305;VMB1_VMB2;2003-06-20;2014-10-05;2
1260;CZ0810014;91E0;CZ2406;VMB1_VMB2;2002-06-04;2016-09-19;2
1261;CZ0810032;9130;CZ0053;VMB2_VMB0;2006-08-14;2022-05-19;1
1264;CZ0510403;91D0;CZ3450;VMB2_VMB0;2009-09-25;2023-10-03;1
1265;CZ0714078;9110;CZ0764;VMB2_VMB0;2008-08-21;2023-07-19;1
1266;CZ0714078;9130;CZ0764;VMB2_VMB0;2008-08-25;2023-07-28;1
1266;CZ0714078;9130;CZ2332;VMB1_VMB2;2001-10-10;2014-09-16;2
1266;CZ0714078;9130;CZ2438;VMB1_VMB2;2001-09-27;2009-07-06;2
1267;CZ0714078;9180;CZ0764;VMB2_VMB0;2008-08-25;2023-07-28;1
1272;CZ0114001;9170;CZ2742;VMB1_VMB2;2003-10-28;2017-04-23;2
1273;CZ0114001;9180;CZ2742;VMB1_VMB2;2000-11-28;2017-04-23;2
1274;CZ0114001;91H0;CZ2742;VMB1_VMB2;2000-11-28;2017-04-23;2
1281;CZ0620245;9110;CZ0464;VMB2_VMB0;2007-07-17;2024-07-24;1
1281;CZ0620245;9110;CZ1000;VMB2_VMB0;2008-09-26;2023-10-25;1
1281;CZ0620245;9110;CZ1484;VMB1_VMB2;2005-09-06;2009-04-30;2
1282;CZ0620245;9130;CZ0464;VMB2_VMB0;2009-06-15;2024-07-24;1
1282;CZ0620245;9130;CZ1000;VMB2_VMB0;2008-09-26;2023-10-25;1
1282;CZ0620245;9130;CZ1484;VMB1_VMB2;2005-09-06;2009-04-30;2
1283;CZ0620245;9180;CZ0464;VMB2_VMB0;2007-07-27;2024-05-11;1
1283;CZ0620245;9180;CZ1000;VMB2_VMB0;2008-09-26;2023-10-25;1
1283;CZ0620245;9180;CZ1484;VMB1_VMB2;2005-09-06;2009-04-30;2
1284;CZ0620245;91E0;CZ0464;VMB2_VMB0;2007-08-09;2024-07-24;1
1284;CZ0620245;91E0;CZ1000;VMB2_VMB0;2007-08-09;2023-10-25;1
1284;CZ0620245;91E0;CZ1484;VMB1_VMB2;2005-06-13;2009-04-30;2
1285;CZ0510028;9110;CZ0345;VMB2_VMB0;2007-09-09;2022-05-26;1
1286;CZ0510028;9130;CZ0345;VMB2_VMB0;2007-09-09;2022-05-15;1
1287;CZ0510028;9180;CZ0345;VMB2_VMB0;2007-08-24;2022-05-10;1
1291;CZ0410020;91E0;CZ0874;VMB1_VMB2;2002-06-20;2016-07-07;2
1291;CZ0410020;91E0;CZ3055;VMB1_VMB2;2003-09-15;2013-08-11;2
1291;CZ0410020;91E0;CZ3064;VMB1_VMB2;2003-06-30;2014-08-13;2
1291;CZ0410020;91E0;CZ3090;VMB1_VMB2;2002-06-20;2014-06-17;2
1297;CZ0610412;9110;CZ0718;VMB2_VMB0;2009-10-07;2023-08-17;1
1298;CZ0610412;9130;CZ0713;VMB1_VMB2;2001-08-18;2009-09-23;2
1298;CZ0610412;9130;CZ0718;VMB2_VMB0;2009-10-07;2023-08-17;1
1298;CZ0610412;9130;CZ2052;VMB1_VMB2;2001-08-18;2020-06-23;2
1299;CZ0610412;91E0;CZ0713;VMB1_VMB2;2001-08-18;2009-09-23;2
1299;CZ0610412;91E0;CZ0718;VMB2_VMB0;2009-10-07;2023-08-17;1
1303;CZ0510402;9410;CZ3421;VMB2_VMB0;2009-10-13;2023-08-02;1
1303;CZ0510402;9410;CZ3434;VMB1_VMB2;2002-09-15;2017-08-14;2
1303;CZ0510402;9410;CZ3450;VMB2_VMB0;2009-10-29;2023-10-05;1
1304;CZ0510402;91D0;CZ3421;VMB1_VMB2;2002-09-14;2009-10-13;2
1304;CZ0510402;91D0;CZ3434;VMB1_VMB2;2002-06-08;2017-08-30;2
1304;CZ0510402;91D0;CZ3450;VMB2_VMB0;2009-10-21;2023-10-01;1
1309;CZ0510415;9410;CZ3450;VMB2_VMB0;2009-10-29;2023-10-01;1
1310;CZ0510415;91D0;CZ3450;VMB2_VMB0;2009-10-29;2023-10-01;1
1312;CZ0313513;91D0;CZ1017;VMB1_VMB2;2005-06-20;2011-09-09;2
1312;CZ0313513;91D0;CZ1028;VMB1_VMB2;2001-08-23;2013-08-30;2
1314;CZ0420053;9410;CZ0100;VMB1_VMB2;2002-11-30;2012-08-18;2
1315;CZ0420053;91D0;CZ0100;VMB1_VMB2;2002-11-30;2012-08-18;2
1315;CZ0420053;91D0;CZ3456;VMB1_VMB2;2002-10-30;2012-08-25;2
1328;CZ0714081;9410;CZ2704;VMB2_VMB0;2009-09-22;2024-09-05;1
1328;CZ0714081;9410;CZ2767;VMB1_VMB2;2002-08-17;2011-10-06;2
1329;CZ0714081;91D0;CZ2704;VMB2_VMB0;2009-09-22;2024-08-13;1
1329;CZ0714081;91D0;CZ2712;VMB1_VMB2;2002-08-17;2009-06-15;2
1335;CZ0514670;9130;CZ0482;VMB1_VMB2;2003-10-07;2014-08-28;2
1336;CZ0514670;9170;CZ0093;VMB1_VMB2;2004-06-20;2013-10-02;2
1336;CZ0514670;9170;CZ0482;VMB1_VMB2;2003-10-09;2014-08-19;2
1337;CZ0514670;9180;CZ0093;VMB1_VMB2;2004-06-19;2014-08-15;2
1337;CZ0514670;9180;CZ0482;VMB1_VMB2;2003-08-23;2014-08-28;2
1339;CZ0620412;9180;CZ0461;VMB2_VMB0;2009-09-11;2023-10-18;1
1343;CZ0314109;91D0;CZ0965;VMB2_VMB0;2009-09-07;2025-06-20;1
1346;CZ0720420;9170;CZ1149;VMB1_VMB2;2005-06-21;2012-09-20;2
1347;CZ0720420;91E0;CZ1149;VMB1_VMB2;2005-06-21;2012-09-20;2
1348;CZ0720420;91I0;CZ1149;VMB1_VMB2;2005-06-21;2012-09-20;2
1352;CZ0410155;9410;CZ0361;VMB2_VMB0;2008-10-24;2022-10-21;1
1352;CZ0410155;9410;CZ0919;VMB1_VMB2;2003-09-24;2008-12-02;2
1354;CZ0620158;91F0;CZ1212;VMB2_VMB0;2009-07-24;2022-09-25;1
1358;CZ0720185;9110;CZ1448;VMB2_VMB0;2009-10-14;2023-05-27;1
1358;CZ0720185;9110;CZ1483;VMB1_VMB2;2001-08-01;2010-09-30;2
1359;CZ0720185;9170;CZ1448;VMB2_VMB0;2009-10-14;2023-05-28;1
1360;CZ0720185;91E0;CZ1448;VMB2_VMB0;2009-10-14;2023-05-31;1
1372;CZ0710183;9110;CZ0852;VMB1_VMB2;2003-11-28;2008-08-29;2
1372;CZ0710183;9110;CZ2950;VMB1_VMB2;2001-08-13;2017-06-20;2
1373;CZ0710183;9130;CZ0852;VMB1_VMB2;2001-08-14;2008-08-19;2
1373;CZ0710183;9130;CZ2950;VMB1_VMB2;2001-08-05;2017-06-20;2
1374;CZ0710183;9180;CZ0852;VMB1_VMB2;2001-08-11;2008-08-29;2
1374;CZ0710183;9180;CZ2950;VMB1_VMB2;2001-08-13;2017-06-20;2
1375;CZ0710183;91E0;CZ0852;VMB1_VMB2;2001-08-11;2008-08-19;2
1375;CZ0710183;91E0;CZ2950;VMB1_VMB2;2001-08-14;2017-06-19;2
1382;CZ0714086;9110;CZ0293;VMB1_VMB2;2005-08-09;2009-03-28;2
1382;CZ0714086;9110;CZ0294;VMB2_VMB0;2008-10-21;2024-10-14;1
1382;CZ0714086;9110;CZ0295;VMB2_VMB0;2011-09-04;2023-07-09;1
1382;CZ0714086;9110;CZ0828;VMB1_VMB2;2002-06-28;2010-10-01;2
1382;CZ0714086;9110;CZ0829;VMB1_VMB2;2003-09-07;2008-09-05;2
1382;CZ0714086;9110;CZ0841;VMB1_VMB2;2003-10-24;2009-10-29;2
1382;CZ0714086;9110;CZ2825;VMB1_VMB2;2003-10-19;2010-10-11;2
1382;CZ0714086;9110;CZ2883;VMB1_VMB2;2004-08-20;2011-09-04;2
1383;CZ0714086;9130;CZ0293;VMB1_VMB2;2005-09-28;2009-03-28;2
1383;CZ0714086;9130;CZ0294;VMB2_VMB0;2008-10-21;2024-10-14;1
1383;CZ0714086;9130;CZ0295;VMB2_VMB0;2011-09-03;2023-07-09;1
1383;CZ0714086;9130;CZ0828;VMB1_VMB2;2005-08-04;2010-10-01;2
1383;CZ0714086;9130;CZ0829;VMB1_VMB2;2003-10-10;2008-09-05;2
1383;CZ0714086;9130;CZ0841;VMB1_VMB2;2003-10-29;2009-10-29;2
1383;CZ0714086;9130;CZ2825;VMB1_VMB2;2003-10-19;2010-10-11;2
1383;CZ0714086;9130;CZ2883;VMB1_VMB2;2005-09-28;2011-09-04;2
1384;CZ0714086;9180;CZ0293;VMB1_VMB2;2004-08-20;2009-03-28;2
1384;CZ0714086;9180;CZ0294;VMB2_VMB0;2008-06-21;2024-09-28;1
1384;CZ0714086;9180;CZ0295;VMB1_VMB2;2004-08-20;2007-08-31;2
1384;CZ0714086;9180;CZ0828;VMB1_VMB2;2002-05-06;2010-09-30;2
1384;CZ0714086;9180;CZ0829;VMB1_VMB2;2003-09-07;2008-09-05;2
1384;CZ0714086;9180;CZ0841;VMB1_VMB2;2003-10-24;2009-10-29;2
1384;CZ0714086;9180;CZ2825;VMB1_VMB2;2003-10-19;2010-10-11;2
1385;CZ0714086;9410;CZ0828;VMB1_VMB2;2005-08-04;2010-10-01;2
1385;CZ0714086;9410;CZ0829;VMB1_VMB2;2002-06-28;2008-08-30;2
1385;CZ0714086;9410;CZ0841;VMB1_VMB2;2002-06-28;2009-10-29;2
1386;CZ0714086;91E0;CZ0293;VMB1_VMB2;2004-08-20;2008-10-22;2
1386;CZ0714086;91E0;CZ0294;VMB2_VMB0;2008-10-19;2024-10-14;1
1386;CZ0714086;91E0;CZ0295;VMB2_VMB0;2007-08-31;2023-07-09;1
1386;CZ0714086;91E0;CZ0828;VMB1_VMB2;2001-09-05;2010-10-01;2
1386;CZ0714086;91E0;CZ0829;VMB1_VMB2;2001-09-08;2008-09-01;2
1386;CZ0714086;91E0;CZ2883;VMB1_VMB2;2003-07-10;2011-09-04;2
1388;CZ0530149;9130;CZ0744;VMB1_VMB2;2005-09-09;2015-10-23;2
1389;CZ0530149;9180;CZ0744;VMB1_VMB2;2002-06-10;2012-09-26;2
1390;CZ0530149;91E0;CZ0744;VMB1_VMB2;2002-06-10;2015-10-23;2
1396;CZ0420449;9180;CZ3359;VMB1_VMB2;2001-09-15;2017-09-05;2
1403;CZ0720033;9130;CZ0600;VMB1_VMB2;2005-06-01;2011-08-11;2
1403;CZ0720033;9130;CZ0601;VMB2_VMB0;2008-08-13;2021-10-20;1
1403;CZ0720033;9130;CZ1391;VMB1_VMB2;2002-07-01;2016-06-15;2
1404;CZ0720033;9170;CZ0600;VMB1_VMB2;2002-08-21;2011-08-11;2
1404;CZ0720033;9170;CZ0601;VMB2_VMB0;2008-08-06;2021-09-14;1
1407;CZ0620037;9170;CZ1357;VMB2_VMB0;2008-06-18;2023-04-07;1
1408;CZ0620037;91I0;CZ1357;VMB2_VMB0;2008-06-19;2022-07-06;1
1412;CZ0420041;9170;CZ0479;VMB1_VMB2;2007-05-09;2014-08-12;2
1413;CZ0420041;91H0;CZ0479;VMB2_VMB0;2008-07-03;2022-09-21;1
1414;CZ0420041;91I0;CZ0479;VMB2_VMB0;2014-08-12;2022-09-21;1
1425;CZ0510408;9110;CZ0340;VMB1_VMB2;2002-09-15;2007-09-22;2
1426;CZ0510408;9410;CZ0340;VMB1_VMB2;2002-09-15;2007-09-22;2
1426;CZ0510408;9410;CZ0949;VMB2_VMB0;2008-10-11;2022-09-29;1
1427;CZ0510408;91D0;CZ0340;VMB1_VMB2;2002-09-15;2007-09-22;2
1427;CZ0510408;91D0;CZ0949;VMB1_VMB2;2002-09-15;2008-10-11;2
1430;CZ0212019;9150;CZ3091;VMB1_VMB2;2002-08-26;2011-09-14;2
1431;CZ0212019;9190;CZ3091;VMB1_VMB2;2002-08-25;2011-09-14;2
1432;CZ0212019;91E0;CZ3091;VMB1_VMB2;2002-08-26;2011-09-14;2
1435;CZ0620191;9130;CZ0632;VMB1_VMB2;2003-07-14;2017-08-03;2
1435;CZ0620191;9130;CZ1721;VMB1_VMB2;2003-07-10;2013-09-27;2
1436;CZ0620191;9170;CZ0632;VMB1_VMB2;2003-07-15;2017-10-19;2
1436;CZ0620191;9170;CZ1721;VMB1_VMB2;2003-07-11;2014-10-01;2
1437;CZ0620191;9180;CZ0632;VMB1_VMB2;2003-07-11;2017-10-19;2
1437;CZ0620191;9180;CZ1721;VMB1_VMB2;2003-07-10;2013-09-27;2
1444;CZ0410150;9190;CZ3130;VMB1_VMB2;2001-07-23;2014-09-05;2
1445;CZ0410150;91D0;CZ3130;VMB1_VMB2;2001-09-14;2014-09-05;2
1446;CZ0410150;91E0;CZ3130;VMB1_VMB2;2001-09-14;2014-09-05;2
1455;CZ0624119;91E0;CZ1008;VMB1_VMB2;2002-09-25;2012-08-28;2
1455;CZ0624119;91E0;CZ1009;VMB1_VMB2;2002-09-25;2012-08-18;2
1455;CZ0624119;91E0;CZ1010;VMB2_VMB0;2012-09-07;2025-06-17;1
1455;CZ0624119;91E0;CZ1011;VMB1_VMB2;2004-08-02;2014-08-31;2
1455;CZ0624119;91E0;CZ1012;VMB2_VMB0;2010-09-10;2025-07-23;1
1455;CZ0624119;91E0;CZ1020;VMB2_VMB0;2010-08-18;2024-10-30;1
1456;CZ0624119;91F0;CZ1008;VMB1_VMB2;2003-05-30;2012-08-28;2
1456;CZ0624119;91F0;CZ1009;VMB1_VMB2;2003-05-30;2012-08-18;2
1456;CZ0624119;91F0;CZ1010;VMB2_VMB0;2014-08-24;2025-06-17;1
1456;CZ0624119;91F0;CZ1011;VMB1_VMB2;2004-08-02;2014-08-31;2
1456;CZ0624119;91F0;CZ1012;VMB2_VMB0;2010-09-10;2025-07-23;1
1456;CZ0624119;91F0;CZ1020;VMB2_VMB0;2010-09-10;2025-05-01;1
1457;CZ0624119;91G0;CZ1008;VMB1_VMB2;2003-05-30;2012-08-28;2
1457;CZ0624119;91G0;CZ1009;VMB1_VMB2;2002-09-25;2012-08-18;2
1457;CZ0624119;91G0;CZ1010;VMB2_VMB0;2012-09-06;2025-06-17;1
1457;CZ0624119;91G0;CZ1011;VMB1_VMB2;2002-09-25;2014-08-28;2
1457;CZ0624119;91G0;CZ1012;VMB2_VMB0;2010-08-26;2025-07-10;1
1457;CZ0624119;91G0;CZ1020;VMB2_VMB0;2010-08-18;2024-10-30;1
1459;CZ0810018;9110;CZ0049;VMB2_VMB0;2006-09-01;2022-09-28;1
1459;CZ0810018;9110;CZ2289;VMB1_VMB2;2002-10-24;2014-07-23;2
1459;CZ0810018;9110;CZ2311;VMB1_VMB2;2002-10-08;2014-09-17;2
1460;CZ0810018;9130;CZ0049;VMB2_VMB0;2006-08-25;2022-09-29;1
1460;CZ0810018;9130;CZ2289;VMB1_VMB2;2002-10-24;2014-07-23;2
1461;CZ0810018;9180;CZ0049;VMB2_VMB0;2006-09-01;2022-09-29;1
1461;CZ0810018;9180;CZ2289;VMB1_VMB2;2002-10-24;2014-07-23;2
1463;CZ0420083;91E0;CZ3478;VMB1_VMB2;2002-11-20;2018-06-23;2
1466;CZ0520508;9130;CZ3142;VMB1_VMB2;2003-08-29;2018-09-23;2
1466;CZ0520508;9130;CZ3190;VMB1_VMB2;2005-10-03;2018-08-23;2
1466;CZ0520508;9130;CZ3246;VMB1_VMB2;2005-10-03;2019-04-05;2
1475;CZ0624069;9170;CZ1290;VMB1_VMB2;2005-09-27;2014-05-21;2
1477;CZ0624069;91I0;CZ1290;VMB1_VMB2;2001-07-11;2014-05-21;2
1494;CZ0624068;91E0;CZ1058;VMB1_VMB2;2003-06-05;2009-07-16;2
1495;CZ0624068;91F0;CZ1058;VMB1_VMB2;2005-07-05;2009-07-16;2
1501;CZ0210053;9170;CZ0178;VMB1_VMB2;2004-09-15;2014-08-05;2
1501;CZ0210053;9170;CZ0520;VMB1_VMB2;2005-01-07;2014-09-06;2
1502;CZ0210053;9180;CZ0178;VMB1_VMB2;2004-09-15;2014-08-05;2
1502;CZ0210053;9180;CZ0520;VMB1_VMB2;2005-01-07;2014-09-06;2
