SITECODE,HABITAT_CODE,ID_IND,TYP_IND,LIM_IND,ZDROJ,rowname
CZ0720185,7220,ROZLOHA,min,0.09,SDF,1765
CZ0720185,9110,ROZLOHA,min,13.54,VMB2,1766
CZ0720185,9170,ROZLOHA,min,9.59,VMB2,1767
CZ0720185,9.10E+01,ROZLOHA,min,0.3,VMB2,1768
CZ0720190,7220,ROZLOHA,min,0.2,VMB2,1769
CZ0720190,9130,ROZLOHA,min,179.97,SDF,1770
CZ0720192,7220,ROZLOHA,min,0.22,VMB2,1771
CZ0720192,9130,ROZLOHA,min,275.19,SDF,1772
CZ0720192,9170,ROZLOHA,min,284.76,VMB2,1773
CZ0720192,9.10E+01,ROZLOHA,min,5.45,VMB2,1774
CZ0720420,6210,ROZLOHA,min,19.62,SDF,1775
CZ0720420,6510,ROZLOHA,min,28.95,VMB2,1776
CZ0720420,9170,ROZLOHA,min,273.62,VMB2,1777
CZ0720420,9.10E+01,ROZLOHA,min,12.59,VMB2,1778
CZ0720420,91I0,ROZLOHA,min,36.58,VMB2,1779
CZ0720422,6510,ROZLOHA,min,199.33,SDF,1780
CZ0720422,9170,ROZLOHA,min,431.97,VMB2,1781
CZ0720422,9180,ROZLOHA,min,10.19,VMB2,1782
CZ0720422,9.10E+01,ROZLOHA,min,14.53,VMB2,1783
CZ0720428,6210,ROZLOHA,min,8.61,SDF,1784
CZ0720428,6210p,ROZLOHA,min,0.28,SDF,1785
CZ0720428,6510,ROZLOHA,min,242.39,SDF,1786
CZ0720428,7220,ROZLOHA,min,0.06,VMB2,1787
CZ0720428,9130,ROZLOHA,min,615.57,VMB2,1788
CZ0720428,9170,ROZLOHA,min,245.48,VMB2,1789
CZ0720435,5130,ROZLOHA,min,10.11,SDF,1790
CZ0720435,6210,ROZLOHA,min,7.69,SDF,1791
CZ0720435,6210p,ROZLOHA,min,3.12,VMB2,1792
CZ0720435,6510,ROZLOHA,min,33.96,SDF,1793
CZ0720435,7220,ROZLOHA,min,0.32,VMB2,1794
CZ0720435,9130,ROZLOHA,min,425.42,VMB2,1795
CZ0720435,9170,ROZLOHA,min,35.28,VMB2,1796
CZ0720437,6210,ROZLOHA,min,2.18,VMB2,1797
CZ0720437,6430,ROZLOHA,min,7.43,SDF,1798
CZ0720437,6510,ROZLOHA,min,147.25,VMB2,1799
CZ0720437,7220,ROZLOHA,min,0.17,SDF,1800
CZ0720437,9130,ROZLOHA,min,98.85,VMB2,1801
CZ0720437,9170,ROZLOHA,min,88.37,VMB2,1802
CZ0720437,9180,ROZLOHA,min,16.2,VMB2,1803
CZ0720437,9.10E+01,ROZLOHA,min,8.3,VMB2,1804
CZ0720441,6210,ROZLOHA,min,11.5,VMB2,1805
CZ0720441,6210p,ROZLOHA,min,4.13,VMB2,1806
CZ0720441,6510,ROZLOHA,min,6.53,VMB2,1807
CZ0720441,7220,ROZLOHA,min,0.23,VMB2,1808
CZ0720441,9130,ROZLOHA,min,30.65,VMB2,1809
CZ0720441,9170,ROZLOHA,min,22.63,VMB2,1810
CZ0720454,5130,ROZLOHA,min,8,EXPERT,1811
CZ0724087,9170,ROZLOHA,min,468.65,VMB2,1812
CZ0724087,91I0,ROZLOHA,min,102.93,SDF,1813
CZ0724089,3220,ROZLOHA,min,0.1,MINIMI,1814
CZ0724089,3240,ROZLOHA,min,17.44,VMB2,1815
CZ0724089,5130,ROZLOHA,min,193.42,VMB2,1816
CZ0724089,6210,ROZLOHA,min,60.89,VMB2,1817
CZ0724089,6230,ROZLOHA,min,749.03,VMB2,1818
CZ0724089,6430,ROZLOHA,min,146.56,SDF,1819
CZ0724089,6510,ROZLOHA,min,9317.32,SDF,1820
CZ0724089,7220,ROZLOHA,min,1,VMB2,1821
CZ0724089,7230,ROZLOHA,min,2.46,VMB2,1822
CZ0724089,8220,ROZLOHA,min,12.48,VMB2,1823
CZ0724089,8310,ROZLOHA,min,NA,NA,1824
CZ0724089,9110,ROZLOHA,min,12915.92,VMB2,1825
CZ0724089,9130,ROZLOHA,min,9230.7,VMB2,1826
CZ0724089,9140,ROZLOHA,min,78.01,VMB2,1827
CZ0724089,9170,ROZLOHA,min,1150.89,VMB2,1828
CZ0724089,9180,ROZLOHA,min,582.47,VMB2,1829
CZ0724089,9.10E+01,ROZLOHA,min,867.37,VMB2,1830
CZ0724089,9410,ROZLOHA,min,990.62,VMB2,1831
CZ0724090,3140,ROZLOHA,min,0.01,N/A,1832
CZ0724090,6210,ROZLOHA,min,879.19,VMB2,1833
CZ0724090,6210p,ROZLOHA,min,667.65,SDF,1834
CZ0724090,6230,ROZLOHA,min,13.42,SDF,1835
CZ0724090,6410,ROZLOHA,min,45.87,SDF,1836
CZ0724090,6430,ROZLOHA,min,18.63,SDF,1837
CZ0724090,6510,ROZLOHA,min,1789.82,VMB2,1838
CZ0724090,7220,ROZLOHA,min,1.97,VMB2,1839
CZ0724090,7230,ROZLOHA,min,0.47,VMB2,1840
CZ0724090,9110,ROZLOHA,min,101.87,VMB2,1841
CZ0724090,9130,ROZLOHA,min,4913.1,VMB2,1842
CZ0724090,9170,ROZLOHA,min,2357.19,VMB2,1843
CZ0724090,9180,ROZLOHA,min,124.74,VMB2,1844
CZ0724090,9.10E+01,ROZLOHA,min,93.02,VMB2,1845
CZ0724090,91G0,ROZLOHA,min,51.62,VMB2,1846
CZ0724090,91I0,ROZLOHA,min,79.13,VMB2,1847
CZ0724091,6210,ROZLOHA,min,40.56,SDF,1848
CZ0724091,6210p,ROZLOHA,min,0.84,MINIMI,1849
CZ0724091,6410,ROZLOHA,min,2.9,VMB2,1850
CZ0724091,6430,ROZLOHA,min,4.7,SDF,1851
CZ0724091,6510,ROZLOHA,min,414.21,SDF,1852
CZ0724091,7220,ROZLOHA,min,0.23,SDF,1853
CZ0724091,8220,ROZLOHA,min,7.25,VMB2,1854
CZ0724091,8310,ROZLOHA,min,0.01,N/A,1855
CZ0724091,9130,ROZLOHA,min,6394.35,VMB2,1856
CZ0724091,9170,ROZLOHA,min,3609.27,VMB2,1857
CZ0724091,9180,ROZLOHA,min,4.18,VMB2,1858
CZ0724091,9.10E+01,ROZLOHA,min,123.77,VMB2,1859
CZ0724107,91F0,ROZLOHA,min,1018.68,VMB2,1860
CZ0724120,3150,ROZLOHA,min,4.88,VMB2,1861
CZ0724120,6510,ROZLOHA,min,24.05,VMB2,1862
CZ0724120,9.10E+01,ROZLOHA,min,46.31,VMB2,1863
CZ0724120,91F0,ROZLOHA,min,278.16,VMB2,1864
CZ0724121,5130,ROZLOHA,min,0.33,VMB2,1865
CZ0724121,6210,ROZLOHA,min,15.28,SDF,1866
CZ0724121,6510,ROZLOHA,min,235.96,VMB2,1867
CZ0724121,7220,ROZLOHA,min,0.16,VMB2,1868
CZ0724121,9130,ROZLOHA,min,144.25,VMB2,1869
CZ0724121,9170,ROZLOHA,min,126.24,VMB2,1870
CZ0724429,8310,ROZLOHA,min,0.01,SDF,1871
CZ0724429,9110,ROZLOHA,min,529.27,SDF,1872
CZ0724429,9130,ROZLOHA,min,756.01,SDF,1873
CZ0724429,9180,ROZLOHA,min,248.76,SDF,1874
CZ0724430,6210,ROZLOHA,min,23.79,VMB2,1875
CZ0724430,6210p,ROZLOHA,min,2.7,VMB2,1876
CZ0724430,6510,ROZLOHA,min,346.19,SDF,1877
CZ0724430,7220,ROZLOHA,min,1.38,VMB2,1878
CZ0724430,9130,ROZLOHA,min,1660.49,VMB2,1879
CZ0724430,9170,ROZLOHA,min,185.1,VMB2,1880
CZ0724430,9180,ROZLOHA,min,18.54,VMB2,1881
CZ0724430,9.10E+01,ROZLOHA,min,21.51,VMB2,1882
CZ0810001,6510,ROZLOHA,min,7.4,SDF,1883
CZ0810001,7220,ROZLOHA,min,0.19,VMB2,1884
CZ0810001,9180,ROZLOHA,min,151.93,VMB2,1885
CZ0810004,3230,ROZLOHA,min,2.09,SDF,1886
CZ0810004,9170,ROZLOHA,min,91.45,VMB2,1887
CZ0810004,9.10E+01,ROZLOHA,min,144.37,VMB2,1888
CZ0810014,7140,ROZLOHA,min,1.68,VMB2,1889
CZ0810014,9.10E+01,ROZLOHA,min,24.08,VMB2,1890
CZ0810018,9110,ROZLOHA,min,175.95,SDF,1891
CZ0810018,9130,ROZLOHA,min,1461.97,VMB2,1892
CZ0810018,9180,ROZLOHA,min,84.67,VMB2,1893
CZ0810021,7220,ROZLOHA,min,0.03,MINIMI,1894
CZ0810021,9180,ROZLOHA,min,33.82,VMB2,1895
CZ0810031,9130,ROZLOHA,min,64.3,VMB2,1896
CZ0810032,9130,ROZLOHA,min,48.32,VMB2,1897
CZ0810035,6510,ROZLOHA,min,100.46,SDF,1898
CZ0810035,9130,ROZLOHA,min,20.28,SDF,1899
CZ0810035,9170,ROZLOHA,min,90.74,SDF,1900
CZ0810036,6110,ROZLOHA,min,1.2,VMB2,1901
CZ0810036,6190,ROZLOHA,min,0.24,VMB2,1902
CZ0810036,6210,ROZLOHA,min,4.69,VMB2,1903
CZ0810036,6210p,ROZLOHA,min,2.78,VMB2,1904
CZ0810036,6510,ROZLOHA,min,17.85,VMB2,1905
CZ0810036,7220,ROZLOHA,min,0.03,MINIMI,1906
CZ0810036,8210,ROZLOHA,min,1.51,VMB2,1907
CZ0810036,9180,ROZLOHA,min,41.25,VMB2,1908
CZ0810423,9170,ROZLOHA,min,51.88,VMB2,1909
CZ0810423,9190,ROZLOHA,min,16.47,VMB2,1910
CZ0810424,3140,ROZLOHA,min,NA,NA,1911
CZ0810424,3150,ROZLOHA,min,10.68,VMB2,1912
CZ0810425,3140,ROZLOHA,min,NA,NA,1913
CZ0813439,3260,ROZLOHA,min,3.03,VMB2,1914
CZ0813456,3260,ROZLOHA,min,2.87,VMB2,1915
CZ0813456,6430,ROZLOHA,min,7.31,VMB2,1916
CZ0813456,9.10E+01,ROZLOHA,min,29.1,VMB2,1917
CZ0813462,3220,ROZLOHA,min,1.47,VMB2,1918
CZ0813462,3240,ROZLOHA,min,2.19,VMB2,1919
CZ0813474,9130,ROZLOHA,min,97.01,VMB2,1920
CZ0813516,3220,ROZLOHA,min,3.79,SDF,1921
CZ0813516,3240,ROZLOHA,min,12.19,SDF,1922
CZ0813516,9.10E+01,ROZLOHA,min,22.93,SDF,1923
CZ0814092,3130,ROZLOHA,min,8.41,SDF,1924
CZ0814092,3140,ROZLOHA,min,0.78,N/A,1925
CZ0814092,3150,ROZLOHA,min,197.63,SDF,1926
CZ0814092,6510,ROZLOHA,min,205.37,VMB2,1927
CZ0814092,9170,ROZLOHA,min,115.83,VMB2,1928
CZ0814092,9.10E+01,ROZLOHA,min,389.21,VMB2,1929
CZ0814092,91F0,ROZLOHA,min,390.09,VMB2,1930
CZ0814093,9.10E+01,ROZLOHA,min,36.72,VMB2,1931
CZ0114001,6190,KVALITA,max,1.7,VMB2,1932
CZ0114001,6210,KVALITA,max,2.4,VMB2,1933
CZ0114001,9170,KVALITA,max,1.7,VMB2,1934
CZ0114001,9180,KVALITA,max,1.6,VMB2,1935
CZ0114001,91H0,KVALITA,max,1.4,VMB2,1936
CZ0210010,6210,KVALITA,max,2,MINIMI,1937
CZ0210010,9170,KVALITA,max,2,MINIMI,1938
CZ0210010,91I0,KVALITA,max,2,MINIMI,1939
CZ0210023,6510,KVALITA,max,2,MINIMI,1940
CZ0210058,6230,KVALITA,max,2,MINIMI,1941
CZ0210058,6410,KVALITA,max,2.2,VMB2,1942
CZ0210058,6430,KVALITA,max,2.2,VMB2,1943
CZ0210058,6510,KVALITA,max,2.1,VMB2,1944
CZ0210062,6230,KVALITA,max,2,MINIMI,1945
CZ0210062,6410,KVALITA,max,1.4,VMB2,1946
CZ0210062,6430,KVALITA,max,2.4,VMB2,1947
CZ0210062,6510,KVALITA,max,1.6,VMB2,1948
CZ0210118,3140,KVALITA,max,1,VMB2,1949
CZ0210118,6430,KVALITA,max,2,MINIMI,1950
CZ0210118,7230,KVALITA,max,1,VMB2,1951
CZ0210150,7220,KVALITA,max,2,MINIMI,1952
CZ0210150,9170,KVALITA,max,1.8,VMB2,1953
CZ0210152,2330,KVALITA,max,2,MINIMI,1954
CZ0210152,3150,KVALITA,max,2.1,VMB2,1955
CZ0210152,6410,KVALITA,max,1.1,VMB2,1956
CZ0210152,6430,KVALITA,max,1.3,VMB2,1957
CZ0210152,6440,KVALITA,max,1.9,VMB2,1958
CZ0210152,6510,KVALITA,max,2.3,VMB2,1959
CZ0210152,7210,KVALITA,max,2,MINIMI,1960
CZ0210152,7230,KVALITA,max,2,MINIMI,1961
CZ0210152,9.10E+01,KVALITA,max,2,MINIMI,1962
CZ0210152,91F0,KVALITA,max,1.9,VMB2,1963
CZ0210172,3140,KVALITA,max,1.2,VMB2,1964
CZ0210172,6210,KVALITA,max,2,MINIMI,1965
CZ0210172,6410,KVALITA,max,2.1,VMB2,1966
CZ0210172,7210,KVALITA,max,1,VMB2,1967
CZ0210172,7230,KVALITA,max,1.8,VMB2,1968
CZ0210409,6190,KVALITA,max,1.7,VMB2,1969
CZ0210409,8160,KVALITA,max,2,MINIMI,1970
CZ0210409,9170,KVALITA,max,1.9,VMB2,1971
CZ0210409,9180,KVALITA,max,2.3,VMB2,1972
CZ0210409,91H0,KVALITA,max,1,VMB2,1973
CZ0210421,9170,KVALITA,max,2.1,VMB2,1974
CZ0210421,91H0,KVALITA,max,1.8,VMB2,1975
CZ0210714,3150,KVALITA,max,2,MINIMI,1976
CZ0210714,9.10E+01,KVALITA,max,2.4,VMB2,1977
CZ0210714,91F0,KVALITA,max,1.8,VMB2,1978
CZ0210720,3140,KVALITA,max,2,MINIMI,1979
CZ0210720,7230,KVALITA,max,2,MINIMI,1980
CZ0210726,91U0,KVALITA,max,2.2,VMB2,1981
CZ0210731,7140,KVALITA,max,1.1,VMB2,1982
CZ0210733,2330,KVALITA,max,2,MINIMI,1983
CZ0210733,4030,KVALITA,max,1,VMB2,1984
CZ0212020,7140,KVALITA,max,2,MINIMI,1985
CZ0212020,7230,KVALITA,max,2,MINIMI,1986
CZ0212021,6410,KVALITA,max,2,MINIMI,1987
CZ0213065,40A0,KVALITA,max,1,VMB2,1988
CZ0213065,6190,KVALITA,max,1,VMB2,1989
CZ0213065,6210,KVALITA,max,1,VMB2,1990
CZ0214006,2330,KVALITA,max,2.3,VMB3,1991
CZ0214006,4030,KVALITA,max,2,MINIMI,1992
CZ0214006,6210,KVALITA,max,2,MINIMI,1993
CZ0214006,6510,KVALITA,max,2,MINIMI,1994
CZ0214006,9170,KVALITA,max,2.1,VMB2,1995
CZ0214006,9190,KVALITA,max,1.5,VMB3,1996
CZ0214009,3150,KVALITA,max,2.2,VMB2,1997
CZ0214009,6430,KVALITA,max,2,MINIMI,1998
CZ0214009,6440,KVALITA,max,2,MINIMI,1999
CZ0214009,6510,KVALITA,max,2,MINIMI,2000
CZ0214009,91F0,KVALITA,max,1.9,VMB2,2001
CZ0214014,3130,KVALITA,max,1,VMB2,2002
CZ0214014,3150,KVALITA,max,1,VMB2,2003
CZ0214014,7140,KVALITA,max,1,VMB2,2004
CZ0214046,3130,KVALITA,max,2,MINIMI,2005
CZ0214047,4030,KVALITA,max,2,MINIMI,2006
CZ0214047,7140,KVALITA,max,1.7,VMB2,2007
CZ0214047,91D0,KVALITA,max,2.1,VMB2,2008
CZ0310010,6410,KVALITA,max,2.2,VMB2,2009
CZ0310032,3260,KVALITA,max,2,MINIMI,2363
CZ0310070,5130,KVALITA,max,2,MINIMI,2010
CZ0310084,6110,KVALITA,max,2,MINIMI,2011
CZ0310084,6210,KVALITA,max,2,EXPERT,2012
CZ0310084,8210,KVALITA,max,1.8,VMB2,2013
CZ0310605,91D0,KVALITA,max,1.6,VMB2,2014
CZ0310611,7140,KVALITA,max,2,MINIMI,2015
CZ0310611,91D0,KVALITA,max,1.5,VMB2,2016
CZ0310615,2330,KVALITA,max,2,MINIMI,2017
CZ0310618,3150,KVALITA,max,1,VMB2,2018
CZ0314638,3130,KVALITA,max,2,MINIMI,2019
CZ0314640,3130,KVALITA,max,2,MINIMI,2020
CZ0320023,6110,KVALITA,max,2.1,VMB2,2021
CZ0320023,9150,KVALITA,max,2,MINIMI,2022
CZ0320023,91U0,KVALITA,max,2.2,VMB2,2023
CZ0320037,6230,KVALITA,max,1.9,VMB2,2024
CZ0320037,7140,KVALITA,max,1.8,EXPERT,2025
CZ0320043,91D0,KVALITA,max,1,VMB2,2026
CZ0320140,9130,KVALITA,max,2,MINIMI,2027
CZ0320140,9180,KVALITA,max,2.5,EXPERT,2028
CZ0320437,6510,KVALITA,max,1.5,VMB2,2029
CZ0322058,6230,KVALITA,max,1,VMB2,2030
CZ0323151,6430,KVALITA,max,2.3,VMB2,2031
CZ0324029,6210,KVALITA,max,1.3,VMB2,2032
CZ0324029,7140,KVALITA,max,1,VMB2,2033
CZ0324032,6230,KVALITA,max,1,VMB2,2034
CZ0324032,6410,KVALITA,max,1.6,VMB2,2035
CZ0410001,4030,KVALITA,max,1.6,VMB2,2036
CZ0410018,6210,KVALITA,max,1.7,VMB2,2037
CZ0410020,3150,KVALITA,max,1.8,VMB2,2038
CZ0410020,3260,KVALITA,max,1.8,VMB2,2039
CZ0410020,3270,KVALITA,max,2,MINIMI,2040
CZ0410020,9.10E+01,KVALITA,max,2,MINIMI,2041
CZ0410021,3160,KVALITA,max,1.6,VMB2,2042
CZ0410021,6510,KVALITA,max,2,MINIMI,2043
CZ0410021,7140,KVALITA,max,1.7,VMB2,2044
CZ0410021,91D0,KVALITA,max,1.9,VMB2,2045
CZ0410021,9410,KVALITA,max,2,MINIMI,2046
CZ0410023,3150,KVALITA,max,2,MINIMI,2047
CZ0410023,4030,KVALITA,max,2,MINIMI,2048
CZ0410023,6410,KVALITA,max,2,MINIMI,2049
CZ0410023,6430,KVALITA,max,2,MINIMI,2050
CZ0410023,7140,KVALITA,max,2,MINIMI,2051
CZ0410038,7140,KVALITA,max,1.2,VMB2,2052
CZ0410038,7150,KVALITA,max,1,VMB2,2053
CZ0410040,4030,KVALITA,max,1.7,VMB2,2054
CZ0410040,6520,KVALITA,max,2,MINIMI,2055
CZ0410040,7110,KVALITA,max,2,MINIMI,2056
CZ0410040,7120,KVALITA,max,2,MINIMI,2057
CZ0410040,7140,KVALITA,max,1.7,VMB2,2058
CZ0410040,91D0,KVALITA,max,2,MINIMI,2059
CZ0410040,9410,KVALITA,max,2,MINIMI,2060
CZ0410046,4030,KVALITA,max,2,MINIMI,2061
CZ0410046,8220,KVALITA,max,2,MINIMI,2062
CZ0410047,3140,KVALITA,max,2,MINIMI,2063
CZ0410047,3150,KVALITA,max,2,MINIMI,2064
CZ0410047,6430,KVALITA,max,2,MINIMI,2065
CZ0410047,7140,KVALITA,max,2,MINIMI,2066
CZ0410150,1340,KVALITA,max,1,EXPERT,2067
CZ0410150,3140,KVALITA,max,1.5,EXPERT,2068
CZ0410150,3150,KVALITA,max,2,MINIMI,2069
CZ0410150,3160,KVALITA,max,2,MINIMI,2070
CZ0410150,7140,KVALITA,max,2,MINIMI,2071
CZ0410150,7150,KVALITA,max,1.6,VMB2,2072
CZ0410150,91D0,KVALITA,max,1.9,VMB2,2073
CZ0410150,9.10E+01,KVALITA,max,2,MINIMI,2074
CZ0410151,6210,KVALITA,max,2,MINIMI,2075
CZ0410151,6210p,KVALITA,max,1.5,VMB2,2076
CZ0410151,9170,KVALITA,max,1.4,VMB2,2077
CZ0410151,9180,KVALITA,max,1.2,VMB2,2078
CZ0410155,6430,KVALITA,max,1.7,VMB2,2079
CZ0410155,6520,KVALITA,max,1.9,VMB2,2080
CZ0410155,7140,KVALITA,max,1.4,VMB2,2081
CZ0410155,9410,KVALITA,max,2,MINIMI,2082
CZ0410168,6230,KVALITA,max,2,MINIMI,2083
CZ0410168,6520,KVALITA,max,1.5,EXPERT,2084
CZ0410168,7140,KVALITA,max,1.8,VMB2,2085
CZ0410168,91D0,KVALITA,max,1.9,VMB2,2086
CZ0410168,9410,KVALITA,max,2,MINIMI,2087
CZ0410176,4030,KVALITA,max,1,VMB2,2088
CZ0410176,8220,KVALITA,max,1,VMB2,2089
CZ0410413,3260,KVALITA,max,1.6,VMB2,2090
CZ0410413,8220,KVALITA,max,1.3,VMB2,2091
CZ0410413,9110,KVALITA,max,2,MINIMI,2092
CZ0410413,9130,KVALITA,max,2,MINIMI,2093
CZ0410413,9170,KVALITA,max,2,MINIMI,2094
CZ0410413,9180,KVALITA,max,1.5,VMB2,2095
CZ0410413,9.10E+01,KVALITA,max,2,MINIMI,2096
CZ0410439,3140,KVALITA,max,2,MINIMI,2097
CZ0413177,3160,KVALITA,max,1.9,VMB2,2098
CZ0413177,6430,KVALITA,max,2,MINIMI,2099
CZ0413184,3140,KVALITA,max,2,MINIMI,2100
CZ0413190,3140,KVALITA,max,2,MINIMI,2101
CZ0414027,3130,KVALITA,max,2,MINIMI,2102
CZ0414027,3160,KVALITA,max,2,MINIMI,2103
CZ0414027,4030,KVALITA,max,2,MINIMI,2104
CZ0414027,6230,KVALITA,max,2,MINIMI,2105
CZ0414027,6410,KVALITA,max,2,MINIMI,2106
CZ0414027,7140,KVALITA,max,2,MINIMI,2107
CZ0414027,9.10E+01,KVALITA,max,2,MINIMI,2108
CZ0414110,4030,KVALITA,max,1.5,EXPERT,2109
CZ0414110,6230,KVALITA,max,1.5,EXPERT,2110
CZ0414110,6520,KVALITA,max,1.5,EXPERT,2111
CZ0414110,7110,KVALITA,max,1.7,MINIMI,2112
CZ0414110,7140,KVALITA,max,1.7,VMB2,2113
CZ0414110,8220,KVALITA,max,1.5,EXPERT,2114
CZ0414110,9140,KVALITA,max,1.2,VMB2,2115
CZ0414110,91D0,KVALITA,max,1.5,EXPERT,2116
CZ0414110,9410,KVALITA,max,2,MINIMI,2117
CZ0414127,3150,KVALITA,max,1.8,VMB2,2118
CZ0414127,6210,KVALITA,max,2,MINIMI,2119
CZ0414127,6510,KVALITA,max,2,MINIMI,2120
CZ0414127,8230,KVALITA,max,2,MINIMI,2121
CZ0414127,8310,KVALITA,max,2,MINIMI,2122
CZ0414127,9130,KVALITA,max,2,MINIMI,2123
CZ0414127,9180,KVALITA,max,2,MINIMI,2124
CZ0414127,9.10E+01,KVALITA,max,2,MINIMI,2125
CZ0414127,91I0,KVALITA,max,2,MINIMI,2126
CZ0420406,40A0,KVALITA,max,1,VMB2,2127
CZ0420406,6110,KVALITA,max,1.3,VMB2,2128
CZ0420406,6210,KVALITA,max,1.8,VMB2,2129
CZ0420406,6210p,KVALITA,max,2,MINIMI,2130
CZ0420449,9180,KVALITA,max,2.1,VMB2,2131
CZ0420528,4030,KVALITA,max,2,MINIMI,2132
CZ0420528,6230,KVALITA,max,2,MINIMI,2133
CZ0420528,6430,KVALITA,max,2,MINIMI,2134
CZ0420528,6520,KVALITA,max,2,MINIMI,2135
CZ0420528,7110,KVALITA,max,1,VMB2,2136
CZ0420528,7120,KVALITA,max,2,MINIMI,2137
CZ0420528,7140,KVALITA,max,1.3,VMB2,2138
CZ0420528,91D0,KVALITA,max,1.9,VMB2,2139
CZ0420528,9410,KVALITA,max,2,MINIMI,2140
CZ0422077,2330,KVALITA,max,1.9,VMB2,2141
CZ0422084,2330,KVALITA,max,1.5,VMB2,2142
CZ0423216,3140,KVALITA,max,1,VMB2,2143
CZ0424034,6410,KVALITA,max,2.1,VMB2,2144
CZ0424034,6430,KVALITA,max,1.6,VMB2,2145
CZ0424034,6510,KVALITA,max,2,MINIMI,2146
CZ0424037,6210,KVALITA,max,2.4,VMB2,2147
CZ0424037,8220,KVALITA,max,2,MINIMI,2148
CZ0424037,9110,KVALITA,max,2.1,VMB2,2149
CZ0424037,9170,KVALITA,max,2,MINIMI,2150
CZ0424037,9180,KVALITA,max,1.9,VMB2,2151
CZ0424125,3260,KVALITA,max,1.6,VMB2,2152
CZ0424125,5130,KVALITA,max,2,MINIMI,2153
CZ0424125,6210,KVALITA,max,2,MINIMI,2154
CZ0424125,6430,KVALITA,max,2,MINIMI,2155
CZ0424125,6510,KVALITA,max,2,MINIMI,2156
CZ0424125,9130,KVALITA,max,1.6,VMB2,2157
CZ0424125,9180,KVALITA,max,2,MINIMI,2158
CZ0424125,9.10E+01,KVALITA,max,2,MINIMI,2159
CZ0424129,6210,KVALITA,max,2.2,VMB2,2160
CZ0424129,6210p,KVALITA,max,1.6,VMB2,2161
CZ0424129,8230,KVALITA,max,2,MINIMI,2162
CZ0424129,9.10E+01,KVALITA,max,1.1,VMB2,2163
CZ0510402,6230,KVALITA,max,1.9,VMB2,2164
CZ0510402,7110,KVALITA,max,1.3,VMB2,2165
CZ0510402,7140,KVALITA,max,1.5,VMB2,2166
CZ0510402,91D0,KVALITA,max,2,MINIMI,2167
CZ0510402,9410,KVALITA,max,2.3,VMB2,2168
CZ0510403,7110,KVALITA,max,1.9,VMB2,2169
CZ0510403,91D0,KVALITA,max,2,MINIMI,2170
CZ0510405,6230,KVALITA,max,1.3,VMB2,2171
CZ0510405,6430,KVALITA,max,1.7,VMB2,2172
CZ0510405,7140,KVALITA,max,1.7,VMB2,2173
CZ0510405,9130,KVALITA,max,2.1,VMB2,2174
CZ0510405,9140,KVALITA,max,2,MINIMI,2175
CZ0510405,9180,KVALITA,max,2,MINIMI,2176
CZ0510405,91D0,KVALITA,max,2,MINIMI,2177
CZ0510405,9410,KVALITA,max,2,MINIMI,2178
CZ0510509,9130,KVALITA,max,1.1,VMB2,2179
CZ0510509,9180,KVALITA,max,1.3,VMB2,2180
CZ0514669,3150,KVALITA,max,2,MINIMI,2181
CZ0514669,3160,KVALITA,max,2,MINIMI,2182
CZ0514669,6410,KVALITA,max,2,MINIMI,2183
CZ0514669,7140,KVALITA,max,2,MINIMI,2184
CZ0514669,7150,KVALITA,max,1,VMB2,2185
CZ0514669,91D0,KVALITA,max,2.4,VMB2,2186
CZ0514672,3220,KVALITA,max,NA,VMB2,2187
CZ0514672,3260,KVALITA,max,NA,VMB2,2188
CZ0514672,4030,KVALITA,max,NA,VMB2,2189
CZ0514672,6430,KVALITA,max,NA,VMB2,2190
CZ0514672,8220,KVALITA,max,NA,VMB2,2191
CZ0514672,9110,KVALITA,max,NA,VMB2,2192
CZ0514672,9130,KVALITA,max,NA,VMB2,2193
CZ0514672,9180,KVALITA,max,NA,VMB2,2194
CZ0520507,6510,KVALITA,max,1.9,VMB2,2195
CZ0520507,8210,KVALITA,max,1.1,VMB2,2196
CZ0520507,9130,KVALITA,max,2.2,VMB2,2197
CZ0520507,9180,KVALITA,max,1.6,VMB2,2198
CZ0523267,6520,KVALITA,max,1.7,VMB2,2199
CZ0523267,9.10E+01,KVALITA,max,1.7,VMB2,2200
CZ0523268,6410,KVALITA,max,1.8,VMB2,2201
CZ0523268,9170,KVALITA,max,2,MINIMI,2202
CZ0523268,9.10E+01,KVALITA,max,1.5,VMB2,2203
CZ0524049,2330,KVALITA,max,2,MINIMI,2204
CZ0524049,3150,KVALITA,max,1.8,VMB2,2205
CZ0524049,3260,KVALITA,max,2,MINIMI,2206
CZ0524049,6410,KVALITA,max,2,MINIMI,2207
CZ0524049,6430,KVALITA,max,2,MINIMI,2208
CZ0524049,6510,KVALITA,max,2,MINIMI,2209
CZ0524049,9.10E+01,KVALITA,max,2,MINIMI,2210
CZ0524049,91F0,KVALITA,max,2,MINIMI,2211
CZ0530020,8210,KVALITA,max,1.7,VMB2,2212
CZ0530020,9130,KVALITA,max,2,MINIMI,2213
CZ0530020,9180,KVALITA,max,1.9,VMB2,2214
CZ0530021,3150,KVALITA,max,2,MINIMI,2215
CZ0530021,7140,KVALITA,max,2,MINIMI,2216
CZ0530021,9170,KVALITA,max,2,MINIMI,2217
CZ0530021,9190,KVALITA,max,2,MINIMI,2218
CZ0530027,6430,KVALITA,max,2,MINIMI,2219
