SITECODE,NAZEV,HABITAT_CODE,ROZLOHA,KVALITA,TYPICKE_DRUHY,REPRE,REPRE_SDF,CONSERVATION,DEGREE_OF_CONSERVATION,MRTVE_DREVO,KALAMITA_POLOM,RELATIVE_AREA_PERC,EVL_AREA_PERC,GOOD_DOC_AREA_HA,W_AREA_HA,W_AREA_PERC,PASEKY_AREA_HA,PASEKY_AREA_PERC,DEGRAD_AREA_HA,DEGRAD_AREA_PERC,PERC_0,PERC_1,PERC_2,DATE_MIN,DATE_MAX,DATE_MEAN,DATE_MEDIAN
CZ0720013,Babí hora,6210,5.372544967102234,1.7386789150803916,1.8132556967033355,2,1.8132556967033358,1.492452610235919,75.37736951555276,NA,NA,3.946292794347656e-10,10.899633418912536,4.0496830722418835,0,0,NA,NA,0,0,0,24.622630484447253,75.37736951555276,2012-06-06,2013-06-28,2013-01-23,2013-06-27
CZ0720013,Babí hora,6510,15.071655537673971,2.4653865961084724,2.261845342132967,0.796458746024495,3.203541253975505,1.6827442095562573,73.81546578670329,NA,NA,8.63069596018788e-11,30.576853499166518,11.125212736901501,3.9464428007724695,26.18453421329671,NA,NA,3.9464428007724695,26.18453421329671,0,26.184534174301092,73.81546582569891,2012-06-06,2013-06-28,2013-01-12,2013-06-27
CZ0720013,Babí hora,91I0,15.373419313939149,3.0321008049621474,2.0321008049621474,0.9678991950378526,2.6155041427127035,2.5834033377505565,41.65966622494436,0.551302532788409,0,2.2441863766072595e-9,31.18906141190386,6.40451517354818,6.898014308546251,44.869746721159096,0,0,6.898014308546251,44.869746721159096,0,100,0,2012-06-06,2012-06-06,2012-06-06,2012-06-06
CZ0520028,Babiččino údolí - Rýzmburk,7220,1.2096488233133702,1.005361297874614,2.3274232939135757,1.9999999999999998,2.3274232939135757,1.0053612978746143,100,NA,NA,3.826150855916942e-8,1.8479748833932084,1.2096488233133702,0,0,NA,NA,0,0,0,0,100,2015-08-17,2015-08-21,2015-08-17,2015-08-17
CZ0520028,Babiččino údolí - Rýzmburk,8210,0.1418428960470977,1.0000000000000004,2.3731562350644317,1.3731562350644317,3,1,100,NA,NA,7.913953812461912e-10,0.21669273282538906,0.1418428960470977,0,0,NA,NA,0,0,0,0,100,2015-08-17,2015-08-18,2015-08-17,2015-08-18
CZ0520028,Babiččino údolí - Rýzmburk,9180,11.540873569763917,1.3736645043557671,2.0006716310278723,1.9209590054892751,2.079040994510725,1.3729928733278947,99.93283689721275,1.7493130789339701,0,6.540922631224324e-10,17.630938895904027,11.533122360985711,0,0,0.00775120877820568,0.06716310278723762,0.00775120877820568,0.06716310278723762,0,0,99.93283689721277,2015-08-17,2015-08-21,2015-08-17,2015-08-17
CZ0424034,Babinské louky,6410,4.677187787603727,2.0463678302984443,1.5425635840966274,2,1.5425635840966274,1.5425635840966274,100,NA,NA,6.010867201639429e-10,6.297231433038145,4.677187787603727,0,0,NA,NA,0,0,0,0,100,2012-07-18,2013-06-30,2012-09-25,2012-07-18
CZ0424034,Babinské louky,6430,7.102449917892914,1.5758054885744897,1.261814096421644,1.9227754516206048,1.3390386448010387,1.261814096421644,99.99999999999999,NA,NA,7.647284763076447e-10,9.562534776361606,7.102449917892914,0,0,NA,NA,0,0,0,0,100,2012-07-18,2013-06-30,2013-03-28,2013-06-30
CZ0424034,Babinské louky,6510,12.299337999060777,1.9355814267167393,1.7878764965366831,1.178183800606615,2.1987845962333754,1.7878764965366831,100,NA,NA,7.043144432019158e-11,16.559475772711494,12.299337999060777,0,0,NA,NA,0,0,0,0,100,2013-06-20,2013-06-30,2013-06-27,2013-06-30
CZ0410404,Bečovské lesní rybníky,3150,2.8699257788389696,3.0469345129049277,2.932664523610827,1.6367890686334527,3.1142699892941006,2.1142699892941006,81.83945343167265,NA,NA,4.356070485760958e-10,5.645533746959076,2.348731571296487,0.5211942075424828,18.160546568327362,NA,NA,0.5211942075424828,18.160546568327362,0,0,100,2014-04-11,2014-04-17,2014-04-15,2014-04-17
CZ0410404,Bečovské lesní rybníky,3160,0.6528619634920652,1.0911666314026505,1.9806554759032884,2,1.9806554759032884,1.0911666314026505,100,NA,NA,2.2221302839293688e-8,1.284268141767587,0.6528619634920652,0,0,NA,NA,0,0,0,0,100,2014-04-17,2014-04-17,2014-04-17,2014-04-17
CZ0410404,Bečovské lesní rybníky,7140,1.8577067917834105,1.6321841316668082,1.6780683174028714,1.791832888270415,1.886235429132456,1.6321841316668082,99.99999999999999,NA,NA,3.4535936591620985e-10,3.654361538649667,1.8577067917834105,0,0,NA,NA,0,0,0,0,100,2014-04-11,2014-04-17,2014-04-14,2014-04-17
CZ0410404,Bečovské lesní rybníky,9410,26.41038784412541,2.7393388268792234,2.293114335501805,1.2799675800196333,2.68927981964925,2.318408618355829,57.90697914766054,0.8242162485693743,0,3.429630064765377e-10,51.952819457444846,15.293457781713977,5.996180675062161,22.703872091738024,2.5572707101738,9.682821491554225,8.553451385235961,32.386693583292256,0,0,90.31717850844578,2014-03-13,2014-04-17,2014-04-02,2014-03-31
CZ0714082,Bečva - Žebračka,9170,41.10638378045233,1.3974658550471788,1.2070918483790234,0.9720296701041735,2.207091848379023,1.3694955251513523,97.20296701041735,1.8950592930828403,0,2.4836748952973084e-10,14.2397701298038,39.95662466528863,1.1497591151637025,2.7970329895826476,0,0,1.1497591151637025,2.7970329895826476,0,0,100,2022-04-23,2022-04-26,2022-04-25,2022-04-26
