"SITECODE";"NAZEV";"HABITAT_CODE";"DATE_MIN";"DATE_MAX";"PAR_NAZEV";"PAR_HODNOTA";"ROK_HODNOCENI"
"CZ0414127";"Hradištì";"6210";2001-05-06;2024-07-02;"RED_LIST_SPECIES";"Dactylorhiza sambucina, Erebia medusa, Zygaena carniolica, Petrorhagia prolifera, Cirsium acaulon, Emberiza calandra, Cyaniris semiargus, Verbascum lychnitis subsp. moenchii, Melampyrum arvense, Lycaena virgaureae, Anthemis tinctoria, Lysandra coridon, Colias alfacariensis, Picus canus, Polyommatus daphnis, Lissotriton vulgaris, Phelipanche purpurea s. l., Anguis fragilis, Geranium molle, Androsace elongata, Pulsatilla patens, Sylvia nisoria, Plebejus argus, Triops cancriformis, Pyrus pyraster, Procyon lotor, Hirundo rustica, Coenonympha arcania, Eresus sandaliatus, Polyommatus amandus, Lullula arborea, Phengaris arion, Lanius collurio, Orchis mascula, Dianthus superbus subsp. superbus, Dianthus superbus, Dryobates minor, Prunella grandiflora, Erysimum crepidifolium, Hamearis lucina, Pyrgus serratulae, Geranium sanguineum, Spialia sertorius, Melitaea athalia, Lycaena hippothoe, Upupa epops, Galium mollugo, Argiope bruennichi, Ichthyosaura alpestris, Juniperus communis, Accipiter gentilis, Coturnix coturnix, Cotoneaster integerrimus, Ventenata dubia, Pulsatilla pratensis subsp. bohemica, Lathyrus nissolia, Phelipanche purpurea, Jordanita globulariae, Branchipus schaefferi, Ficedula hypoleuca, Carex disticha, Saxicola rubicola, Gallinago gallinago, Corvus corone, Orchis mascula subsp. speciosa, Triturus cristatus, Watsonarctia casta, Malacosoma neustria, Haliaeetus albicilla, Perdix perdix, Zygaena ephialtes, Lepus europaeus, Crex crex, Prunus fruticosa, Milvus milvus, Glaucopsyche alexis, Canis lupus, Lacerta agilis, Gryllus campestris, Festuca pulchra, Rhinanthus alectorolophus, Ophioglossum vulgatum, Jynx torquilla, Satyrium spini, Rhagades pruni, Grus grus, Pernis apivorus, Eumedonia eumedon, Neotinea ustulata, Zootoca vivipara, Thesium alpinum, Sorbus danubialis, Boloria selene, Eilema pygmaeola, Pilosella cymosa, Falco subbuteo, Asperula tinctoria, Lemonia taraxaci, Accipiter nisus, Coronella austriaca, Acanthis cabaret, Ciconia nigra, Columba oenas, Hesperia comma, Korscheltellus fusconebulosa, Psophus stridulus, Hypochaeris maculata, Satyrium pruni, Melitaea diamina, Zygaena angelicae, Trollius altissimus, Pyrgus alveus, Cervus nippon, Alyssum montanum, Rosa gallica, Dama dama, Chelis maculosa, Limenitis populi, Lyrurus tetrix, Vipera berus, Scolopax rusticola, Circus aeruginosus, Clanga pomarina, Potentilla alba, Sympetrum flaveolum, Anthus pratensis, Caprimulgus europaeus, Potentilla incana, Oenanthe oenanthe, Melampyrum cristatum, Iris sibirica, Pulsatilla pratensis, Sorbus aria, Bubo bubo, Antennaria dioica, Trifolium striatum, Lasiocampa trifolii, Jovibarba globifera subsp. globifera, Glaucidium passerinum, Ardea cinerea, Satyrium w-album, Verbascum phoeniceum, Thesium linophyllon, Callophrys rubi, Gynaephora fascelina, Lestes barbarus, Diacrisia purpurata, Lanius excubitor, Juniperus communis var. communis, Rosa elliptica, Jovibarba globifera, Tyria jacobaeae, Polygala chamaebuxus, Sciurus vulgaris, Cerastium brachypetalum, Apamea illyria, Pholidoptera aptera, Gymnadenia conopsea, Clostera anastomosis, Bombina bombina, Melitaea cinxia, Pulmonaria angustifolia, Verbena officinalis, Filago arvensis, Trichiura crataegi, Cupido minimus, Circus cyaneus, Cerastium brachypetalum subsp. brachypetalum, Botrychium lunaria, Hieracium schmidtii, Vicia pisiformis, Vicia pannonica subsp. striata, Bufo bufo, Malus sylvestris, Tachybaptus ruficollis, Gagea villosa, Helianthemum canum, Orobanche caryophyllacea, Potamogeton alpinus, Eleocharis mamillata, Achillea setacea, Carduus nutans, Ficedula parva, Hyoscyamus niger, Odontognophos dumetata, Eriogaster lanestris, Gallinula chloropus, Comarum palustre, Gentianopsis ciliata, Nucifraga caryocatactes, Carpodacus erythrinus, Korscheltellus lupulina, Cerastium pumilum, Gastropacha quercifolia, Delichon urbicum, Ovis aries musimon, Gentiana cruciata, Furcula furcula, Natrix natrix, Zygaena purpuralis, Falcaria lacertinaria, Ononis arvensis, Pilosella pilosellina, Adscita geryon, Dactylorhiza majalis, Pelophylax ridibundus, Plagiomnium medium, Elatine hydropiper, Aquilegia vulgaris, Hylotelephium telephium, Dendrocoptes medius, Astragalus danicus, Malacosoma castrensis, Vanellus vanellus, Odonestis pruni, Euphorbia stricta, Myotis myotis, Arctia plantaginis, Rana dalmatina, Stenobothrus crassipes, Salix rosmarinifolia, Rubus canescens, Berberis vulgaris, Lasiommata maera, Veronica hederifolia, Orchis mascula subsp. mascula, Aphanes arvensis, Phengaris nausithous, Malva pusilla, Papaver argemone, Clostera anachoreta, Lestes dryas, Adonis aestivalis, Leptidea sinapis, Milvus migrans, Boloria euphrosyne, Anthaxia candens, Gentianella germanica, Lynx lynx, Lycaena alciphron";2026
"CZ0414127";"Hradištì";"6210";2001-05-06;2024-07-02;"INVASIVE_LIST";"Cirsium acaulon, Melampyrum arvense, Pyrus pyraster, Cotoneaster integerrimus, Anthemis tinctoria, Jynx torquilla, Lacerta agilis, Pulsatilla pratensis subsp. bohemica, Trollius altissimus, Vipera berus, Plagiomnium medium, Corvus corone, Coturnix coturnix, Lanius collurio, Lepus europaeus, Dama dama, Achillea setacea, Antennaria dioica, Coenonympha arcania, Cyaniris semiargus, Erysimum crepidifolium, Juniperus communis, Juniperus communis var. communis, Lathyrus nissolia, Lycaena virgaureae, Phengaris arion, Polyommatus amandus, Sorbus danubialis, Verbascum phoeniceum, Ciconia nigra, Geranium sanguineum, Prunella grandiflora, Apamea illyria, Erebia medusa, Hamearis lucina, Plebejus argus, Adonis aestivalis, Cervus nippon, Emberiza calandra, Pernis apivorus, Alyssum montanum, Geranium molle, Vicia pisiformis, Accipiter nisus, Hesperia comma, Lycaena hippothoe, Melitaea athalia, Polyommatus daphnis, Satyrium pruni, Zygaena carniolica, Argiope bruennichi, Polygala chamaebuxus, Pyrgus alveus, Rosa elliptica, Thesium linophyllon, Carduus nutans, Myotis myotis, Colias alfacariensis, Hypochaeris maculata, Perdix perdix, Zygaena ephialtes, Iris sibirica, Gagea villosa, Jovibarba globifera, Jovibarba globifera subsp. globifera, Dianthus superbus, Procyon lotor, Rubus canescens, Sylvia nisoria, Ventenata dubia, Accipiter gentilis, Androsace elongata, Limenitis populi, Zootoca vivipara, Anguis fragilis, Crex crex, Milvus milvus, Thesium alpinum, Clanga pomarina, Cupido minimus, Carex disticha, Lysandra coridon, Spialia sertorius, Coronella austriaca, Helianthemum canum, Eresus sandaliatus, Petrorhagia prolifera, Rana dalmatina, Circus cyaneus, Grus grus, Sorbus aria, Orchis mascula, Orchis mascula subsp. speciosa, Diacrisia purpurata, Zygaena purpuralis, Phelipanche purpurea, Pyrgus serratulae, Pulsatilla pratensis, Botrychium lunaria, Lullula arborea, Lycaena alciphron, Potentilla alba, Pulsatilla patens, Vicia pannonica subsp. striata, Watsonarctia casta, Circus aeruginosus, Gryllus campestris, Natrix natrix, Asperula tinctoria, Jordanita globulariae, Verbena officinalis, Boloria euphrosyne, Tyria jacobaeae, Potentilla incana, Phelipanche purpurea s. l., Caprimulgus europaeus, Satyrium spini, Filago arvensis, Falco subbuteo, Glaucopsyche alexis, Veronica hederifolia, Sciurus vulgaris, Upupa epops, Zygaena angelicae, Verbascum lychnitis subsp. moenchii, Potamogeton alpinus, Nucifraga caryocatactes, Bubo bubo, Cerastium brachypetalum, Psophus stridulus, Delichon urbicum, Hirundo rustica, Malus sylvestris, Aquilegia vulgaris, Rosa gallica, Festuca pulchra, Boloria selene, Galium mollugo, Ononis arvensis, Ophioglossum vulgatum, Melampyrum cristatum, Lyrurus tetrix, Arctia plantaginis, Orobanche caryophyllacea, Lissotriton vulgaris, Ichthyosaura alpestris, Malacosoma neustria, Neotinea ustulata, Acanthis cabaret, Dryobates minor, Carpodacus erythrinus, Scolopax rusticola, Branchipus schaefferi, Bufo bufo, Triops cancriformis, Clostera anachoreta, Clostera anastomosis, Comarum palustre, Eilema pygmaeola, Eriogaster lanestris, Falcaria lacertinaria, Furcula furcula, Gastropacha quercifolia, Gynaephora fascelina, Korscheltellus lupulina, Lasiocampa trifolii, Lemonia taraxaci, Lestes barbarus, Lestes dryas, Malacosoma castrensis, Melitaea diamina, Odontognophos dumetata, Sympetrum flaveolum, Trichiura crataegi, Eumedonia eumedon, Picus canus, Satyrium w-album, Callophrys rubi, Gentianopsis ciliata, Lanius excubitor, Anthus pratensis, Tachybaptus ruficollis, Prunus fruticosa, Columba oenas, Dactylorhiza majalis, Glaucidium passerinum, Trifolium striatum, Hieracium schmidtii, Gallinago gallinago, Eleocharis mamillata, Bombina bombina, Elatine hydropiper, Gentiana cruciata, Phengaris nausithous, Triturus cristatus, Rhagades pruni, Canis lupus, Ficedula hypoleuca, Cerastium pumilum, Rhinanthus alectorolophus, Pilosella pilosellina, Dendrocoptes medius, Stenobothrus crassipes, Pelophylax ridibundus, Saxicola rubicola, Lasiommata maera, Melitaea cinxia, Euphorbia stricta, Gentianella germanica, Dianthus superbus subsp. superbus, Salix rosmarinifolia, Haliaeetus albicilla, Malva pusilla, Ficedula parva, Orchis mascula subsp. mascula, Cerastium brachypetalum subsp. brachypetalum, Oenanthe oenanthe, Leptidea sinapis, Lynx lynx, Adscita geryon, Pulmonaria angustifolia, Anthaxia candens, Aphanes arvensis, Ardea cinerea, Gallinula chloropus, Milvus migrans, Vanellus vanellus, Korscheltellus fusconebulosa, Odonestis pruni, Dactylorhiza sambucina, Pholidoptera aptera, Pilosella cymosa, Gymnadenia conopsea, Ovis aries musimon, Berberis vulgaris, Papaver argemone, Astragalus danicus, Hylotelephium telephium, Hyoscyamus niger";2026
"CZ0414127";"Hradištì";"6210";2001-05-06;2024-07-02;"EXPANSIVE_LIST";"Prunus spinosa, Crataegus sp., Phragmites australis, Dactylis glomerata, Alopecurus pratensis, Urtica dioica, Picea abies, Poa trivialis, Fraxinus excelsior, Anthriscus sylvestris, Aegopodium podagraria, Filipendula ulmaria, Acer campestre, Fagus sylvatica, Betula pendula, Calamagrostis epigejos, Agrostis capillaris, Populus tremula, Pinus sylvestris, Rumex obtusifolius, Salix caprea, Cerastium semidecandrum, Avenella flexuosa, Acer pseudoplatanus, Phalaris arundinacea";2026
"CZ0414127";"Hradištì";"6210";2001-05-06;2024-07-02;"MINIMIAREAL";"99.227";2026
"CZ0414127";"Hradištì";"6210";2001-05-06;2024-07-02;"MINIMIAREAL_JADRA";"335";2026
"CZ0414127";"Hradištì";"6210";2001-05-06;2024-07-02;"MINIMIAREAL_HODNOTA";"0";2026
"CZ0414127";"Hradištì";"6210";2001-05-06;2024-07-02;"MOZAIKA_VNEJSI";"84.828";2026
"CZ0414127";"Hradištì";"6210";2001-05-06;2024-07-02;"MOZAIKA_VNITRNI";"93.896";2026
"CZ0414127";"Hradištì";"6210";2001-05-06;2024-07-02;"MOZAIKA_FIN";"84.828";2026
"CZ0414127";"Hradištì";"6210";2001-05-06;2024-07-02;"VYPLNENOST_MOZAIKA";"1";2026
"CZ0414127";"Hradištì";"6210";2001-05-06;2024-07-02;"PERC_SPAT";"99.994";2026
"CZ0414127";"Hradištì";"6210";2001-05-06;2024-07-02;"ROZLOHA_HOLINY";NA;2026
"CZ0414127";"Hradištì";"6210";2001-05-06;2024-07-02;"POCET_SEGMENTU_PASEKY";NA;2026
"CZ0414127";"Hradištì";"6210";2001-05-06;2024-07-02;"SITECODE_TARGET";"CZ0414127";2026
"CZ0414127";"Hradištì";"6210";2001-05-06;2024-07-02;"HABITAT_CODE_TARGET";"6210";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;".target_id";"5";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"ROZLOHA";"6.648";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"KVALITA";"2";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"TYPICKE_DRUHY";"2";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"REPRE";"1.386";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"REPRE_SDF";"2.614";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"CONSERVATION";"2.08";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"DEGREE_OF_CONSERVATION";"92.048";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"MRTVE_DREVO";NA;2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"KALAMITA_POLOM";NA;2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"RELATIVE_AREA_PERC";"0.064";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"SITE_AREA_PERC";"0.02";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"GOOD_DOC_AREA_HA";"6.119";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"W_AREA_HA";"0";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"W_AREA_PERC";"0";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"PASEKY_AREA_HA";NA;2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"PASEKY_AREA_PERC";NA;2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"DEGRAD_AREA_HA";"0";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"DEGRAD_AREA_PERC";"0";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"PERC_0";"0";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"PERC_1";"100";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"PERC_2";"0";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"RED_LIST";"7.204";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"INVASIVE";"63.677";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"EXPANSIVE";"62.005";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"RED_LIST_SPECIES";"Coeloglossum viride, Emberiza calandra, Gentianella obtusifolia subsp. sturmiana, Antennaria dioica, Botrychium lunaria, Cirsium acaulon, Arnica montana, Pyrgus serratulae, Lacerta agilis, Lanius collurio, Erebia medusa, Polygala multicaulis, Dactylorhiza majalis, Coenonympha arcania, Plebejus argus, Polyommatus amandus, Lasiommata maera, Hesperia comma, Trifolium spadiceum, Cyaniris semiargus";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"INVASIVE_LIST";"Cirsium acaulon, Antennaria dioica, Arnica montana, Botrychium lunaria, Coeloglossum viride, Coenonympha arcania, Cyaniris semiargus, Dactylorhiza majalis, Emberiza calandra, Erebia medusa, Gentianella obtusifolia subsp. sturmiana, Hesperia comma, Lacerta agilis, Lanius collurio, Lasiommata maera, Plebejus argus, Polygala multicaulis, Polyommatus amandus, Pyrgus serratulae, Trifolium spadiceum";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"EXPANSIVE_LIST";"Agrostis capillaris";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"MINIMIAREAL";"100";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"MINIMIAREAL_JADRA";"7";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"MINIMIAREAL_HODNOTA";"0";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"MOZAIKA_VNEJSI";"76.682";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"MOZAIKA_VNITRNI";"100";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"MOZAIKA_FIN";"76.682";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"VYPLNENOST_MOZAIKA";"1";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"PERC_SPAT";"100";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"ROZLOHA_HOLINY";NA;2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"POCET_SEGMENTU_PASEKY";NA;2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"SITECODE_TARGET";"CZ0414127";2026
"CZ0414127";"Hradištì";"6230";2010-06-29;2012-05-15;"HABITAT_CODE_TARGET";"6230";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;".target_id";"6";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"ROZLOHA";"460.558";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"KVALITA";"2.504";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"TYPICKE_DRUHY";"2.009";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"REPRE";"1.431";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"REPRE_SDF";"2.325";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"CONSERVATION";"2.102";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"DEGREE_OF_CONSERVATION";"76.047";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"MRTVE_DREVO";NA;2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"KALAMITA_POLOM";NA;2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"RELATIVE_AREA_PERC";"4.959";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"SITE_AREA_PERC";"1.389";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"GOOD_DOC_AREA_HA";"350.24";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"W_AREA_HA";"12.547";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"W_AREA_PERC";"2.724";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"PASEKY_AREA_HA";NA;2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"PASEKY_AREA_PERC";NA;2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"DEGRAD_AREA_HA";"12.547";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"DEGRAD_AREA_PERC";"2.724";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"PERC_0";"0";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"PERC_1";"11.337";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"PERC_2";"88.663";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"RED_LIST";"10";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"INVASIVE";"79.85";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"EXPANSIVE";"57.321";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"RED_LIST_SPECIES";"Scrophularia umbrosa, Lanius collurio, Trollius altissimus, Iris sibirica, Procyon lotor, Lissotriton vulgaris, Carex appropinquata, Jynx torquilla, Crepis mollis subsp. succisifolia, Emberiza calandra, Melampyrum arvense, Accipiter gentilis, Trifolium spadiceum, Phengaris nausithous, Zootoca vivipara, Triturus cristatus, Coenonympha arcania, Melitaea diamina, Butomus umbellatus, Carex disticha, Branchipus schaefferi, Carex cespitosa, Milvus milvus, Epilobium palustre, Polyommatus amandus, Tachybaptus ruficollis, Rana temporaria, Haliaeetus albicilla, Pelophylax lessonae, Crex crex, Eumedonia eumedon, Lathyrus nissolia, Gallinago gallinago, Carex umbrosa, Dactylorhiza majalis subsp. majalis, Hirundo rustica, Corvus corone, Pernis apivorus, Dactylorhiza majalis, Upupa epops, Phelipanche purpurea, Sylvia nisoria, Salix rosmarinifolia, Comarum palustre, Epilobium parviflorum, Lycaena hippothoe, Apamea illyria, Luscinia svecica cyanecula, Cygnus olor, Centaurea montana, Triops cancriformis, Erebia ligea, Grus grus, Erebia medusa, Dianthus superbus, Lyrurus tetrix, Clanga pomarina, Bufo bufo, Natrix natrix, Rana arvalis, Melitaea athalia, Menyanthes trifoliata, Ardea cinerea, Malacosoma neustria, Lepus europaeus, Lycaena virgaureae, Cervus nippon, Cyaniris semiargus, Pelophylax esculentus, Carpodacus erythrinus, Canis lupus, Polyommatus daphnis, Phengaris teleius, Bombina bombina, Serratula tinctoria, Anthemis tinctoria, Coturnix coturnix, Vipera berus, Scolopax rusticola, Zygaena angelicae, Vanellus vanellus, Lasiommata maera, Tringa ochropus, Carex diandra, Androsace elongata, Boloria selene, Pyrus pyraster, Coenagrion hastulatum, Perdix perdix, Cirsium acaulon, Pseudorasbora parva, Galium wirtgenii, Limenitis populi, Picus canus, Dama dama, Circus aeruginosus, Anguis fragilis, Diacrisia purpurata, Accipiter nisus, Lacerta agilis, Gallinula chloropus, Leucojum vernum, Saturnia pavonia, Lutra lutra, Saxicola rubicola, Gentiana pneumonanthe, Leptidea sinapis, Satyrium w-album, Anthus pratensis, Pilosella aurantiaca, Vertigo angustior, Rallus aquaticus, Euphydryas aurinia, Lanius excubitor, Acanthis cabaret, Oenanthe oenanthe, Zygaena ephialtes, Aphanes arvensis, Ciconia nigra, Colias alfacariensis, Plebejus argus, Lycaena alciphron, Phengaris arion, Chrysosplenium oppositifolium, Milvus migrans, Poa remota, Gryllus campestris, Satyrium spini, Anthaxia candens, Gentiana cruciata, Ovis aries musimon";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"INVASIVE_LIST";"Carex umbrosa, Iris sibirica, Trollius altissimus, Carex cespitosa, Carex appropinquata, Crepis mollis subsp. succisifolia, Jynx torquilla, Carex disticha, Carex diandra, Epilobium palustre, Crex crex, Lissotriton vulgaris, Rana temporaria, Scolopax rusticola, Gentiana cruciata, Poa remota, Centaurea montana, Dactylorhiza majalis, Lyrurus tetrix, Pernis apivorus, Carpodacus erythrinus, Comarum palustre, Corvus corone, Dactylorhiza majalis subsp. majalis, Galium wirtgenii, Gallinago gallinago, Hirundo rustica, Lanius collurio, Luscinia svecica cyanecula, Milvus milvus, Salix rosmarinifolia, Vipera berus, Serratula tinctoria, Gentiana pneumonanthe, Cervus nippon, Eumedonia eumedon, Leptidea sinapis, Limenitis populi, Lycaena virgaureae, Phengaris nausithous, Phengaris teleius, Polyommatus amandus, Polyommatus daphnis, Satyrium w-album, Zygaena ephialtes, Accipiter nisus, Lathyrus nissolia, Lepus europaeus, Zootoca vivipara, Ciconia nigra, Bombina bombina, Bufo bufo, Coenagrion hastulatum, Coturnix coturnix, Cyaniris semiargus, Cygnus olor, Emberiza calandra, Erebia medusa, Grus grus, Lanius excubitor, Lycaena hippothoe, Melitaea athalia, Melitaea diamina, Pelophylax esculentus, Pelophylax lessonae, Rallus aquaticus, Saturnia pavonia, Sylvia nisoria, Tachybaptus ruficollis, Euphydryas aurinia, Butomus umbellatus, Anthus pratensis, Natrix natrix, Menyanthes trifoliata, Rana arvalis, Chrysosplenium oppositifolium, Epilobium parviflorum, Anguis fragilis, Coenonympha arcania, Upupa epops, Accipiter gentilis, Cirsium acaulon, Circus aeruginosus, Lutra lutra, Dianthus superbus, Vertigo angustior, Trifolium spadiceum, Tringa ochropus, Vanellus vanellus, Haliaeetus albicilla, Apamea illyria, Diacrisia purpurata, Malacosoma neustria, Satyrium spini, Erebia ligea, Lasiommata maera, Lycaena alciphron, Leucojum vernum, Lacerta agilis, Dama dama, Perdix perdix, Pilosella aurantiaca, Triops cancriformis, Ovis aries musimon, Canis lupus, Scrophularia umbrosa, Procyon lotor, Pseudorasbora parva, Androsace elongata, Anthaxia candens, Anthemis tinctoria, Aphanes arvensis, Clanga pomarina, Melampyrum arvense, Pyrus pyraster, Acanthis cabaret, Ardea cinerea, Branchipus schaefferi, Gallinula chloropus, Gryllus campestris, Milvus migrans, Oenanthe oenanthe, Saxicola rubicola, Phelipanche purpurea, Picus canus, Phengaris arion, Colias alfacariensis, Plebejus argus, Zygaena angelicae, Boloria selene";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"EXPANSIVE_LIST";"Filipendula ulmaria, Scirpus sylvaticus, Rubus idaeus, Alopecurus pratensis, Aegopodium podagraria, Urtica dioica, Carex acutiformis, Anthriscus sylvestris, Deschampsia cespitosa, Salix cinerea, Betula pendula, Carex rostrata, Dactylis glomerata, Fraxinus excelsior, Artemisia vulgaris, Phalaris arundinacea, Petasites hybridus, Agrostis capillaris, Crataegus sp., Salix euxina, Cirsium oleraceum, Calamagrostis canescens, Salix caprea, Chaerophyllum aureum, Alnus glutinosa";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"MINIMIAREAL";"97.276";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"MINIMIAREAL_JADRA";"265";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"MINIMIAREAL_HODNOTA";"0";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"MOZAIKA_VNEJSI";"87.618";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"MOZAIKA_VNITRNI";"78.123";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"MOZAIKA_FIN";"87.618";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"VYPLNENOST_MOZAIKA";"1";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"PERC_SPAT";"99.798";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"ROZLOHA_HOLINY";NA;2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"POCET_SEGMENTU_PASEKY";NA;2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"SITECODE_TARGET";"CZ0414127";2026
"CZ0414127";"Hradištì";"6430";2001-05-06;2024-06-17;"HABITAT_CODE_TARGET";"6430";2026
"CZ0414127";"Hradištì";"6510";2001-05-06;2024-07-02;".target_id";"7";2026
"CZ0414127";"Hradištì";"6510";2001-05-06;2024-07-02;"ROZLOHA";"6912.247";2026
"CZ0414127";"Hradištì";"6510";2001-05-06;2024-07-02;"KVALITA";"2.565";2026
"CZ0414127";"Hradištì";"6510";2001-05-06;2024-07-02;"TYPICKE_DRUHY";"2.227";2026
"CZ0414127";"Hradištì";"6510";2001-05-06;2024-07-02;"REPRE";"1.547";2026
"CZ0414127";"Hradištì";"6510";2001-05-06;2024-07-02;"REPRE_SDF";"2.433";2026
"CZ0414127";"Hradištì";"6510";2001-05-06;2024-07-02;"CONSERVATION";"2.189";2026
"CZ0414127";"Hradištì";"6510";2001-05-06;2024-07-02;"DEGREE_OF_CONSERVATION";"70.372";2026
"CZ0414127";"Hradištì";"6510";2001-05-06;2024-07-02;"MRTVE_DREVO";NA;2026
"CZ0414127";"Hradištì";"6510";2001-05-06;2024-07-02;"KALAMITA_POLOM";NA;2026
"CZ0414127";"Hradištì";"6510";2001-05-06;2024-07-02;"RELATIVE_AREA_PERC";"3.958";2026
"CZ0414127";"Hradištì";"6510";2001-05-06;2024-07-02;"SITE_AREA_PERC";"20.846";2026
"CZ0414127";"Hradištì";"6510";2001-05-06;2024-07-02;"GOOD_DOC_AREA_HA";"4873.176";2026
