"ROK","kod_chu","NAZEV","DRUH","SKUPINA","KOD_LOKAL","NAZEV_LOK","POLE","pracoviste","oop","HODNOCENE_OBDOBI_OD","HODNOCENE_OBDOBI_DO","ID_ND_AKCE","DATUM","CILMON","ID_IND","JEDNOTKA","TYP_IND","IND_GRP","KLIC","UROVEN","LIM_IND","LIM_INDLIST","HOD_IND","STAV_IND","ID_ND_LOK"
2026,"CZ0213621","Štoly Velké Ameriky","Rhinolophus hipposideros","Letouni","Maršálkova štola","Maršálkova štola","6051a","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2007-02-05,2026-01-23,"15546611",2026-01-23,0,"CELKOVE_HODNOCENI",NA,NA,NA,NA,"lok",NA,NA,"dobrı",1,998557
2026,"CZ0213621","Štoly Velké Ameriky","Rhinolophus hipposideros","Letouni","Maršálkova štola","Maršálkova štola","6051a","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2007-02-05,2026-01-23,"15546611",2026-01-23,0,"CELKOVE_SUM",NA,NA,NA,NA,NA,"","","1",NA,998557
2026,"CZ0213621","Štoly Velké Ameriky","Rhinolophus hipposideros","Letouni","Maršálkova štola","Maršálkova štola","6051a","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2007-02-05,2026-01-23,"15546611",2026-01-23,0,"POP_PRESENCE","pøítomnost druhu","val","val","ano","lok","ano","ano","ano",1,998557
2026,"CZ0213621","Štoly Velké Ameriky","Rhinolophus hipposideros","Letouni","Moøina - Gotická chodba v lomu Mexiko","Moøina - Gotická chodba v lomu Mexiko","6051a","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2020-01-31,2026-01-23,"15546610",2026-01-23,0,"CELKOVE_HODNOCENI",NA,NA,NA,NA,"lok",NA,NA,"dobrı",1,7284026
2026,"CZ0213621","Štoly Velké Ameriky","Rhinolophus hipposideros","Letouni","Moøina - Gotická chodba v lomu Mexiko","Moøina - Gotická chodba v lomu Mexiko","6051a","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2020-01-31,2026-01-23,"15546610",2026-01-23,0,"CELKOVE_SUM",NA,NA,NA,NA,NA,"","","1",NA,7284026
2026,"CZ0213621","Štoly Velké Ameriky","Rhinolophus hipposideros","Letouni","Moøina - Gotická chodba v lomu Mexiko","Moøina - Gotická chodba v lomu Mexiko","6051a","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2020-01-31,2026-01-23,"15546610",2026-01-23,0,"POP_PRESENCE","pøítomnost druhu","val","val","ano","lok","ano","ano","ano",1,7284026
2026,"CZ0213621","Štoly Velké Ameriky","Rhinolophus hipposideros","Letouni","Moøina - Tichá štola - Velká Amerika","Moøina - Tichá štola - Velká Amerika","6051a","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2019-10-30,2026-01-22,"15545588",2026-01-22,0,"CELKOVE_HODNOCENI",NA,NA,NA,NA,"lok",NA,NA,"dobrı",1,7073126
2026,"CZ0213621","Štoly Velké Ameriky","Rhinolophus hipposideros","Letouni","Moøina - Tichá štola - Velká Amerika","Moøina - Tichá štola - Velká Amerika","6051a","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2019-10-30,2026-01-22,"15545588",2026-01-22,0,"CELKOVE_SUM",NA,NA,NA,NA,NA,"","","1",NA,7073126
2026,"CZ0213621","Štoly Velké Ameriky","Rhinolophus hipposideros","Letouni","Moøina - Tichá štola - Velká Amerika","Moøina - Tichá štola - Velká Amerika","6051a","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2019-10-30,2026-01-22,"15545588",2026-01-22,0,"POP_PRESENCE","pøítomnost druhu","val","val","ano","lok","ano","ano","ano",1,7073126
2016,"CZ0213621","Štoly Velké Ameriky","Rhinolophus hipposideros","Letouni","Velká Amerika","Velká Amerika","6051a","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2000-01-26,2016-09-24,"9778518",2016-09-24,0,"CELKOVE_HODNOCENI",NA,NA,NA,NA,"lok",NA,NA,"dobrı",1,5902607
2016,"CZ0213621","Štoly Velké Ameriky","Rhinolophus hipposideros","Letouni","Velká Amerika","Velká Amerika","6051a","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2000-01-26,2016-09-24,"9778518",2016-09-24,0,"CELKOVE_SUM",NA,NA,NA,NA,NA,"","","1",NA,5902607
2016,"CZ0213621","Štoly Velké Ameriky","Rhinolophus hipposideros","Letouni","Velká Amerika","Velká Amerika","6051a","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2000-01-26,2016-09-24,"9778518",2016-09-24,0,"POP_PRESENCE","pøítomnost druhu","val","val","ano","lok","ano","ano","ano",1,5902607
2014,"CZ0213621","Štoly Velké Ameriky","Rhinolophus hipposideros","Letouni","Zbytovského štola","Zbytovského štola","6051a","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2005-02-02,2026-01-22,"9371423",2014-01-31,1,"CELKOVE_HODNOCENI",NA,NA,NA,NA,"lok",NA,NA,"dobrı",1,5668100
2014,"CZ0213621","Štoly Velké Ameriky","Rhinolophus hipposideros","Letouni","Zbytovského štola","Zbytovského štola","6051a","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2005-02-02,2026-01-22,"9371423",2014-01-31,1,"CELKOVE_SUM",NA,NA,NA,NA,NA,"","","1",NA,5668100
2014,"CZ0213621","Štoly Velké Ameriky","Rhinolophus hipposideros","Letouni","Zbytovského štola","Zbytovského štola","6051a","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2005-02-02,2026-01-22,"9371423",2014-01-31,1,"POP_PRESENCE","pøítomnost druhu","val","val","ano","lok","ano","ano","ano",1,5668100
2021,"CZ0213621","Štoly Velké Ameriky","Rhinolophus hipposideros","Letouni","vodní štola ve Velké Americe","vodní štola ve Velké Americe","6051a","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2021-02-05,2021-02-05,"11299665",2021-02-05,0,"CELKOVE_HODNOCENI",NA,NA,NA,NA,"lok",NA,NA,"dobrı",1,5517604
2021,"CZ0213621","Štoly Velké Ameriky","Rhinolophus hipposideros","Letouni","vodní štola ve Velké Americe","vodní štola ve Velké Americe","6051a","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2021-02-05,2021-02-05,"11299665",2021-02-05,0,"CELKOVE_SUM",NA,NA,NA,NA,NA,"","","1",NA,5517604
2021,"CZ0213621","Štoly Velké Ameriky","Rhinolophus hipposideros","Letouni","vodní štola ve Velké Americe","vodní štola ve Velké Americe","6051a","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2021-02-05,2021-02-05,"11299665",2021-02-05,0,"POP_PRESENCE","pøítomnost druhu","val","val","ano","lok","ano","ano","ano",1,5517604
2014,"CZ0213621","Štoly Velké Ameriky","Rhinolophus hipposideros","Letouni","štola Feministka","štola Feministka","6051a","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2002-02-12,2014-01-31,"9371359",2014-01-31,1,"CELKOVE_HODNOCENI",NA,NA,NA,NA,"lok",NA,NA,"dobrı",1,5668078
2014,"CZ0213621","Štoly Velké Ameriky","Rhinolophus hipposideros","Letouni","štola Feministka","štola Feministka","6051a","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2002-02-12,2014-01-31,"9371359",2014-01-31,1,"CELKOVE_SUM",NA,NA,NA,NA,NA,"","","1",NA,5668078
2014,"CZ0213621","Štoly Velké Ameriky","Rhinolophus hipposideros","Letouni","štola Feministka","štola Feministka","6051a","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2002-02-12,2014-01-31,"9371359",2014-01-31,1,"POP_PRESENCE","pøítomnost druhu","val","val","ano","lok","ano","ano","ano",1,5668078
2015,"CZ0213626","Suchomasty - zámeèek","Rhinolophus hipposideros","Letouni","DEL0170 - Suchomasty 1 - zámeèek","DEL0170 - Suchomasty 1 - zámeèek","6150a","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2000-07-12,2015-07-17,"9475181",2015-07-17,0,"CELKOVE_HODNOCENI",NA,NA,NA,NA,"lok",NA,NA,"dobrı",1,1172831
2015,"CZ0213626","Suchomasty - zámeèek","Rhinolophus hipposideros","Letouni","DEL0170 - Suchomasty 1 - zámeèek","DEL0170 - Suchomasty 1 - zámeèek","6150a","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2000-07-12,2015-07-17,"9475181",2015-07-17,0,"CELKOVE_SUM",NA,NA,NA,NA,NA,"","","1",NA,1172831
2015,"CZ0213626","Suchomasty - zámeèek","Rhinolophus hipposideros","Letouni","DEL0170 - Suchomasty 1 - zámeèek","DEL0170 - Suchomasty 1 - zámeèek","6150a","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2000-07-12,2015-07-17,"9475181",2015-07-17,0,"POP_PRESENCE","pøítomnost druhu","val","val","ano","lok","ano","ano","ano",1,1172831
2023,"CZ0213792","Kaèina","Rhinolophus hipposideros","Letouni","Platanovı mùstek, Nové Dvory","Platanovı mùstek, Nové Dvory","6058a","RP Støední Èechy","Krajskı úøad Støedoèeského kraje",2023-06-01,2023-06-01,"14934299",2023-06-01,0,"CELKOVE_HODNOCENI",NA,NA,NA,NA,"lok",NA,NA,"dobrı",1,12071872
2023,"CZ0213792","Kaèina","Rhinolophus hipposideros","Letouni","Platanovı mùstek, Nové Dvory","Platanovı mùstek, Nové Dvory","6058a","RP Støední Èechy","Krajskı úøad Støedoèeského kraje",2023-06-01,2023-06-01,"14934299",2023-06-01,0,"CELKOVE_SUM",NA,NA,NA,NA,NA,"","","1",NA,12071872
2023,"CZ0213792","Kaèina","Rhinolophus hipposideros","Letouni","Platanovı mùstek, Nové Dvory","Platanovı mùstek, Nové Dvory","6058a","RP Støední Èechy","Krajskı úøad Støedoèeského kraje",2023-06-01,2023-06-01,"14934299",2023-06-01,0,"POP_PRESENCE","pøítomnost druhu","val","val","ano","lok","ano","ano","ano",1,12071872
2018,"CZ0214002","Karlické údolí","Rhinolophus hipposideros","Letouni","Karlické údolí","Karlické údolí","6051c","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2018-09-27,2018-09-27,"10544182",2018-09-27,0,"CELKOVE_HODNOCENI",NA,NA,NA,NA,"lok",NA,NA,"dobrı",1,4937894
2018,"CZ0214002","Karlické údolí","Rhinolophus hipposideros","Letouni","Karlické údolí","Karlické údolí","6051c","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2018-09-27,2018-09-27,"10544182",2018-09-27,0,"CELKOVE_SUM",NA,NA,NA,NA,NA,"","","1",NA,4937894
2018,"CZ0214002","Karlické údolí","Rhinolophus hipposideros","Letouni","Karlické údolí","Karlické údolí","6051c","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2018-09-27,2018-09-27,"10544182",2018-09-27,0,"POP_PRESENCE","pøítomnost druhu","val","val","ano","lok","ano","ano","ano",1,4937894
2016,"CZ0214003","Zlatı kùò","Rhinolophus hipposideros","Letouni","Jeskynì Zlomená","Jeskynì Zlomená","6050c","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2016-02-02,2016-02-02,"9807806",2016-02-02,0,"CELKOVE_HODNOCENI",NA,NA,NA,NA,"lok",NA,NA,"dobrı",1,5062657
2016,"CZ0214003","Zlatı kùò","Rhinolophus hipposideros","Letouni","Jeskynì Zlomená","Jeskynì Zlomená","6050c","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2016-02-02,2016-02-02,"9807806",2016-02-02,0,"CELKOVE_SUM",NA,NA,NA,NA,NA,"","","1",NA,5062657
2016,"CZ0214003","Zlatı kùò","Rhinolophus hipposideros","Letouni","Jeskynì Zlomená","Jeskynì Zlomená","6050c","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2016-02-02,2016-02-02,"9807806",2016-02-02,0,"POP_PRESENCE","pøítomnost druhu","val","val","ano","lok","ano","ano","ano",1,5062657
2018,"CZ0214003","Zlatı kùò","Rhinolophus hipposideros","Letouni","Jeskynì ába","Jeskynì ába","6050c","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2012-02-03,2018-01-30,"10730116",2018-01-30,0,"CELKOVE_HODNOCENI",NA,NA,NA,NA,"lok",NA,NA,"dobrı",1,5062663
2018,"CZ0214003","Zlatı kùò","Rhinolophus hipposideros","Letouni","Jeskynì ába","Jeskynì ába","6050c","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2012-02-03,2018-01-30,"10730116",2018-01-30,0,"CELKOVE_SUM",NA,NA,NA,NA,NA,"","","1",NA,5062663
2018,"CZ0214003","Zlatı kùò","Rhinolophus hipposideros","Letouni","Jeskynì ába","Jeskynì ába","6050c","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2012-02-03,2018-01-30,"10730116",2018-01-30,0,"POP_PRESENCE","pøítomnost druhu","val","val","ano","lok","ano","ano","ano",1,5062663
2014,"CZ0214003","Zlatı kùò","Rhinolophus hipposideros","Letouni","Konìpruské jeskynì","Konìpruské jeskynì","6050c","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2000-01-25,2026-01-20,"9371264",2014-01-29,1,"CELKOVE_HODNOCENI",NA,NA,NA,NA,"lok",NA,NA,"dobrı",1,5668046
2014,"CZ0214003","Zlatı kùò","Rhinolophus hipposideros","Letouni","Konìpruské jeskynì","Konìpruské jeskynì","6050c","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2000-01-25,2026-01-20,"9371264",2014-01-29,1,"CELKOVE_SUM",NA,NA,NA,NA,NA,"","","1",NA,5668046
2014,"CZ0214003","Zlatı kùò","Rhinolophus hipposideros","Letouni","Konìpruské jeskynì","Konìpruské jeskynì","6050c","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2000-01-25,2026-01-20,"9371264",2014-01-29,1,"POP_PRESENCE","pøítomnost druhu","val","val","ano","lok","ano","ano","ano",1,5668046
2024,"CZ0214003","Zlatı kùò","Rhinolophus hipposideros","Letouni","Konìprusy - Bonzákova slùj","Konìprusy - Bonzákova slùj","6050c","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2024-03-17,2024-03-17,"12835098",2024-03-17,0,"CELKOVE_HODNOCENI",NA,NA,NA,NA,"lok",NA,NA,"dobrı",1,9684984
2024,"CZ0214003","Zlatı kùò","Rhinolophus hipposideros","Letouni","Konìprusy - Bonzákova slùj","Konìprusy - Bonzákova slùj","6050c","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2024-03-17,2024-03-17,"12835098",2024-03-17,0,"CELKOVE_SUM",NA,NA,NA,NA,NA,"","","1",NA,9684984
2024,"CZ0214003","Zlatı kùò","Rhinolophus hipposideros","Letouni","Konìprusy - Bonzákova slùj","Konìprusy - Bonzákova slùj","6050c","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2024-03-17,2024-03-17,"12835098",2024-03-17,0,"POP_PRESENCE","pøítomnost druhu","val","val","ano","lok","ano","ano","ano",1,9684984
2025,"CZ0214003","Zlatı kùò","Rhinolophus hipposideros","Letouni","NPP Zlatı kùò, Konìpruské jeskynì","NPP Zlatı kùò, Konìpruské jeskynì","6050c","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2025-04-10,2025-04-10,"14087885",2025-04-10,0,"CELKOVE_HODNOCENI",NA,NA,NA,NA,"lok",NA,NA,"dobrı",1,11142875
2025,"CZ0214003","Zlatı kùò","Rhinolophus hipposideros","Letouni","NPP Zlatı kùò, Konìpruské jeskynì","NPP Zlatı kùò, Konìpruské jeskynì","6050c","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2025-04-10,2025-04-10,"14087885",2025-04-10,0,"CELKOVE_SUM",NA,NA,NA,NA,NA,"","","1",NA,11142875
2025,"CZ0214003","Zlatı kùò","Rhinolophus hipposideros","Letouni","NPP Zlatı kùò, Konìpruské jeskynì","NPP Zlatı kùò, Konìpruské jeskynì","6050c","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2025-04-10,2025-04-10,"14087885",2025-04-10,0,"POP_PRESENCE","pøítomnost druhu","val","val","ano","lok","ano","ano","ano",1,11142875
2016,"CZ0214003","Zlatı kùò","Rhinolophus hipposideros","Letouni","jeskynì Zlomená","jeskynì Zlomená","6050c","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2016-02-02,2016-02-02,"9639714",2016-02-02,0,"CELKOVE_HODNOCENI",NA,NA,NA,NA,"lok",NA,NA,"dobrı",1,998552
2016,"CZ0214003","Zlatı kùò","Rhinolophus hipposideros","Letouni","jeskynì Zlomená","jeskynì Zlomená","6050c","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2016-02-02,2016-02-02,"9639714",2016-02-02,0,"CELKOVE_SUM",NA,NA,NA,NA,NA,"","","1",NA,998552
2016,"CZ0214003","Zlatı kùò","Rhinolophus hipposideros","Letouni","jeskynì Zlomená","jeskynì Zlomená","6050c","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2016-02-02,2016-02-02,"9639714",2016-02-02,0,"POP_PRESENCE","pøítomnost druhu","val","val","ano","lok","ano","ano","ano",1,998552
2014,"CZ0214003","Zlatı kùò","Rhinolophus hipposideros","Letouni","jeskynì ába","jeskynì ába","6050c","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2003-01-31,2026-01-20,"9371253",2014-01-29,1,"CELKOVE_HODNOCENI",NA,NA,NA,NA,"lok",NA,NA,"dobrı",1,5668042
2014,"CZ0214003","Zlatı kùò","Rhinolophus hipposideros","Letouni","jeskynì ába","jeskynì ába","6050c","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2003-01-31,2026-01-20,"9371253",2014-01-29,1,"CELKOVE_SUM",NA,NA,NA,NA,NA,"","","1",NA,5668042
2014,"CZ0214003","Zlatı kùò","Rhinolophus hipposideros","Letouni","jeskynì ába","jeskynì ába","6050c","RP Støední Èechy","AOPK ÈR - RP Støední Èechy",2003-01-31,2026-01-20,"9371253",2014-01-29,1,"POP_PRESENCE","pøítomnost druhu","val","val","ano","lok","ano","ano","ano",1,5668042
2021,"CZ0214012","Pøíhrazské skály","Rhinolophus hipposideros","Letouni","Brane","Brane","5456c","RP Liberecko","AOPK ÈR - RP Liberecko",2021-09-07,2021-09-09,"11747977, 11748677",2021-09-09,0,"CELKOVE_HODNOCENI",NA,NA,NA,NA,"lok",NA,NA,"dobrı",1,8277711
2021,"CZ0214012","Pøíhrazské skály","Rhinolophus hipposideros","Letouni","Brane","Brane","5456c","RP Liberecko","AOPK ÈR - RP Liberecko",2021-09-07,2021-09-09,"11747977, 11748677",2021-09-09,0,"CELKOVE_SUM",NA,NA,NA,NA,NA,"","","1",NA,8277711
2021,"CZ0214012","Pøíhrazské skály","Rhinolophus hipposideros","Letouni","Brane","Brane","5456c","RP Liberecko","AOPK ÈR - RP Liberecko",2021-09-07,2021-09-09,"11747977, 11748677",2021-09-09,0,"POP_PRESENCE","pøítomnost druhu","val","val","ano","lok","ano","ano","ano",1,8277711
2021,"CZ0214012","Pøíhrazské skály","Rhinolophus hipposideros","Letouni","Dneboh","Dneboh","5456c","RP Liberecko","AOPK ÈR - RP Liberecko",2021-07-15,2021-10-07,"11746061, 11747954",2021-10-07,0,"CELKOVE_HODNOCENI",NA,NA,NA,NA,"lok",NA,NA,"dobrı",1,8273607
2021,"CZ0214012","Pøíhrazské skály","Rhinolophus hipposideros","Letouni","Dneboh","Dneboh","5456c","RP Liberecko","AOPK ÈR - RP Liberecko",2021-07-15,2021-10-07,"11746061, 11747954",2021-10-07,0,"CELKOVE_SUM",NA,NA,NA,NA,NA,"","","1",NA,8273607
2021,"CZ0214012","Pøíhrazské skály","Rhinolophus hipposideros","Letouni","Dneboh","Dneboh","5456c","RP Liberecko","AOPK ÈR - RP Liberecko",2021-07-15,2021-10-07,"11746061, 11747954",2021-10-07,0,"POP_PRESENCE","pøítomnost druhu","val","val","ano","lok","ano","ano","ano",1,8273607
2015,"CZ0214012","Pøíhrazské skály","Rhinolophus hipposideros","Letouni","EVL Pøíhrazské skála - B5 Krtola","EVL Pøíhrazské skála - B5 Krtola","5456c","RP Liberecko","AOPK ÈR - RP Liberecko",2015-05-13,2015-07-06,"9547035, 9547075",2015-07-06,0,"CELKOVE_HODNOCENI",NA,NA,NA,NA,"lok",NA,NA,"dobrı",1,5835685
2015,"CZ0214012","Pøíhrazské skály","Rhinolophus hipposideros","Letouni","EVL Pøíhrazské skála - B5 Krtola","EVL Pøíhrazské skála - B5 Krtola","5456c","RP Liberecko","AOPK ÈR - RP Liberecko",2015-05-13,2015-07-06,"9547035, 9547075",2015-07-06,0,"CELKOVE_SUM",NA,NA,NA,NA,NA,"","","1",NA,5835685
