ROK;kod_chu;NAZEV;DRUH;SKUPINA;KOD_LOKAL;LOKALITA;pracoviste;oop;IDX_ND_AKCE;ID_ND_NALEZ;DATUM;AUTOR;ID_IND;JEDNOTKA;TYP_IND;IND_GRP;KLIC;UROVEN;LIM_IND;HOD_IND;STAV_IND;CESKE_JME;DATUM_OD;DATUM_DO;IDX_ND_LOK;KOD_LOKALITY;EVL;PROC_EVL;NEGATIVNI;IDX_ND_LOKALIZACE;MAX_PROC;POLE;DEN;MESIC;nazev_chu;CILMON;POCITANO_CLEAN;pozn;LIM_INDLIST
2012;CZ0214017;Karlštejn - Koda;Rhinolophus hipposideros;Letouni;Svatý Jan pod Skalou - jeskyně V kostele;Svatý Jan pod Skalou - jeskyně V kostele;RP Střední Čechy;AOPK ČR - RP Střední Čechy;5605676;15794723;2012-01-28;Veselý Jaroslav#Čapek Jan#Sedláček Daniel#Novák Jiří#Tenčík Aleš#Špryňar Pavel;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;28.01.2012;28.01.2012;4944347;NA;CZ0214017: Karlštejn - Koda;100;0;4944347;100;6050b;28;1;Karlštejn - Koda;0;jedinci;NA;NA
2012;CZ0214017;Karlštejn - Koda;Rhinolophus hipposideros;Letouni;Svatý Jan pod Skalou - jeskyně V kostele;Svatý Jan pod Skalou - jeskyně V kostele;RP Střední Čechy;AOPK ČR - RP Střední Čechy;5605676;15794723;2012-01-28;Veselý Jaroslav#Čapek Jan#Sedláček Daniel#Novák Jiří#Tenčík Aleš#Špryňar Pavel;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;28.01.2012;28.01.2012;4944347;NA;CZ0214017: Karlštejn - Koda;100;0;4944347;100;6050b;28;1;Karlštejn - Koda;0;jedinci;NA;ano
2012;CZ0424127;Východní Krušnohoří;Rhinolophus hipposideros;Letouni;Nové Město u Mikulova;Nové Město u Mikulova;RP SCHKO České středohoří;AOPK ČR - RP SCHKO České středohoří, Krajský úřad Ústeckého kraje;5605746;15794846;2012-01-26;Hejduk Jiří;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;26.01.2012;26.01.2012;4944378;NA;CZ0424127: Východní Krušnohoří;100;0;4944378;100;5348a;26;1;Východní Krušnohoří;0;jedinci;NA;NA
2012;CZ0424127;Východní Krušnohoří;Rhinolophus hipposideros;Letouni;Nové Město u Mikulova;Nové Město u Mikulova;RP SCHKO České středohoří;AOPK ČR - RP SCHKO České středohoří, Krajský úřad Ústeckého kraje;5605746;15794846;2012-01-26;Hejduk Jiří;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;26.01.2012;26.01.2012;4944378;NA;CZ0424127: Východní Krušnohoří;100;0;4944378;100;5348a;26;1;Východní Krušnohoří;0;jedinci;NA;ano
2012;CZ0424127;Východní Krušnohoří;Rhinolophus hipposideros;Letouni;Nové Město u Mikulova;Nové Město u Mikulova;RP SCHKO České středohoří;AOPK ČR - RP SCHKO České středohoří, Krajský úřad Ústeckého kraje;5605747;15794847;2012-01-26;Hejduk Jiří;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;26.01.2012;26.01.2012;4944378;NA;CZ0424127: Východní Krušnohoří;100;0;4944378;100;5348a;26;1;Východní Krušnohoří;0;jedinci;NA;NA
2012;CZ0424127;Východní Krušnohoří;Rhinolophus hipposideros;Letouni;Nové Město u Mikulova;Nové Město u Mikulova;RP SCHKO České středohoří;AOPK ČR - RP SCHKO České středohoří, Krajský úřad Ústeckého kraje;5605747;15794847;2012-01-26;Hejduk Jiří;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;26.01.2012;26.01.2012;4944378;NA;CZ0424127: Východní Krušnohoří;100;0;4944378;100;5348a;26;1;Východní Krušnohoří;0;jedinci;NA;ano
2012;CZ0424127;Východní Krušnohoří;Rhinolophus hipposideros;Letouni;Osek - štola "Pod Stropníkem" (S od zast. ČD);Osek - štola "Pod Stropníkem" (S od zast. ČD);RP SCHKO České středohoří;AOPK ČR - RP SCHKO České středohoří, Krajský úřad Ústeckého kraje;5610870;15803184;2012-01-05;Vlček Roman#Chvátal Petr;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;05.01.2012;05.01.2012;1258636;NA;CZ0424127: Východní Krušnohoří;100;0;1258636;100;5348c;5;1;Východní Krušnohoří;0;jedinci;NA;NA
2012;CZ0424127;Východní Krušnohoří;Rhinolophus hipposideros;Letouni;Osek - štola "Pod Stropníkem" (S od zast. ČD);Osek - štola "Pod Stropníkem" (S od zast. ČD);RP SCHKO České středohoří;AOPK ČR - RP SCHKO České středohoří, Krajský úřad Ústeckého kraje;5610870;15803184;2012-01-05;Vlček Roman#Chvátal Petr;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;05.01.2012;05.01.2012;1258636;NA;CZ0424127: Východní Krušnohoří;100;0;1258636;100;5348c;5;1;Východní Krušnohoří;0;jedinci;NA;ano
2012;CZ0424127;Východní Krušnohoří;Rhinolophus hipposideros;Letouni;Dlouhá Louka - štola, J od obce (u silnice na Osek);Dlouhá Louka - štola, J od obce (u silnice na Osek);RP SCHKO České středohoří;AOPK ČR - RP SCHKO České středohoří, Krajský úřad Ústeckého kraje;5610874;15803188;2012-01-06;Chvátal Petr#Hejduk Jiří;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;06.01.2012;06.01.2012;1256372;NA;CZ0424127: Východní Krušnohoří;100;0;1256372;100;5347d;6;1;Východní Krušnohoří;0;jedinci;NA;NA
2012;CZ0424127;Východní Krušnohoří;Rhinolophus hipposideros;Letouni;Dlouhá Louka - štola, J od obce (u silnice na Osek);Dlouhá Louka - štola, J od obce (u silnice na Osek);RP SCHKO České středohoří;AOPK ČR - RP SCHKO České středohoří, Krajský úřad Ústeckého kraje;5610874;15803188;2012-01-06;Chvátal Petr#Hejduk Jiří;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;06.01.2012;06.01.2012;1256372;NA;CZ0424127: Východní Krušnohoří;100;0;1256372;100;5347d;6;1;Východní Krušnohoří;0;jedinci;NA;ano
2012;CZ0424127;Východní Krušnohoří;Rhinolophus hipposideros;Letouni;Mikulov - štola 2 (Sv. Kříže), J od obce;Mikulov - štola 2 (Sv. Kříže), J od obce;RP SCHKO České středohoří;AOPK ČR - RP SCHKO České středohoří, Krajský úřad Ústeckého kraje;5610882;15803196;2012-01-26;Chvátal Petr#Hejduk Jiří;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;26.01.2012;26.01.2012;1229771;NA;CZ0424127: Východní Krušnohoří;100;0;1229771;100;5348a;26;1;Východní Krušnohoří;0;jedinci;NA;NA
2012;CZ0424127;Východní Krušnohoří;Rhinolophus hipposideros;Letouni;Mikulov - štola 2 (Sv. Kříže), J od obce;Mikulov - štola 2 (Sv. Kříže), J od obce;RP SCHKO České středohoří;AOPK ČR - RP SCHKO České středohoří, Krajský úřad Ústeckého kraje;5610882;15803196;2012-01-26;Chvátal Petr#Hejduk Jiří;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;26.01.2012;26.01.2012;1229771;NA;CZ0424127: Východní Krušnohoří;100;0;1229771;100;5348a;26;1;Východní Krušnohoří;0;jedinci;NA;ano
2012;CZ0424127;Východní Krušnohoří;Rhinolophus hipposideros;Letouni;Krupka - štola 3 (u borovice), S od obce (rev.Knédl);Krupka - štola 3 (u borovice), S od obce (rev.Knédl);RP SCHKO České středohoří;AOPK ČR - RP SCHKO České středohoří, Krajský úřad Ústeckého kraje;5610896;15803210;2012-02-01;Vlček Roman#Chvátal Petr;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;01.02.2012;01.02.2012;1227551;NA;CZ0424127: Východní Krušnohoří;100;0;1227551;100;5349a;1;2;Východní Krušnohoří;0;jedinci;NA;NA
2012;CZ0424127;Východní Krušnohoří;Rhinolophus hipposideros;Letouni;Krupka - štola 3 (u borovice), S od obce (rev.Knédl);Krupka - štola 3 (u borovice), S od obce (rev.Knédl);RP SCHKO České středohoří;AOPK ČR - RP SCHKO České středohoří, Krajský úřad Ústeckého kraje;5610896;15803210;2012-02-01;Vlček Roman#Chvátal Petr;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;01.02.2012;01.02.2012;1227551;NA;CZ0424127: Východní Krušnohoří;100;0;1227551;100;5349a;1;2;Východní Krušnohoří;0;jedinci;NA;ano
2012;CZ0424127;Východní Krušnohoří;Rhinolophus hipposideros;Letouni;Krupka - štola 1 ("Stříbrná"), S od obce (rev.Knédl);Krupka - štola 1 ("Stříbrná"), S od obce (rev.Knédl);RP SCHKO České středohoří;AOPK ČR - RP SCHKO České středohoří, Krajský úřad Ústeckého kraje;5610897;15803211;2012-02-01;Vlček Roman#Chvátal Petr;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;01.02.2012;01.02.2012;1227553;NA;CZ0424127: Východní Krušnohoří;100;0;1227553;100;5349a;1;2;Východní Krušnohoří;0;jedinci;NA;NA
2012;CZ0424127;Východní Krušnohoří;Rhinolophus hipposideros;Letouni;Krupka - štola 1 ("Stříbrná"), S od obce (rev.Knédl);Krupka - štola 1 ("Stříbrná"), S od obce (rev.Knédl);RP SCHKO České středohoří;AOPK ČR - RP SCHKO České středohoří, Krajský úřad Ústeckého kraje;5610897;15803211;2012-02-01;Vlček Roman#Chvátal Petr;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;01.02.2012;01.02.2012;1227553;NA;CZ0424127: Východní Krušnohoří;100;0;1227553;100;5349a;1;2;Východní Krušnohoří;0;jedinci;NA;ano
2012;CZ0424111;Labské údolí;Rhinolophus hipposideros;Letouni;Dámská jeskyně;Dámská jeskyně;RP SCHKO České středohoří;Správa NP České Švýcarsko;5611078;15803915;2012-01-13;Vlček Roman#Chvátal Petr#Benda Pavel;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;13.01.2012;13.01.2012;4948462;NA;CZ0424111: Labské údolí;100;0;4948462;100;5151a;13;1;Labské údolí;0;jedinci;NA;NA
2012;CZ0424111;Labské údolí;Rhinolophus hipposideros;Letouni;Dámská jeskyně;Dámská jeskyně;RP SCHKO České středohoří;Správa NP České Švýcarsko;5611078;15803915;2012-01-13;Vlček Roman#Chvátal Petr#Benda Pavel;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;13.01.2012;13.01.2012;4948462;NA;CZ0424111: Labské údolí;100;0;4948462;100;5151a;13;1;Labské údolí;0;jedinci;NA;ano
2012;CZ0424111;Labské údolí;Rhinolophus hipposideros;Letouni;Jeskyně Přátel přírody;Jeskyně Přátel přírody;RP SCHKO České středohoří;Správa NP České Švýcarsko;5611083;15803939;2012-01-13;Vlček Roman#Chvátal Petr#Benda Pavel;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;13.01.2012;13.01.2012;4948468;NA;CZ0424111: Labské údolí;100;0;4948468;100;5151a;13;1;Labské údolí;0;jedinci;NA;NA
2012;CZ0424111;Labské údolí;Rhinolophus hipposideros;Letouni;Jeskyně Přátel přírody;Jeskyně Přátel přírody;RP SCHKO České středohoří;Správa NP České Švýcarsko;5611083;15803939;2012-01-13;Vlček Roman#Chvátal Petr#Benda Pavel;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;13.01.2012;13.01.2012;4948468;NA;CZ0424111: Labské údolí;100;0;4948468;100;5151a;13;1;Labské údolí;0;jedinci;NA;ano
2012;CZ0424111;Labské údolí;Rhinolophus hipposideros;Letouni;Jeskyně Nadějí;Jeskyně Nadějí;RP SCHKO České středohoří;Správa NP České Švýcarsko;5611090;15803965;2012-01-13;Vlček Roman#Chvátal Petr#Benda Pavel;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;13.01.2012;13.01.2012;4948471;NA;CZ0424111: Labské údolí;100;0;4948471;100;5151a;13;1;Labské údolí;0;jedinci;NA;NA
2012;CZ0424111;Labské údolí;Rhinolophus hipposideros;Letouni;Jeskyně Nadějí;Jeskyně Nadějí;RP SCHKO České středohoří;Správa NP České Švýcarsko;5611090;15803965;2012-01-13;Vlček Roman#Chvátal Petr#Benda Pavel;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;13.01.2012;13.01.2012;4948471;NA;CZ0424111: Labské údolí;100;0;4948471;100;5151a;13;1;Labské údolí;0;jedinci;NA;ano
2012;CZ0424111;Labské údolí;Rhinolophus hipposideros;Letouni;Krakonošova;Krakonošova;RP SCHKO České středohoří;Správa NP České Švýcarsko;8130243;22633828;2012-01-13;Vlček Roman#Chvátal Petr#Benda Pavel;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;13.01.2012;13.01.2012;4951557;NA;CZ0424111: Labské údolí;100;0;4951557;100;5151a;13;1;Labské údolí;0;jedinci;NA;NA
2012;CZ0424111;Labské údolí;Rhinolophus hipposideros;Letouni;Krakonošova;Krakonošova;RP SCHKO České středohoří;Správa NP České Švýcarsko;8130243;22633828;2012-01-13;Vlček Roman#Chvátal Petr#Benda Pavel;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;13.01.2012;13.01.2012;4951557;NA;CZ0424111: Labské údolí;100;0;4951557;100;5151a;13;1;Labské údolí;0;jedinci;NA;ano
2012;CZ0424111;Labské údolí;Rhinolophus hipposideros;Letouni;Netopýří jeskyně;Netopýří jeskyně;RP SCHKO České středohoří;Správa NP České Švýcarsko;8130244;22633829;2012-01-13;Vlček Roman#Chvátal Petr#Benda Pavel;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;13.01.2012;13.01.2012;4951558;NA;CZ0424111: Labské údolí;100;0;4951558;100;5151a;13;1;Labské údolí;0;jedinci;NA;NA
2012;CZ0424111;Labské údolí;Rhinolophus hipposideros;Letouni;Netopýří jeskyně;Netopýří jeskyně;RP SCHKO České středohoří;Správa NP České Švýcarsko;8130244;22633829;2012-01-13;Vlček Roman#Chvátal Petr#Benda Pavel;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;13.01.2012;13.01.2012;4951558;NA;CZ0424111: Labské údolí;100;0;4951558;100;5151a;13;1;Labské údolí;0;jedinci;NA;ano
2012;CZ0424111;Labské údolí;Rhinolophus hipposideros;Letouni;Mechová jeskyně;Mechová jeskyně;RP SCHKO České středohoří;Správa NP České Švýcarsko;8130246;22633831;2012-01-19;Chvátal Petr#Benda Pavel;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;19.01.2012;19.01.2012;4951561;NA;CZ0424111: Labské údolí;100;0;4951561;100;5151a;19;1;Labské údolí;0;jedinci;NA;NA
2012;CZ0424111;Labské údolí;Rhinolophus hipposideros;Letouni;Mechová jeskyně;Mechová jeskyně;RP SCHKO České středohoří;Správa NP České Švýcarsko;8130246;22633831;2012-01-19;Chvátal Petr#Benda Pavel;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;19.01.2012;19.01.2012;4951561;NA;CZ0424111: Labské údolí;100;0;4951561;100;5151a;19;1;Labské údolí;0;jedinci;NA;ano
2012;CZ0424127;Východní Krušnohoří;Rhinolophus hipposideros;Letouni;Jezeří - štola;Jezeří - štola;RP SCHKO České středohoří;AOPK ČR - RP SCHKO České středohoří, Krajský úřad Ústeckého kraje;8130249;22633839;2012-02-16;Vlček Roman#Chvátal Petr#Hejduk Jiří#Patočka Jaroslav;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;16.02.2012;16.02.2012;4951563;NA;CZ0424127: Východní Krušnohoří;100;0;4951563;100;5447a;16;2;Východní Krušnohoří;0;jedinci;NA;NA
2012;CZ0424127;Východní Krušnohoří;Rhinolophus hipposideros;Letouni;Jezeří - štola;Jezeří - štola;RP SCHKO České středohoří;AOPK ČR - RP SCHKO České středohoří, Krajský úřad Ústeckého kraje;8130249;22633839;2012-02-16;Vlček Roman#Chvátal Petr#Hejduk Jiří#Patočka Jaroslav;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;16.02.2012;16.02.2012;4951563;NA;CZ0424127: Východní Krušnohoří;100;0;4951563;100;5447a;16;2;Východní Krušnohoří;0;jedinci;NA;ano
2012;CZ0214013;Kokořínsko;Rhinolophus hipposideros;Letouni;Vojtěchov - pivovarské sklepy;Vojtěchov - pivovarské sklepy;RP SCHKO Kokořínsko - Máchův kraj;AOPK ČR - RP SCHKO Kokořínsko - Máchův kraj, Krajský úřad Středočeského kraje;8130479;22634492;2012-02-25;Valda Slávek;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;25.02.2012;25.02.2012;4951646;NA;CZ0214013: Kokořínsko;100;0;4951646;100;5553b;25;2;Kokořínsko;0;jedinci;NA;NA
2012;CZ0214013;Kokořínsko;Rhinolophus hipposideros;Letouni;Vojtěchov - pivovarské sklepy;Vojtěchov - pivovarské sklepy;RP SCHKO Kokořínsko - Máchův kraj;AOPK ČR - RP SCHKO Kokořínsko - Máchův kraj, Krajský úřad Středočeského kraje;8130479;22634492;2012-02-25;Valda Slávek;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;25.02.2012;25.02.2012;4951646;NA;CZ0214013: Kokořínsko;100;0;4951646;100;5553b;25;2;Kokořínsko;0;jedinci;NA;ano
2012;CZ0214017;Karlštejn - Koda;Rhinolophus hipposideros;Letouni;Průtahová štola;Průtahová štola;RP Střední Čechy;AOPK ČR - RP Střední Čechy;8130980;22635589;2012-03-03;Veselý Jaroslav#Sedláček Daniel#Novák Jiří#Paclík Michal;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;03.03.2012;03.03.2012;998588;NA;CZ0214017: Karlštejn - Koda;100;0;998588;100;6050b;3;3;Karlštejn - Koda;0;jedinci;NA;NA
2012;CZ0214017;Karlštejn - Koda;Rhinolophus hipposideros;Letouni;Průtahová štola;Průtahová štola;RP Střední Čechy;AOPK ČR - RP Střední Čechy;8130980;22635589;2012-03-03;Veselý Jaroslav#Sedláček Daniel#Novák Jiří#Paclík Michal;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;03.03.2012;03.03.2012;998588;NA;CZ0214017: Karlštejn - Koda;100;0;998588;100;6050b;3;3;Karlštejn - Koda;0;jedinci;NA;ano
2012;CZ0214013;Kokořínsko;Rhinolophus hipposideros;Letouni;pivovarské sklepy Vojtěchov;pivovarské sklepy Vojtěchov;RP SCHKO Kokořínsko - Máchův kraj;AOPK ČR - RP SCHKO Kokořínsko - Máchův kraj, Krajský úřad Středočeského kraje;8131384;22636330;2012-03-02;Beran Luboš;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;02.03.2012;02.03.2012;968347;NA;CZ0214013: Kokořínsko;100;0;968347;100;5553b;2;3;Kokořínsko;0;jedinci;NA;NA
2012;CZ0214013;Kokořínsko;Rhinolophus hipposideros;Letouni;pivovarské sklepy Vojtěchov;pivovarské sklepy Vojtěchov;RP SCHKO Kokořínsko - Máchův kraj;AOPK ČR - RP SCHKO Kokořínsko - Máchův kraj, Krajský úřad Středočeského kraje;8131384;22636330;2012-03-02;Beran Luboš;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;02.03.2012;02.03.2012;968347;NA;CZ0214013: Kokořínsko;100;0;968347;100;5553b;2;3;Kokořínsko;0;jedinci;NA;ano
2012;CZ0624130;Moravský kras;Rhinolophus hipposideros;Letouni;Suchdol v Moravském krasu - jeskyně Sedmnáctka;Suchdol v Moravském krasu - jeskyně Sedmnáctka;RP Jižní Morava;AOPK ČR - RP Jižní Morava, Krajský úřad Jihomoravského kraje;8198403;23350444;2012-03-26;Veselý Jaroslav#Sedláček Daniel#Kočí Karel#Čapek Jan;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;26.03.2012;26.03.2012;4977478;NA;CZ0624130: Moravský kras;100;0;4977478;100;6666a;26;3;Moravský kras;0;jedinci;NA;NA
2012;CZ0624130;Moravský kras;Rhinolophus hipposideros;Letouni;Suchdol v Moravském krasu - jeskyně Sedmnáctka;Suchdol v Moravském krasu - jeskyně Sedmnáctka;RP Jižní Morava;AOPK ČR - RP Jižní Morava, Krajský úřad Jihomoravského kraje;8198403;23350444;2012-03-26;Veselý Jaroslav#Sedláček Daniel#Kočí Karel#Čapek Jan;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;26.03.2012;26.03.2012;4977478;NA;CZ0624130: Moravský kras;100;0;4977478;100;6666a;26;3;Moravský kras;0;jedinci;NA;ano
2012;CZ0624130;Moravský kras;Rhinolophus hipposideros;Letouni;Suchdol v Moravském krasu - Němcova jeskyně;Suchdol v Moravském krasu - Němcova jeskyně;RP Jižní Morava;AOPK ČR - RP Jižní Morava, Krajský úřad Jihomoravského kraje;8198405;23350453;2012-03-27;Veselý Jaroslav#Sedláček Daniel#Kočí Karel#Čapek Jan;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;27.03.2012;27.03.2012;4977480;NA;CZ0624130: Moravský kras;100;0;4977480;100;6666a;27;3;Moravský kras;0;jedinci;NA;NA
2012;CZ0624130;Moravský kras;Rhinolophus hipposideros;Letouni;Suchdol v Moravském krasu - Němcova jeskyně;Suchdol v Moravském krasu - Němcova jeskyně;RP Jižní Morava;AOPK ČR - RP Jižní Morava, Krajský úřad Jihomoravského kraje;8198405;23350453;2012-03-27;Veselý Jaroslav#Sedláček Daniel#Kočí Karel#Čapek Jan;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;27.03.2012;27.03.2012;4977480;NA;CZ0624130: Moravský kras;100;0;4977480;100;6666a;27;3;Moravský kras;0;jedinci;NA;ano
2012;CZ0624130;Moravský kras;Rhinolophus hipposideros;Letouni;Nová Rasovna;Nová Rasovna;RP Jižní Morava;AOPK ČR - RP Jižní Morava, Krajský úřad Jihomoravského kraje;8198406;23350454;2012-03-27;Veselý Jaroslav#Sedláček Daniel#Kočí Karel#Čapek Jan;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;27.03.2012;27.03.2012;8250558;NA;CZ0624130: Moravský kras;100;0;8250558;100;6666b;27;3;Moravský kras;0;jedinci;NA;NA
2012;CZ0624130;Moravský kras;Rhinolophus hipposideros;Letouni;Nová Rasovna;Nová Rasovna;RP Jižní Morava;AOPK ČR - RP Jižní Morava, Krajský úřad Jihomoravského kraje;8198406;23350454;2012-03-27;Veselý Jaroslav#Sedláček Daniel#Kočí Karel#Čapek Jan;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;27.03.2012;27.03.2012;8250558;NA;CZ0624130: Moravský kras;100;0;8250558;100;6666b;27;3;Moravský kras;0;jedinci;NA;ano
2012;CZ0510191;Průlom Jizery u Rakous;Rhinolophus hipposideros;Letouni;Jeskyně pod Kalichem;Jeskyně pod Kalichem;RP Liberecko;AOPK ČR - RP Liberecko;8221630;23409210;2012-08-18;Horáček Daniel;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;18.08.2012;18.08.2012;1337122;NA;CZ0510191: Průlom Jizery u Rakous;100;0;1337122;100;5357c;18;8;Průlom Jizery u Rakous;0;jedinci;NA;NA
2012;CZ0510191;Průlom Jizery u Rakous;Rhinolophus hipposideros;Letouni;Jeskyně pod Kalichem;Jeskyně pod Kalichem;RP Liberecko;AOPK ČR - RP Liberecko;8221630;23409210;2012-08-18;Horáček Daniel;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;18.08.2012;18.08.2012;1337122;NA;CZ0510191: Průlom Jizery u Rakous;100;0;1337122;100;5357c;18;8;Průlom Jizery u Rakous;0;jedinci;NA;ano
2012;CZ0514667;Západní jeskyně;Rhinolophus hipposideros;Letouni;Jitrava - PR Velký Vápenný - Západní jeskyně;Jitrava - PR Velký Vápenný - Západní jeskyně;RP Liberecko;Krajský úřad Libereckého kraje;8224558;23421452;2012-09-06;Horáček Daniel;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;06.09.2012;06.09.2012;1336567;NA;CZ0514667: Západní jeskyně;100;0;1336567;100;5255a;6;9;Západní jeskyně;0;jedinci;NA;NA
2012;CZ0514667;Západní jeskyně;Rhinolophus hipposideros;Letouni;Jitrava - PR Velký Vápenný - Západní jeskyně;Jitrava - PR Velký Vápenný - Západní jeskyně;RP Liberecko;Krajský úřad Libereckého kraje;8224558;23421452;2012-09-06;Horáček Daniel;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;06.09.2012;06.09.2012;1336567;NA;CZ0514667: Západní jeskyně;100;0;1336567;100;5255a;6;9;Západní jeskyně;0;jedinci;NA;ano
2012;CZ0523675;Jičíněves - zámek;Rhinolophus hipposideros;Letouni;EVL Jičíněves - zámek;EVL Jičíněves - zámek;RP Východní Čechy;Krajský úřad Královéhradeckého kraje;8505149;26451339;2012-10-07;Horáček Daniel;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;07.10.2012;07.10.2012;9874511;CZ0523675;CZ0523675: Jičíněves - zámek;100;0;9874511;100;5658a;7;10;Jičíněves - zámek;0;jedinci;NA;NA
2012;CZ0523675;Jičíněves - zámek;Rhinolophus hipposideros;Letouni;EVL Jičíněves - zámek;EVL Jičíněves - zámek;RP Východní Čechy;Krajský úřad Královéhradeckého kraje;8505149;26451339;2012-10-07;Horáček Daniel;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;07.10.2012;07.10.2012;9874511;CZ0523675;CZ0523675: Jičíněves - zámek;100;0;9874511;100;5658a;7;10;Jičíněves - zámek;0;jedinci;NA;ano
2012;CZ0213621;Štoly Velké Ameriky;Rhinolophus hipposideros;Letouni;Velká Amerika;Velká Amerika;RP Střední Čechy;AOPK ČR - RP Střední Čechy;8505351;26451547;2012-10-06;Hanzal Vladimír#Veselý Jaroslav#Průcha Martin#Kovář Roman#Sedláček Daniel;CELKOVE_SUM;NA;NA;NA;NA;NA;NA;1;1;vrápenec malý;06.10.2012;07.10.2012;5056052;NA;CZ0213621: Štoly Velké Ameriky;100;0;5056052;100;6051a;6;10;Štoly Velké Ameriky;0;samice;NA;NA
2012;CZ0213621;Štoly Velké Ameriky;Rhinolophus hipposideros;Letouni;Velká Amerika;Velká Amerika;RP Střední Čechy;AOPK ČR - RP Střední Čechy;8505351;26451547;2012-10-06;Hanzal Vladimír#Veselý Jaroslav#Průcha Martin#Kovář Roman#Sedláček Daniel;POP_PRESENCE;přítomnost druhu;val;val;ano;lok;ano;ano;1;vrápenec malý;06.10.2012;07.10.2012;5056052;NA;CZ0213621: Štoly Velké Ameriky;100;0;5056052;100;6051a;6;10;Štoly Velké Ameriky;0;samice;NA;ano
